TIME,B_001_v000,B_001_v001,B_015_v000,B_015_v001,B_120_v000,B_120_v001,B_198_v000,B_198_v001,B_233_v000,B_233_v001,B_273_v000,B_273_v001,B_286_v000,B_286_v001,B_302_v000,B_302_v001,B_317_v000,B_317_v001,B_329_v000,B_329_v001,B_341_v000,B_341_v001
2025-01-01 00:01:00,0.79677564,0.89854306,0.8002371,0.9018667,0.8034425,0.9049766,0.8064827,0.8939748,0.7954676,0.8969758,0.79851353,0.9000941,0.8017296,0.9034306,0.79120564,0.8930613,0.79500157,0.8970283,0.7991408,0.9013357,0.8036074,0.8919481
2025-01-01 00:02:00,0.7967707,0.8985361,0.80022836,0.9018564,0.803431,0.9049642,0.80646974,0.89396167,0.79545474,0.8969635,0.79850215,0.90008396,0.8017211,0.90342385,0.7912009,0.89305866,0.79500115,0.8970302,0.7991448,0.90134174,0.80361533,0.8919577
2025-01-01 00:03:00,0.7967656,0.89852905,0.80021954,0.9018461,0.8034194,0.9049518,0.80645674,0.89394855,0.79544187,0.8969512,0.7984908,0.9000739,0.8017126,0.90341717,0.7911962,0.8930561,0.7950008,0.897032,0.79914886,0.9013479,0.8036233,0.8919673
2025-01-01 00:04:00,0.7967605,0.89852196,0.8002107,0.90183574,0.80340785,0.90493935,0.8064438,0.89393544,0.795429,0.8969389,0.7984795,0.9000639,0.8017041,0.9034105,0.7911916,0.8930536,0.79500055,0.897034,0.799153,0.901354,0.80363137,0.89197695
2025-01-01 00:05:00,0.7967554,0.89851487,0.80020183,0.90182537,0.8033963,0.9049269,0.8064308,0.8939223,0.7954161,0.8969267,0.79846823,0.90005386,0.8016957,0.90340394,0.791187,0.89305115,0.7950003,0.89703596,0.79915714,0.9013602,0.8036394,0.89198667
2025-01-01 00:06:00,0.7967501,0.8985077,0.8001929,0.90181494,0.80338466,0.90491444,0.8064179,0.8939092,0.79540324,0.8969144,0.79845697,0.9000439,0.8016873,0.9033974,0.79118246,0.89304876,0.79500014,0.89703804,0.7991613,0.9013665,0.8036475,0.8919964
2025-01-01 00:07:00,0.7967449,0.89850044,0.80018395,0.90180445,0.803373,0.9049019,0.8064049,0.89389616,0.7953904,0.89690226,0.7984457,0.900034,0.801679,0.9033909,0.791178,0.89304644,0.795,0.8970401,0.7991656,0.9013728,0.8036557,0.89200616
2025-01-01 00:08:00,0.7967396,0.89849323,0.8001749,0.90179396,0.80336136,0.9048894,0.8063919,0.89388305,0.79537755,0.89689004,0.79843456,0.9000241,0.80167073,0.90338445,0.7911736,0.8930442,0.79499996,0.89704233,0.7991699,0.9013791,0.80366385,0.892016
2025-01-01 00:09:00,0.7967342,0.8984859,0.8001659,0.90178347,0.8033496,0.9048769,0.8063789,0.89386994,0.79536474,0.8968779,0.79842335,0.9000143,0.80166245,0.903378,0.7911692,0.89304197,0.795,0.89704454,0.7991743,0.90138555,0.80367213,0.8920258
2025-01-01 00:10:00,0.7967288,0.8984785,0.8001568,0.9017729,0.80333793,0.9048644,0.8063659,0.8938568,0.795352,0.8968657,0.7984122,0.9000045,0.8016543,0.9033717,0.7911649,0.8930398,0.7950001,0.8970468,0.7991787,0.901392,0.8036804,0.8920357
2025-01-01 00:11:00,0.7967233,0.8984711,0.80014765,0.9017623,0.8033262,0.9048518,0.80635285,0.89384377,0.79533917,0.8968536,0.7984011,0.89999473,0.8016461,0.9033654,0.79116064,0.89303774,0.7950002,0.8970491,0.7991832,0.9013985,0.80368876,0.8920457
2025-01-01 00:12:00,0.79671776,0.89846367,0.8001385,0.9017517,0.8033144,0.9048392,0.80633986,0.89383066,0.7953264,0.8968415,0.79839003,0.89998496,0.801638,0.9033592,0.7911564,0.8930357,0.7950004,0.8970515,0.7991878,0.90140504,0.8036971,0.89205563
2025-01-01 00:13:00,0.79671216,0.89845616,0.80012923,0.901741,0.8033026,0.90482664,0.8063268,0.8938176,0.7953136,0.8968294,0.798379,0.8999753,0.80162996,0.903353,0.7911523,0.8930337,0.79500055,0.897054,0.79919237,0.90141165,0.8037056,0.89206564
2025-01-01 00:14:00,0.79670656,0.8984486,0.80012,0.90173036,0.8032908,0.904814,0.8063138,0.8938045,0.79530084,0.8968174,0.798368,0.89996564,0.801622,0.90334684,0.7911482,0.8930318,0.79500085,0.8970565,0.79919696,0.90141827,0.80371404,0.89207566
2025-01-01 00:15:00,0.7967009,0.898441,0.8001107,0.9017196,0.8032789,0.90480137,0.80630076,0.89379144,0.79528815,0.89680535,0.798357,0.89995605,0.801614,0.9033407,0.79114413,0.89302987,0.7950012,0.897059,0.79920167,0.901425,0.8037225,0.89208573
2025-01-01 00:16:00,0.7966952,0.8984334,0.8001014,0.90170884,0.80326706,0.90478873,0.8062877,0.8937783,0.7952754,0.8967933,0.79834604,0.89994645,0.80160606,0.9033347,0.79114014,0.8930281,0.7950016,0.89706165,0.79920644,0.90143174,0.8037311,0.89209586
2025-01-01 00:17:00,0.7966894,0.8984257,0.800092,0.90169805,0.8032552,0.9047761,0.80627465,0.8937653,0.7952627,0.8967813,0.79833513,0.8999369,0.8015982,0.9033287,0.7911362,0.8930263,0.7950021,0.8970643,0.79921126,0.90143853,0.80373967,0.892106
2025-01-01 00:18:00,0.79668355,0.89841795,0.80008256,0.90168726,0.8032433,0.90476346,0.8062616,0.8937522,0.79525,0.89676934,0.7983242,0.89992744,0.8015903,0.90332276,0.79113233,0.8930246,0.79500264,0.89706707,0.7992161,0.9014454,0.8037483,0.8921162
2025-01-01 00:19:00,0.79667765,0.89841014,0.80007315,0.9016764,0.8032313,0.90475076,0.80624855,0.89373916,0.7952373,0.8967574,0.7983134,0.89991796,0.8015826,0.90331686,0.7911285,0.89302295,0.7950032,0.8970699,0.79922104,0.9014523,0.803757,0.8921264
2025-01-01 00:20:00,0.7966717,0.89840233,0.8000636,0.9016655,0.8032194,0.90473807,0.8062355,0.8937261,0.7952246,0.8967455,0.79830253,0.89990854,0.8015748,0.903311,0.79112476,0.8930214,0.79500383,0.8970727,0.799226,0.9014592,0.8037657,0.89213663
2025-01-01 00:21:00,0.7966657,0.89839447,0.80005413,0.9016546,0.8032074,0.9047253,0.8062224,0.89371306,0.795212,0.8967336,0.79829174,0.8998992,0.80156714,0.90330523,0.79112107,0.89301986,0.7950045,0.8970756,0.799231,0.9014662,0.8037745,0.89214694
2025-01-01 00:22:00,0.7966597,0.89838654,0.80004454,0.90164363,0.80319536,0.9047126,0.8062093,0.8937,0.79519933,0.8967217,0.798281,0.8998898,0.8015595,0.9032995,0.79111737,0.89301836,0.79500526,0.8970786,0.79923606,0.9014733,0.8037833,0.89215726
2025-01-01 00:23:00,0.79665357,0.89837855,0.80003494,0.90163267,0.8031833,0.90469986,0.8061963,0.89368695,0.7951867,0.8967099,0.7982703,0.8998805,0.8015519,0.90329385,0.7911138,0.89301693,0.7950061,0.89708155,0.7992412,0.9014804,0.8037922,0.8921676
2025-01-01 00:24:00,0.7966474,0.89837056,0.8000253,0.90162164,0.8031713,0.9046871,0.80618316,0.89367396,0.7951741,0.89669806,0.79825956,0.8998713,0.8015443,0.9032882,0.7911102,0.89301556,0.79500693,0.8970846,0.7992464,0.90148747,0.80380106,0.892178
2025-01-01 00:25:00,0.7966413,0.8983625,0.80001557,0.9016106,0.8031592,0.90467435,0.8061701,0.8936609,0.7951615,0.89668626,0.79824895,0.89986205,0.8015368,0.9032826,0.79110676,0.8930143,0.7950078,0.89708775,0.7992516,0.9014947,0.80381,0.89218843
2025-01-01 00:26:00,0.79663503,0.8983544,0.80000585,0.9015995,0.8031471,0.9046616,0.806157,0.8936479,0.7951489,0.8966745,0.7982383,0.8998529,0.80152935,0.9032771,0.7911033,0.89301306,0.79500884,0.8970909,0.79925686,0.9015019,0.803819,0.8921989
2025-01-01 00:27:00,0.7966287,0.89834625,0.7999961,0.90158844,0.803135,0.9046488,0.8061439,0.89363486,0.7951364,0.8966628,0.7982277,0.89984375,0.80152196,0.9032716,0.7910999,0.89301187,0.79500985,0.89709413,0.7992622,0.90150917,0.803828,0.8922094
2025-01-01 00:28:00,0.7966224,0.8983381,0.7999863,0.9015773,0.8031228,0.90463597,0.8061308,0.89362186,0.7951238,0.896651,0.7982171,0.89983463,0.80151457,0.9032662,0.79109657,0.89301074,0.795011,0.8970974,0.7992676,0.9015165,0.80383706,0.89221996
2025-01-01 00:29:00,0.796616,0.89832985,0.79997647,0.90156615,0.80311066,0.90462315,0.8061177,0.89360887,0.7951113,0.89663935,0.7982066,0.8998256,0.8015073,0.9032608,0.79109335,0.89300966,0.7950121,0.89710075,0.799273,0.9015239,0.8038462,0.8922305
2025-01-01 00:30:00,0.792465,0.8969351,0.79570735,0.89971185,0.79838336,0.9024479,0.80098265,0.89116555,0.7893305,0.8940856,0.79265594,0.8970578,0.79527026,0.9004082,0.785228,0.8900276,0.78886926,0.89370805,0.79276186,0.8984143,0.7975268,0.8891085
2025-01-01 00:31:00,0.78976446,0.89602554,0.7929289,0.8985026,0.7953064,0.90102947,0.79764026,0.88957286,0.7855686,0.89242166,0.7890443,0.89525557,0.7912137,0.89855224,0.78141445,0.888089,0.7848769,0.89150405,0.7885316,0.8963957,0.7934224,0.8870829
2025-01-01 00:32:00,0.7880068,0.8954314,0.7911194,0.89771265,0.79330206,0.900103,0.79546314,0.88853306,0.783119,0.891336,0.7866932,0.894081,0.7885744,0.8973441,0.7789346,0.88682866,0.7822823,0.8900727,0.78578395,0.8950862,0.79075783,0.88577
2025-01-01 00:33:00,0.78686196,0.8950422,0.7899397,0.89719516,0.7919949,0.89949626,0.7940434,0.88785267,0.78152245,0.8906263,0.7851613,0.8933145,0.7868565,0.89655703,0.77732164,0.88600916,0.78059644,0.88914365,0.784,0.89423776,0.7890292,0.8849204
2025-01-01 00:34:00,0.7861155,0.8947863,0.7891693,0.8968548,0.791141,0.8990974,0.79311603,0.8874058,0.7804803,0.890161,0.78416204,0.8928132,0.78573734,0.89604366,0.77627224,0.8854763,0.7795011,0.88854104,0.78284246,0.893689,0.7879088,0.88437194
2025-01-01 00:35:00,0.78562796,0.8946169,0.7886651,0.89662963,0.79058164,0.89883363,0.7925086,0.8871109,0.7797986,0.8898545,0.7835089,0.8924843,0.7850075,0.8957082,0.77558917,0.88512963,0.7787897,0.88815063,0.7820921,0.8933349,0.7871839,0.88401926
2025-01-01 00:36:00,0.78530866,0.8945038,0.7883338,0.89647925,0.7902137,0.8986577,0.7921092,0.8869147,0.7793512,0.88965124,0.78308076,0.89226747,0.78453064,0.89548844,0.77514416,0.88490415,0.7783279,0.88789827,0.7816064,0.8931076,0.7867159,0.8837938
2025-01-01 00:37:00,0.7850987,0.8944272,0.78811485,0.8963775,0.7899703,0.8985387,0.79184496,0.8867826,0.779056,0.8895151,0.7827989,0.8921235,0.7842183,0.8953439,0.77485394,0.8847574,0.77802825,0.88773555,0.78129274,0.8929626,0.7864151,0.8836511
2025-01-01 00:38:00,0.78495973,0.89437443,0.78796893,0.89630735,0.7898076,0.89845693,0.79166865,0.8866922,0.7788598,0.88942266,0.78261214,0.8920269,0.7840129,0.8952483,0.7746644,0.8846618,0.7778341,0.88763124,0.781091,0.8928711,0.78622293,0.8835621
2025-01-01 00:39:00,0.78486705,0.894337,0.7878705,0.8962577,0.78969765,0.89839923,0.79154944,0.8866289,0.778728,0.8893586,0.7824872,0.89196116,0.783877,0.8951845,0.77454025,0.88459957,0.7777086,0.8875648,0.780962,0.89281434,0.7861014,0.88350815
2025-01-01 00:40:00,0.7848043,0.89430964,0.78780293,0.89622146,0.7896218,0.89835715,0.79146737,0.8865833,0.778638,0.889313,0.7824025,0.89191544,0.78378636,0.8951414,0.7744587,0.884559,0.77762765,0.887523,0.7808803,0.89278024,0.78602576,0.88347685
2025-01-01 00:41:00,0.784761,0.8942887,0.7877554,0.8961938,0.7895681,0.8983253,0.79140943,0.8865492,0.77857524,0.88927937,0.782344,0.8918827,0.7837251,0.89511174,0.77440476,0.8845326,0.77757573,0.88749725,0.7808293,0.89276093,0.78598,0.8834604
2025-01-01 00:42:00,0.7847304,0.894272,0.7877208,0.89617175,0.7895289,0.8983,0.79136723,0.8865224,0.7785302,0.88925356,0.7823024,0.8918586,0.783683,0.8950909,0.7743689,0.8845152,0.77754265,0.887482,0.7807983,0.89275116,0.7859536,0.88345355
2025-01-01 00:43:00,0.78470796,0.8942581,0.78769475,0.8961534,0.789499,0.8982791,0.7913352,0.88650054,0.77849656,0.8892329,0.78227186,0.8918399,0.7836534,0.89507574,0.7743447,0.8845039,0.7775219,0.8874735,0.7807804,0.89274764,0.7859398,0.883453
2025-01-01 00:44:00,0.7846909,0.89424586,0.78767407,0.8961374,0.7894752,0.8982609,0.7913098,0.8864819,0.77847046,0.88921547,0.78224856,0.8918249,0.7836318,0.8950643,0.77432823,0.88449657,0.77750915,0.88746953,0.780771,0.89274824,0.7859343,0.8834566
2025-01-01 00:45:00,0.78467727,0.8942348,0.787657,0.89612293,0.7894553,0.89824456,0.7912887,0.88646525,0.77844924,0.8892002,0.78222996,0.8918122,0.7836156,0.8950553,0.77431667,0.88449174,0.7775016,0.88746846,0.7807671,0.89275146,0.78593415,0.8834628
2025-01-01 00:46:00,0.7846658,0.8942244,0.78764224,0.8961094,0.78943807,0.89822936,0.7912704,0.88645,0.7784312,0.88918644,0.78221446,0.8918011,0.7836028,0.89504796,0.7743084,0.8844886,0.7774975,0.8874693,0.7807667,0.89275646,0.7859375,0.88347065
2025-01-01 00:47:00,0.7846558,0.89421445,0.78762895,0.89609647,0.78942245,0.89821494,0.79125386,0.8864355,0.7784152,0.88917357,0.7822009,0.891791,0.7835922,0.89504164,0.77430224,0.88448656,0.77749556,0.8874714,0.7807688,0.8927626,0.78594315,0.8834797
2025-01-01 00:48:00,0.7846467,0.89420485,0.78761655,0.896084,0.7894079,0.89820105,0.7912386,0.8864217,0.77840054,0.88916135,0.78218865,0.89178157,0.7835831,0.8950361,0.77429754,0.88448536,0.77749515,0.8874743,0.78077245,0.8927696,0.78595036,0.8834896
2025-01-01 00:49:00,0.7846382,0.8941953,0.7876048,0.8960718,0.789394,0.8981874,0.79122406,0.8864082,0.7783868,0.8891495,0.78217727,0.89177257,0.78357506,0.89503103,0.7742938,0.8844846,0.77749574,0.88747776,0.7807771,0.89277697,0.7859584,0.8834999
2025-01-01 00:50:00,0.78463,0.89418596,0.7875935,0.89605963,0.7893806,0.898174,0.79121006,0.886395,0.7783736,0.8891379,0.7821665,0.891764,0.78356767,0.8950262,0.7742906,0.8844842,0.77749693,0.88748163,0.7807824,0.8927848,0.78596723,0.8835106
2025-01-01 00:51:00,0.7846221,0.8941766,0.78758234,0.8960477,0.7893675,0.89816076,0.7911964,0.8863819,0.77836084,0.88912654,0.7821561,0.8917555,0.78356063,0.8950217,0.7742878,0.884484,0.7774986,0.8874858,0.7807882,0.89279276,0.7859764,0.8835215
2025-01-01 00:52:00,0.78461426,0.89416724,0.7875713,0.8960358,0.78935456,0.8981475,0.7911829,0.88636893,0.7783483,0.88911533,0.78214604,0.8917473,0.78355396,0.89501727,0.77428544,0.884484,0.77750057,0.88749015,0.7807943,0.892801,0.78598595,0.8835326
2025-01-01 00:53:00,0.7846065,0.89415795,0.78756046,0.89602387,0.78934175,0.89813435,0.7911696,0.88635606,0.778336,0.8891042,0.7821361,0.89173913,0.7835475,0.8950131,0.77428323,0.8844842,0.7775028,0.8874946,0.78080064,0.8928093,0.7859957,0.8835437
2025-01-01 00:54:00,0.78459877,0.8941486,0.7875496,0.89601195,0.78932893,0.8981213,0.7911563,0.8863433,0.77832377,0.88909316,0.7821263,0.8917311,0.78354126,0.895009,0.7742812,0.8844844,0.7775052,0.8874992,0.7808071,0.8928177,0.7860056,0.88355494
2025-01-01 00:55:00,0.7845911,0.89413923,0.7875387,0.896,0.7893162,0.8981082,0.7911431,0.8863305,0.77831167,0.88908213,0.7821166,0.8917231,0.7835351,0.8950049,0.77427924,0.88448477,0.7775077,0.88750386,0.7808137,0.89282614,0.78601557,0.88356626
2025-01-01 00:56:00,0.78458333,0.8941299,0.78752786,0.8959881,0.7893034,0.89809513,0.79113,0.88631773,0.77829957,0.88907117,0.782107,0.89171517,0.783529,0.89500093,0.77427745,0.8844852,0.7775103,0.88750863,0.7808205,0.8928347,0.78602564,0.8835776
2025-01-01 00:57:00,0.7845755,0.89412045,0.787517,0.8959762,0.7892907,0.8980821,0.7911169,0.88630503,0.7782876,0.88906026,0.78209746,0.8917073,0.783523,0.89499706,0.77427566,0.88448566,0.77751297,0.8875135,0.7808273,0.89284337,0.7860358,0.883589
