TIME,N_001_v000,N_002_v000,N_003_v000
2025-01-01 00:01:00,1.001655,1.0040054,0.9924132
2025-01-01 00:02:00,1.0016631,1.0040152,0.99242437
2025-01-01 00:03:00,1.0016713,1.004025,0.9924355
2025-01-01 00:04:00,1.0016797,1.0040349,0.9924467
2025-01-01 00:05:00,1.001688,1.0040449,0.992458
2025-01-01 00:06:00,1.0016963,1.0040548,0.99246925
2025-01-01 00:07:00,1.0017048,1.0040648,0.9924805
2025-01-01 00:08:00,1.0017133,1.0040748,0.99249184
2025-01-01 00:09:00,1.0017217,1.004085,0.99250317
2025-01-01 00:10:00,1.0017303,1.0040951,0.99251455
2025-01-01 00:11:00,1.0017389,1.0041052,0.99252594
2025-01-01 00:12:00,1.0017475,1.0041153,0.9925374
2025-01-01 00:13:00,1.0017562,1.0041256,0.9925488
2025-01-01 00:14:00,1.0017649,1.0041358,0.9925603
2025-01-01 00:15:00,1.0017737,1.0041461,0.99257183
2025-01-01 00:16:00,1.0017825,1.0041565,0.9925834
2025-01-01 00:17:00,1.0017914,1.0041668,0.99259496
2025-01-01 00:18:00,1.0018003,1.0041772,0.9926065
2025-01-01 00:19:00,1.0018092,1.0041876,0.99261814
2025-01-01 00:20:00,1.0018182,1.0041981,0.9926298
2025-01-01 00:21:00,1.0018272,1.0042086,0.99264145
2025-01-01 00:22:00,1.0018363,1.004219,0.9926532
2025-01-01 00:23:00,1.0018454,1.0042297,0.99266493
2025-01-01 00:24:00,1.0018545,1.0042403,0.9926767
2025-01-01 00:25:00,1.0018637,1.0042509,0.9926884
2025-01-01 00:26:00,1.0018729,1.0042616,0.9927002
2025-01-01 00:27:00,1.0018822,1.0042722,0.9927121
2025-01-01 00:28:00,1.0018915,1.004283,0.99272394
2025-01-01 00:29:00,1.0019008,1.0042938,0.9927358
2025-01-01 00:30:00,1.005182,1.0078785,0.9953097
2025-01-01 00:31:00,1.0078089,1.0107486,0.99737126
2025-01-01 00:32:00,1.0099124,1.0130469,0.99902296
2025-01-01 00:33:00,1.011597,1.0148877,1.0003467
2025-01-01 00:34:00,1.0129467,1.0163624,1.0014081
