TIME,H_001_v000,H_002_v000
2025-01-01 00:01:00,1.0557597,1.0581454
2025-01-01 00:02:00,1.0557703,1.0581546
2025-01-01 00:03:00,1.0557809,1.0581636
2025-01-01 00:04:00,1.0557914,1.0581727
2025-01-01 00:05:00,1.0558019,1.0581818
2025-01-01 00:06:00,1.0558124,1.0581907
2025-01-01 00:07:00,1.0558228,1.0581996
2025-01-01 00:08:00,1.0558332,1.0582085
2025-01-01 00:09:00,1.0558436,1.0582174
2025-01-01 00:10:00,1.0558538,1.0582262
2025-01-01 00:11:00,1.0558642,1.0582349
2025-01-01 00:12:00,1.0558745,1.0582436
2025-01-01 00:13:00,1.0558846,1.0582523
2025-01-01 00:14:00,1.0558949,1.058261
2025-01-01 00:15:00,1.055905,1.0582696
2025-01-01 00:16:00,1.0559151,1.0582781
2025-01-01 00:17:00,1.0559251,1.0582867
2025-01-01 00:18:00,1.0559351,1.0582951
2025-01-01 00:19:00,1.0559452,1.0583035
2025-01-01 00:20:00,1.0559552,1.0583119
2025-01-01 00:21:00,1.0559651,1.0583202
2025-01-01 00:22:00,1.055975,1.0583285
2025-01-01 00:23:00,1.0559849,1.0583367
2025-01-01 00:24:00,1.0559946,1.058345
2025-01-01 00:25:00,1.0560044,1.0583531
2025-01-01 00:26:00,1.0560141,1.0583612
2025-01-01 00:27:00,1.0560238,1.0583693
2025-01-01 00:28:00,1.0560335,1.0583773
2025-01-01 00:29:00,1.056043,1.0583853
2025-01-01 00:30:00,1.0567253,1.0590311
2025-01-01 00:31:00,1.0573804,1.0596513
2025-01-01 00:32:00,1.0580097,1.0602468
2025-01-01 00:33:00,1.0586143,1.060819
2025-01-01 00:34:00,1.0591949,1.0613685
2025-01-01 00:35:00,1.0597527,1.0618962
2025-01-01 00:36:00,1.0602884,1.0624032
2025-01-01 00:37:00,1.0608032,1.06289
2025-01-01 00:38:00,1.0612977,1.0633578
2025-01-01 00:39:00,1.0617726,1.063807
2025-01-01 00:40:00,1.0622289,1.0642384
2025-01-01 00:41:00,1.0626674,1.064653
2025-01-01 00:42:00,1.0630885,1.0650511
2025-01-01 00:43:00,1.0634931,1.0654336
2025-01-01 00:44:00,1.063882,1.065801
2025-01-01 00:45:00,1.0642555,1.0661539
2025-01-01 00:46:00,1.0646144,1.066493
2025-01-01 00:47:00,1.0649593,1.0668187
2025-01-01 00:48:00,1.0652908,1.0671318
2025-01-01 00:49:00,1.0656092,1.0674325
2025-01-01 00:50:00,1.0659153,1.0677214
2025-01-01 00:51:00,1.0662094,1.067999
2025-01-01 00:52:00,1.0664921,1.0682657
2025-01-01 00:53:00,1.0667636,1.068522
2025-01-01 00:54:00,1.0670247,1.0687683
2025-01-01 00:55:00,1.0672756,1.0690048
2025-01-01 00:56:00,1.0675168,1.0692321
2025-01-01 00:57:00,1.0677487,1.0694506
2025-01-01 00:58:00,1.0679716,1.0696607
2025-01-01 00:59:00,1.0681858,1.0698624
2025-01-01 01:00:00,1.069036,1.0706692
2025-01-01 01:01:00,1.0698525,1.0714439
2025-01-01 01:02:00,1.0706366,1.0721879
2025-01-01 01:03:00,1.0713896,1.0729022
2025-01-01 01:04:00,1.0721128,1.0735883
2025-01-01 01:05:00,1.0728073,1.074247
2025-01-01 01:06:00,1.0734743,1.0748796
2025-01-01 01:07:00,1.0741149,1.0754873
2025-01-01 01:08:00,1.0747303,1.0760707
2025-01-01 01:09:00,1.0753213,1.0766308
2025-01-01 01:10:00,1.0758889,1.077169
2025-01-01 01:11:00,1.076434,1.0776856
2025-01-01 01:12:00,1.0769576,1.0781819
2025-01-01 01:13:00,1.0774605,1.0786585
2025-01-01 01:14:00,1.0779436,1.0791161
2025-01-01 01:15:00,1.0784075,1.0795556
2025-01-01 01:16:00,1.0788532,1.0799779
2025-01-01 01:17:00,1.0792814,1.0803833
2025-01-01 01:18:00,1.0796927,1.0807728
2025-01-01 01:19:00,1.0800878,1.0811468
2025-01-01 01:20:00,1.0804672,1.0815059
2025-01-01 01:21:00,1.0808319,1.081851
2025-01-01 01:22:00,1.0811821,1.0821824
2025-01-01 01:23:00,1.0815187,1.0825007
2025-01-01 01:24:00,1.081842,1.0828063
