TIME,R_001_v000,R_004_v000,R_005_v000,R_006_v000,R_007_v000,R_008_v000,R_010_v000
2025-01-01 00:01:00,0.8989435,0.9009991,0.9029683,0.9048519,0.9066533,0.90837824,0.8960346
2025-01-01 00:02:00,0.898946,0.90099937,0.9029663,0.90484786,0.90664715,0.90837026,0.8960249
2025-01-01 00:03:00,0.89894843,0.9009996,0.90296435,0.9048437,0.906641,0.9083622,0.8960152
2025-01-01 00:04:00,0.8989508,0.9009998,0.9029623,0.9048395,0.90663475,0.9083541,0.8960055
2025-01-01 00:05:00,0.89895314,0.9009999,0.90296024,0.9048352,0.90662843,0.90834594,0.89599574
2025-01-01 00:06:00,0.8989554,0.90099996,0.90295804,0.90483093,0.9066221,0.9083377,0.8959859
2025-01-01 00:07:00,0.89895767,0.901,0.90295583,0.9048266,0.90661573,0.9083295,0.89597607
2025-01-01 00:08:00,0.8989598,0.90099996,0.90295357,0.9048221,0.90660924,0.9083212,0.8959662
2025-01-01 00:09:00,0.8989619,0.90099984,0.90295124,0.90481764,0.90660274,0.9083129,0.8959563
2025-01-01 00:10:00,0.898964,0.90099967,0.90294886,0.9048131,0.90659624,0.9083045,0.8959463
2025-01-01 00:11:00,0.89896595,0.9009994,0.9029465,0.9048086,0.9065896,0.9082961,0.8959363
2025-01-01 00:12:00,0.8989679,0.9009992,0.90294397,0.90480393,0.906583,0.90828764,0.8959263
2025-01-01 00:13:00,0.8989698,0.90099883,0.9029414,0.9047992,0.9065763,0.9082792,0.8959162
2025-01-01 00:14:00,0.8989716,0.9009984,0.9029388,0.9047945,0.90656954,0.9082706,0.8959061
2025-01-01 00:15:00,0.8989734,0.900998,0.90293616,0.9047897,0.90656275,0.908262,0.895896
2025-01-01 00:16:00,0.89897513,0.90099746,0.9029334,0.90478486,0.90655595,0.9082534,0.89588577
2025-01-01 00:17:00,0.89897674,0.9009969,0.9029306,0.90478,0.90654904,0.9082447,0.8958756
2025-01-01 00:18:00,0.89897835,0.90099627,0.9029278,0.90477496,0.9065421,0.90823597,0.8958654
2025-01-01 00:19:00,0.8989799,0.9009956,0.90292495,0.90476996,0.9065351,0.9082272,0.89585507
2025-01-01 00:20:00,0.8989814,0.9009949,0.902922,0.90476495,0.9065281,0.90821844,0.89584476
2025-01-01 00:21:00,0.8989828,0.90099406,0.902919,0.9047598,0.906521,0.90820956,0.8958344
2025-01-01 00:22:00,0.8989842,0.9009932,0.90291595,0.90475464,0.90651387,0.9082007,0.89582396
2025-01-01 00:23:00,0.8989855,0.90099233,0.9029128,0.9047494,0.9065067,0.90819174,0.8958136
2025-01-01 00:24:00,0.89898676,0.9009913,0.90290964,0.90474415,0.90649945,0.9081828,0.89580315
2025-01-01 00:25:00,0.898988,0.9009903,0.9029064,0.90473884,0.9064922,0.9081738,0.8957926
2025-01-01 00:26:00,0.89898914,0.90098923,0.90290314,0.9047335,0.9064849,0.90816474,0.8957821
2025-01-01 00:27:00,0.8989902,0.9009881,0.90289986,0.90472806,0.9064775,0.9081556,0.89577156
2025-01-01 00:28:00,0.8989912,0.9009869,0.90289646,0.9047226,0.9064701,0.9081465,0.89576095
2025-01-01 00:29:00,0.89899224,0.90098566,0.902893,0.904717,0.9064626,0.9081373,0.8957503
2025-01-01 00:30:00,0.89480567,0.89680207,0.8995489,0.9020598,0.90142393,0.90343225,0.89088804
2025-01-01 00:31:00,0.89208466,0.89408225,0.89737403,0.9003306,0.89814615,0.9003707,0.88772374
2025-01-01 00:32:00,0.8903163,0.89231384,0.895959,0.89920455,0.89601284,0.8983775,0.88566315
2025-01-01 00:33:00,0.8891671,0.89116377,0.89503795,0.89847064,0.8946235,0.8970785,0.88431996
2025-01-01 00:34:00,0.8884203,0.8904157,0.89443797,0.8979915,0.8937177,0.89623094,0.8834431
2025-01-01 00:35:00,0.8879351,0.8899289,0.89404655,0.89767796,0.8931262,0.8956767,0.8828694
2025-01-01 00:36:00,0.8876198,0.8896118,0.8937908,0.8974721,0.89273894,0.895313,0.8824926
2025-01-01 00:37:00,0.88741505,0.8894051,0.8936231,0.8973361,0.8924845,0.8950733,0.88224393
2025-01-01 00:38:00,0.8872821,0.88927,0.8935127,0.89724565,0.8923162,0.8949142,0.8820784
2025-01-01 00:39:00,0.8871957,0.88918155,0.89343953,0.89718467,0.8922041,0.8948073,0.88196695
2025-01-01 00:40:00,0.8871397,0.8891234,0.89339054,0.8971429,0.89212847,0.89473444,0.88189065
2025-01-01 00:41:00,0.8871033,0.8890848,0.8933572,0.89711356,0.8920764,0.8946838,0.8818372
2025-01-01 00:42:00,0.8870798,0.88905907,0.8933341,0.8970923,0.8920397,0.89464736,0.8817985
2025-01-01 00:43:00,0.88706446,0.8890416,0.8933175,0.89707625,0.892013,0.89462024,0.88176954
2025-01-01 00:44:00,0.8870545,0.8890294,0.8933052,0.89706355,0.89199275,0.89459926,0.8817467
2025-01-01 00:45:00,0.887048,0.8890207,0.89329565,0.89705306,0.8919767,0.8945821,0.881728
2025-01-01 00:46:00,0.8870438,0.88901424,0.8932879,0.89704394,0.8919633,0.8945675,0.8817119
2025-01-01 00:47:00,0.887041,0.88900924,0.8932812,0.8970358,0.8919517,0.8945545,0.8816975
2025-01-01 00:48:00,0.88703907,0.8890051,0.8932753,0.89702815,0.89194125,0.8945425,0.8816841
2025-01-01 00:49:00,0.8870377,0.88900155,0.8932699,0.8970208,0.8919315,0.89453125,0.8816716
2025-01-01 00:50:00,0.8870367,0.8889983,0.8932647,0.8970138,0.8919222,0.8945204,0.8816594
2025-01-01 00:51:00,0.8870359,0.88899535,0.8932597,0.8970068,0.8919131,0.89450985,0.8816475
2025-01-01 00:52:00,0.88703525,0.8889925,0.89325476,0.8969999,0.8919042,0.8944994,0.88163584
