TIME,TE_001_v000,TE_002_v000,TE_005_v000,TE_008_v000,TE_014_v000,TE_016_v000,TE_017_v000,TE_019_v000,TE_021_v000,TE_022_v000,TE_023_v000
2025-01-01 00:01:00,0.7500963,0.7421895,0.74908805,0.743282,0.7526851,0.74867314,0.75836164,0.75299966,0.7463032,0.75258213,0.7446022
2025-01-01 00:02:00,0.7500832,0.7421791,0.74908495,0.7432876,0.75269693,0.7486859,0.75836974,0.7529994,0.7462948,0.7525693,0.7445906
2025-01-01 00:03:00,0.75007015,0.74216866,0.74908185,0.7432932,0.75270873,0.74869865,0.75837773,0.7529991,0.74628633,0.75255644,0.744579
2025-01-01 00:04:00,0.75005704,0.7421583,0.74907887,0.7432989,0.75272053,0.7487114,0.7583857,0.75299877,0.7462778,0.7525435,0.7445675
2025-01-01 00:05:00,0.7500439,0.742148,0.7490759,0.7433046,0.75273246,0.7487241,0.75839365,0.75299835,0.7462693,0.75253063,0.74455595
2025-01-01 00:06:00,0.7500308,0.7421377,0.74907297,0.74331045,0.7527443,0.74873686,0.7584015,0.75299793,0.74626064,0.7525177,0.7445445
2025-01-01 00:07:00,0.7500177,0.7421274,0.7490701,0.74331623,0.75275624,0.74874955,0.7584093,0.7529974,0.74625206,0.7525048,0.74453306
2025-01-01 00:08:00,0.7500046,0.7421172,0.74906737,0.74332213,0.75276816,0.7487622,0.7584171,0.7529968,0.74624336,0.7524919,0.7445216
2025-01-01 00:09:00,0.7499915,0.74210703,0.7490646,0.7433281,0.75278014,0.7487749,0.7584249,0.7529962,0.74623466,0.75247896,0.74451023
2025-01-01 00:10:00,0.74997836,0.7420969,0.74906194,0.74333405,0.7527921,0.7487875,0.75843257,0.7529955,0.7462259,0.752466,0.7444989
2025-01-01 00:11:00,0.74996525,0.74208677,0.7490593,0.7433401,0.75280416,0.74880016,0.7584402,0.7529948,0.7462171,0.7524531,0.7444875
2025-01-01 00:12:00,0.74995214,0.7420767,0.74905676,0.74334615,0.7528162,0.7488128,0.7584478,0.75299394,0.7462082,0.7524401,0.74447626
2025-01-01 00:13:00,0.7499391,0.7420666,0.74905425,0.7433523,0.75282824,0.74882543,0.75845534,0.7529931,0.7461993,0.7524271,0.744465
2025-01-01 00:14:00,0.749926,0.7420566,0.7490518,0.7433585,0.7528403,0.748838,0.75846285,0.75299215,0.74619037,0.75241417,0.7444537
2025-01-01 00:15:00,0.74991286,0.74204665,0.74904937,0.74336475,0.75285244,0.7488506,0.75847036,0.7529912,0.74618137,0.7524012,0.7444425
2025-01-01 00:16:00,0.74989974,0.7420367,0.74904704,0.74337107,0.75286454,0.74886316,0.75847775,0.7529901,0.74617237,0.7523882,0.7444313
2025-01-01 00:17:00,0.74988663,0.74202687,0.7490448,0.7433774,0.7528767,0.7488757,0.75848514,0.75298905,0.7461633,0.7523752,0.7444202
2025-01-01 00:18:00,0.7498735,0.742017,0.7490425,0.74338377,0.75288886,0.74888825,0.7584924,0.7529879,0.74615425,0.75236213,0.744409
2025-01-01 00:19:00,0.74986047,0.74200714,0.74904037,0.7433902,0.752901,0.7489008,0.7584997,0.7529867,0.74614507,0.75234914,0.74439794
2025-01-01 00:20:00,0.74984735,0.7419974,0.7490382,0.7433967,0.75291324,0.7489132,0.7585069,0.7529855,0.7461359,0.75233614,0.74438685
2025-01-01 00:21:00,0.7498343,0.74198765,0.7490362,0.74340326,0.75292546,0.7489257,0.7585141,0.7529841,0.74612665,0.7523231,0.7443758
2025-01-01 00:22:00,0.7498212,0.74197793,0.74903417,0.7434098,0.75293773,0.7489382,0.75852126,0.75298274,0.7461174,0.75231004,0.7443648
2025-01-01 00:23:00,0.7498081,0.7419683,0.74903226,0.7434165,0.75295,0.7489506,0.7585283,0.7529813,0.7461081,0.752297,0.74435383
2025-01-01 00:24:00,0.749795,0.7419587,0.74903035,0.74342316,0.7529623,0.74896306,0.7585353,0.7529798,0.74609876,0.75228393,0.7443429
2025-01-01 00:25:00,0.74978197,0.7419491,0.7490285,0.7434299,0.75297457,0.74897546,0.7585423,0.7529783,0.74608934,0.75227094,0.74433196
2025-01-01 00:26:00,0.74976885,0.74193954,0.7490267,0.7434367,0.7529869,0.74898785,0.7585493,0.7529767,0.7460799,0.7522578,0.7443211
2025-01-01 00:27:00,0.7497558,0.74193,0.74902505,0.7434435,0.75299925,0.7490002,0.7585561,0.75297505,0.7460705,0.7522448,0.74431026
2025-01-01 00:28:00,0.74974275,0.74192053,0.7490234,0.7434504,0.75301164,0.74901253,0.758563,0.7529733,0.74606097,0.7522317,0.7442995
2025-01-01 00:29:00,0.7497297,0.7419111,0.74902177,0.7434573,0.75302404,0.74902487,0.7585698,0.75297153,0.74605143,0.75221866,0.7442887
2025-01-01 00:30:00,0.7526119,0.74253,0.7513629,0.74388546,0.75563157,0.74922174,0.7607938,0.75310725,0.74813926,0.75219935,0.74601996
2025-01-01 00:31:00,0.75491506,0.7430232,0.7532356,0.74422944,0.7577202,0.7493817,0.7625743,0.7532154,0.74980754,0.75218123,0.74740285
2025-01-01 00:32:00,0.756755,0.74341595,0.7547335,0.74450606,0.7593935,0.74951214,0.76400006,0.75330144,0.7511403,0.7521641,0.7485071
2025-01-01 00:33:00,0.7582243,0.7437283,0.7559316,0.74472886,0.7607347,0.7496188,0.7651419,0.75336987,0.7522044,0.75214785,0.7493883
2025-01-01 00:34:00,0.7593972,0.74397635,0.7568898,0.7449085,0.7618101,0.7497066,0.76605666,0.7534241,0.75305384,0.75213224,0.75009125
2025-01-01 00:35:00,0.7603329,0.74417305,0.7576562,0.74505377,0.762673,0.74977934,0.76678973,0.7534671,0.75373137,0.7521171,0.7506515
2025-01-01 00:36:00,0.76107883,0.7443286,0.75826913,0.7451714,0.76336586,0.74983996,0.76737744,0.75350094,0.7542714,0.7521023,0.7510976
2025-01-01 00:37:00,0.76167303,0.7444512,0.7587593,0.7452671,0.76392263,0.7498908,0.76784885,0.7535276,0.75470144,0.75208795,0.75145245
2025-01-01 00:38:00,0.76214576,0.74454755,0.7591512,0.7453451,0.76437056,0.74993396,0.7682272,0.7535484,0.7550435,0.7520737,0.7517342
2025-01-01 00:39:00,0.7625214,0.7446229,0.7594646,0.7454091,0.76473147,0.74997085,0.7685311,0.75356454,0.75531507,0.7520598,0.75195754
2025-01-01 00:40:00,0.7628193,0.74468136,0.7597152,0.74546176,0.7650227,0.75000274,0.7687754,0.7535769,0.7555303,0.75204605,0.7521342
2025-01-01 00:41:00,0.76305497,0.74472636,0.7599155,0.74550545,0.7652582,0.7500307,0.7689721,0.75358623,0.75570047,0.7520324,0.7522735
2025-01-01 00:42:00,0.76324093,0.74476063,0.7600756,0.74554193,0.76544917,0.75005543,0.7691306,0.7535932,0.7558345,0.75201887,0.7523828
2025-01-01 00:43:00,0.76338714,0.74478626,0.7602036,0.7455727,0.76560444,0.7500776,0.76925856,0.7535982,0.7559397,0.7520054,0.7524683
2025-01-01 00:44:00,0.7635015,0.7448051,0.76030594,0.74559885,0.7657312,0.7500977,0.7693621,0.7536016,0.7560219,0.751992,0.7525346
2025-01-01 00:45:00,0.7635904,0.74481845,0.76038766,0.7456214,0.76583517,0.75011617,0.76944613,0.75360376,0.7560855,0.7519787,0.75258565
2025-01-01 00:46:00,0.76365894,0.74482745,0.7604529,0.745641,0.7659209,0.75013334,0.76951444,0.75360495,0.7561344,0.75196534,0.7526245
2025-01-01 00:47:00,0.7637113,0.7448329,0.76050514,0.7456582,0.7659919,0.7501494,0.7695703,0.75360525,0.75617135,0.7519522,0.7526536
2025-01-01 00:48:00,0.7637505,0.74483556,0.7605468,0.74567366,0.76605135,0.7501647,0.76961607,0.7536049,0.7561989,0.75193894,0.7526749
2025-01-01 00:49:00,0.7637793,0.74483603,0.7605801,0.7456876,0.76610154,0.7501793,0.7696538,0.75360394,0.7562188,0.75192577,0.7526899
2025-01-01 00:50:00,0.7637998,0.74483466,0.7606067,0.74570036,0.76614416,0.7501933,0.7696851,0.7536026,0.7562327,0.7519126,0.75269985
2025-01-01 00:51:00,0.7638136,0.744832,0.760628,0.7457122,0.7661809,0.7502068,0.7697112,0.75360084,0.7562417,0.7518994,0.752706
2025-01-01 00:52:00,0.76382214,0.74482816,0.760645,0.7457233,0.76621276,0.75022,0.76973325,0.7535988,0.7562468,0.75188625,0.75270885
2025-01-01 00:53:00,0.7638264,0.7448234,0.7606586,0.74573386,0.76624084,0.7502329,0.76975197,0.7535965,0.7562487,0.7518731,0.75270915
2025-01-01 00:54:00,0.76382715,0.74481803,0.7606695,0.74574393,0.76626587,0.7502455,0.76976794,0.753594,0.7562482,0.75186,0.7527075
2025-01-01 00:55:00,0.7638253,0.7448121,0.76067823,0.7457537,0.76628846,0.750258,0.76978177,0.7535913,0.7562456,0.7518469,0.7527042
2025-01-01 00:56:00,0.7638212,0.7448057,0.76068527,0.7457632,0.76630914,0.75027025,0.76979387,0.75358844,0.7562414,0.7518338,0.7526996
2025-01-01 00:57:00,0.7638154,0.74479896,0.76069087,0.7457724,0.7663282,0.75028235,0.7698046,0.7535854,0.7562359,0.75182074,0.752694
2025-01-01 00:58:00,0.7638082,0.7447919,0.76069546,0.74578154,0.76634604,0.7502944,0.7698142,0.75358224,0.75622934,0.75180763,0.7526877
2025-01-01 00:59:00,0.76379985,0.7447847,0.7606992,0.7457905,0.7663629,0.75030637,0.76982296,0.753579,0.7562219,0.7517945,0.75268066
2025-01-01 01:00:00,0.76351357,0.74433595,0.7601903,0.7450942,0.7656423,0.749467,0.7691953,0.75261766,0.75514734,0.7507006,0.75163
2025-01-01 01:01:00,0.763282,0.74397534,0.7597833,0.7445388,0.7650684,0.7487978,0.76869416,0.7518478,0.7542856,0.74982285,0.7507876
2025-01-01 01:02:00,0.76309425,0.74368525,0.75945777,0.7440962,0.7646119,0.74826473,0.7682943,0.7512312,0.7535939,0.7491181,0.7501118
2025-01-01 01:03:00,0.7629415,0.74345165,0.7591975,0.7437439,0.76424927,0.7478405,0.76797533,0.7507371,0.75303847,0.7485516,0.74956924
2025-01-01 01:04:00,0.7628168,0.74326324,0.7589894,0.74346375,0.76396173,0.74750346,0.7677211,0.75034106,0.7525919,0.74809587,0.7491334
2025-01-01 01:05:00,0.76271445,0.74311095,0.758823,0.7432414,0.76373434,0.74723613,0.7675187,0.75002337,0.75223243,0.74772865,0.74878275
2025-01-01 01:06:00,0.76263,0.7429876,0.75869006,0.74306536,0.76355505,0.7470245,0.7673577,0.7497685,0.7519427,0.74743223,0.74850047
2025-01-01 01:07:00,0.76255995,0.7428874,0.75858384,0.74292624,0.7634142,0.74685746,0.7672298,0.74956375,0.7517086,0.7471925,0.7482727
2025-01-01 01:08:00,0.7625014,0.7428058,0.7584991,0.7428167,0.7633041,0.7467261,0.76712847,0.74939907,0.75151926,0.74699813,0.7480887
2025-01-01 01:09:00,0.76245207,0.7427389,0.75843143,0.74273086,0.7632186,0.7466233,0.76704824,0.7492665,0.75136554,0.74684,0.7479397
2025-01-01 01:10:00,0.76241,0.74268395,0.75837755,0.742664,0.7631528,0.7465432,0.766985,0.74915963,0.7512403,0.74671096,0.74781865
2025-01-01 01:11:00,0.7623739,0.74263847,0.7583346,0.7426123,0.7631027,0.7464814,0.7669352,0.74907327,0.7511379,0.74660504,0.74772
2025-01-01 01:12:00,0.7623425,0.7426006,0.7583004,0.7425728,0.7630653,0.7464342,0.7668963,0.7490033,0.75105375,0.7465177,0.7476393
2025-01-01 01:13:00,0.7623149,0.74256885,0.7582734,0.742543,0.763038,0.7463987,0.766866,0.74894637,0.75098413,0.7464453,0.7475729
2025-01-01 01:14:00,0.7622903,0.742542,0.75825197,0.7425209,0.7630187,0.74637246,0.76684266,0.7489,0.75092626,0.7463848,0.747518
2025-01-01 01:15:00,0.7622681,0.74251914,0.7582351,0.74250513,0.7630059,0.74635375,0.7668248,0.74886197,0.7508777,0.7463337,0.7474723
2025-01-01 01:16:00,0.76224786,0.74249935,0.75822186,0.74249434,0.7629983,0.74634093,0.7668113,0.7488306,0.75083655,0.7462904,0.7474339
2025-01-01 01:17:00,0.7622292,0.74248207,0.75821155,0.7424876,0.76299477,0.7463329,0.76680136,0.7488046,0.75080144,0.746253,0.7474015
2025-01-01 01:18:00,0.76221174,0.74246687,0.75820357,0.74248403,0.7629945,0.74632865,0.7667942,0.7487829,0.750771,0.7462206,0.74737376
2025-01-01 01:19:00,0.7621953,0.7424532,0.7581975,0.7424831,0.76299703,0.74632746,0.7667893,0.74876446,0.7507444,0.74619204,0.7473498
2025-01-01 01:20:00,0.7621797,0.742441,0.7581929,0.7424842,0.7630016,0.74632865,0.76678616,0.74874884,0.75072086,0.7461666,0.747329
2025-01-01 01:21:00,0.7621647,0.7424298,0.75818956,0.74248695,0.7630078,0.7463318,0.7667844,0.74873537,0.7506997,0.7461437,0.7473106
2025-01-01 01:22:00,0.7621502,0.7424194,0.75818723,0.74249107,0.76301545,0.7463365,0.76678383,0.74872357,0.75068045,0.7461228,0.74729407
2025-01-01 01:23:00,0.7621362,0.74240977,0.75818574,0.74249625,0.76302415,0.7463425,0.766784,0.74871314,0.7506628,0.74610347,0.7472792
2025-01-01 01:24:00,0.76212245,0.7424007,0.7581849,0.74250233,0.76303375,0.7463494,0.76678497,0.7487038,0.75064635,0.7460854,0.7472656
2025-01-01 01:25:00,0.7621091,0.7423921,0.7581846,0.74250907,0.76304406,0.746357,0.76678646,0.7486953,0.750631,0.74606836,0.747253
2025-01-01 01:26:00,0.76209587,0.7423839,0.7581847,0.74251634,0.7630549,0.7463653,0.76678836,0.7486875,0.7506163,0.74605215,0.74724126
2025-01-01 01:27:00,0.7620829,0.74237597,0.75818515,0.74252415,0.7630662,0.7463741,0.76679057,0.74868023,0.7506022,0.74603665,0.7472302
2025-01-01 01:28:00,0.76207,0.74236834,0.75818586,0.7425323,0.7630778,0.7463832,0.766793,0.7486734,0.7505886,0.7460217,0.7472196
2025-01-01 01:29:00,0.76205724,0.74236095,0.75818694,0.7425408,0.7630898,0.7463926,0.76679575,0.74866676,0.7505754,0.74600714,0.74720955
2025-01-01 01:30:00,0.7616758,0.74186033,0.7575904,0.74185044,0.76228666,0.74550176,0.76614225,0.7476789,0.7494523,0.7449023,0.74614406
2025-01-01 01:31:00,0.76136816,0.74145865,0.7571136,0.74130005,0.7616468,0.74479115,0.7656201,0.7468875,0.7485515,0.7440159,0.74529
2025-01-01 01:32:00,0.76111966,0.74113595,0.7567325,0.7408617,0.7611375,0.7442248,0.7652031,0.7462534,0.7478285,0.74330413,0.7446052
2025-01-01 01:33:00,0.7609184,0.74087656,0.75642824,0.7405131,0.7607327,0.7437739,0.7648701,0.7457449,0.7472477,0.7427322,0.7440556
2025-01-01 01:34:00,0.76075494,0.74066776,0.75618523,0.7402361,0.7604115,0.7434151,0.7646044,0.74533695,0.74678075,0.74227214,0.7436144
2025-01-01 01:35:00,0.7606218,0.7404995,0.7559913,0.7400165,0.7601571,0.74313027,0.76439244,0.74500954,0.7464048,0.7419015,0.74325985
2025-01-01 01:36:00,0.7605128,0.74036366,0.75583667,0.7398429,0.75995624,0.7429045,0.7642234,0.74474645,0.74610174,0.74160254,0.7429745
2025-01-01 01:37:00,0.76042324,0.7402537,0.7557134,0.7397059,0.75979817,0.7427259,0.7640888,0.74453485,0.7458569,0.7413607,0.74274474
2025-01-01 01:38:00,0.7603492,0.7401646,0.75561535,0.73959845,0.7596743,0.74258506,0.76398176,0.74436444,0.7456586,0.74116474,0.7425594
2025-01-01 01:39:00,0.7602876,0.74009204,0.7555374,0.73951447,0.7595779,0.7424745,0.76389664,0.74422693,0.7454976,0.7410054,0.74240947
2025-01-01 01:40:00,0.76023585,0.7400328,0.7554756,0.7394493,0.75950336,0.74238807,0.7638291,0.74411577,0.74536645,0.74087536,0.742288
2025-01-01 01:41:00,0.7601921,0.7399842,0.7554267,0.7393992,0.7594464,0.74232095,0.76377565,0.7440257,0.7452591,0.74076885,0.74218917
2025-01-01 01:42:00,0.76015466,0.73994416,0.75538814,0.73936117,0.7594034,0.7422693,0.76373345,0.7439524,0.74517083,0.7406811,0.74210864
2025-01-01 01:43:00,0.7601223,0.739911,0.7553578,0.7393328,0.75937164,0.74223,0.7637002,0.7438925,0.7450979,0.74060833,0.74204266
2025-01-01 01:44:00,0.7600941,0.7398833,0.75533414,0.7393121,0.75934887,0.7422006,0.76367414,0.74384344,0.745037,0.74054766,0.74198836
2025-01-01 01:45:00,0.76006913,0.73986,0.75531584,0.7392976,0.75933325,0.7421791,0.76365376,0.74380296,0.744986,0.7404966,0.7419434
2025-01-01 01:46:00,0.76004684,0.7398402,0.7553018,0.73928815,0.7593234,0.7421639,0.76363796,0.74376935,0.7449427,0.7404531,0.7419059
2025-01-01 01:47:00,0.7600266,0.7398232,0.7552911,0.73928267,0.7593182,0.7421537,0.76362586,0.7437412,0.74490565,0.74041593,0.74187446
2025-01-01 01:48:00,0.760008,0.73980856,0.75528324,0.7392803,0.7593165,0.74214756,0.76361656,0.7437175,0.74487364,0.7403837,0.74184775
2025-01-01 01:49:00,0.7599908,0.7397957,0.7552775,0.7392806,0.7593179,0.74214464,0.76360965,0.74369717,0.74484557,0.74035525,0.7418249
2025-01-01 01:50:00,0.7599747,0.7397843,0.75527364,0.7392829,0.7593216,0.7421443,0.7636046,0.74367964,0.74482065,0.7403301,0.74180526
