TIME,C_001_v000,C_001_v001,C_001_v002,C_002_v000,C_002_v001,C_002_v002,C_005_v000,C_005_v001,C_005_v002,C_008_v000,C_008_v001,C_008_v002,C_014_v000,C_014_v001,C_014_v002,C_016_v000,C_016_v001,C_016_v002,C_017_v000,C_017_v001,C_017_v002,C_019_v000,C_019_v001,C_019_v002,C_021_v000,C_021_v001,C_021_v002,C_022_v000,C_022_v001,C_022_v002,C_023_v000,C_023_v001,C_023_v002
2025-01-01 00:01:00,0.84554785,0.94709074,0.9986023,0.85158765,0.95309085,1.0046203,0.8438109,0.9454954,0.9972521,0.85100794,0.9530141,0.9911064,0.84553605,0.94786114,1.0002478,0.85516024,0.9436596,0.9961688,0.851158,0.9536095,1.0060146,0.8466406,0.9488434,1.0009643,0.8549485,0.95681244,1.0085952,0.8479448,0.9495303,1.0010717,0.85407585,0.95556736,0.99307144
2025-01-01 00:02:00,0.8455366,0.9470785,0.9985894,0.85157466,0.9530784,1.0046088,0.843802,0.9454882,0.9972469,0.85100704,0.9530154,0.9911099,0.84554356,0.9478703,1.0002584,0.8551729,0.94367266,0.9961819,0.8511701,0.9536206,1.0060242,0.8466468,0.94884753,1.0009663,0.8549461,0.95680785,1.0085887,0.8479348,0.94951904,1.0010594,0.8540628,0.95555437,0.993059
2025-01-01 00:03:00,0.8455253,0.94706625,0.9985765,0.8515617,0.95306593,1.0045971,0.8437931,0.94548106,0.99724174,0.85100615,0.95301676,0.9911134,0.8455511,0.94787955,1.0002692,0.85518545,0.94368565,0.99619496,0.85118216,0.9536316,1.0060339,0.8466529,0.94885164,1.0009682,0.8549436,0.9568032,1.008582,0.84792477,0.9495077,1.0010471,0.8540497,0.95554143,0.9930465
2025-01-01 00:04:00,0.845514,0.947054,0.99856365,0.85154873,0.9530535,1.0045855,0.8437842,0.94547397,0.9972366,0.8510053,0.9530182,0.991117,0.8455587,0.94788885,1.0002799,0.8551981,0.9436987,0.996208,0.8511942,0.9536426,1.0060436,0.846659,0.9488557,1.0009701,0.854941,0.9567985,1.0085753,0.8479147,0.9494963,1.0010349,0.85403657,0.9555285,0.9930341
2025-01-01 00:05:00,0.8455027,0.9470417,0.9985508,0.8515358,0.953041,1.004574,0.8437754,0.94546694,0.9972315,0.8510046,0.9530196,0.9911207,0.84556633,0.9478982,1.0002906,0.8552107,0.94371176,0.9962211,0.85120624,0.9536536,1.0060531,0.8466651,0.9488597,1.0009719,0.8549384,0.9567937,1.0085685,0.84790456,0.949485,1.0010226,0.8540234,0.95551556,0.99302167
2025-01-01 00:06:00,0.8454913,0.9470294,0.9985379,0.85152286,0.9530286,1.0045625,0.8437666,0.94545996,0.9972265,0.8510039,0.95302117,0.9911244,0.845574,0.94790757,1.0003015,0.85522336,0.9437248,0.9962342,0.8512182,0.9536645,1.0060626,0.84667104,0.9488636,1.0009737,0.85493577,0.95678896,1.0085617,0.84789443,0.94947356,1.0010102,0.85401034,0.9555026,0.9930093
2025-01-01 00:07:00,0.84547997,0.9470171,0.998525,0.8515099,0.9530162,1.0045509,0.8437579,0.945453,0.9972215,0.8510032,0.9530228,0.99112815,0.84558177,0.947917,1.0003122,0.85523605,0.94373786,0.99624723,0.85123014,0.9536753,1.0060722,0.846677,0.9488675,1.0009754,0.854933,0.95678407,1.0085549,0.84788424,0.9494621,1.0009979,0.85399723,0.9554897,0.992997
2025-01-01 00:08:00,0.8454685,0.94700474,0.9985121,0.851497,0.9530038,1.0045395,0.8437492,0.9454461,0.9972166,0.85100263,0.9530244,0.99113196,0.8455895,0.94792646,1.0003232,0.85524875,0.9437509,0.9962603,0.8512421,0.95368624,1.0060816,0.8466829,0.9488713,1.000977,0.8549302,0.9567792,1.008548,0.84787405,0.9494507,1.0009855,0.8539841,0.95547676,0.9929846
2025-01-01 00:09:00,0.8454571,0.9469924,0.99849916,0.85148406,0.9529915,1.004528,0.8437406,0.9454392,0.99721175,0.85100216,0.9530261,0.99113584,0.8455974,0.94793594,1.000334,0.85526145,0.94376403,0.9962734,0.85125405,0.953697,1.006091,0.84668875,0.94887507,1.0009786,0.8549274,0.95677423,1.0085411,0.84786373,0.94943917,1.0009731,0.853971,0.9554639,0.9929723
2025-01-01 00:10:00,0.84544563,0.94698,0.9984862,0.8514712,0.95297915,1.0045167,0.84373194,0.9454324,0.9972069,0.8510017,0.95302784,0.99113977,0.84560525,0.9479455,1.0003449,0.85527414,0.9437771,0.9962864,0.8512659,0.9537078,1.0061004,0.8466945,0.9488788,1.0009801,0.8549245,0.9567692,1.0085341,0.8478535,0.94942766,1.0009607,0.8539579,0.955451,0.99296004
