TIME,R_001_v000,R_004_v000,R_005_v000,R_006_v000,R_007_v000,R_008_v000,R_010_v000
2025-01-01 00:01:00,0.9003223,0.9019675,0.90355605,0.90509963,0.90661156,0.89410585,0.89559716
2025-01-01 00:02:00,0.900314,0.9019576,0.9035448,0.9050874,0.90659875,0.8940928,0.89558417
2025-01-01 00:03:00,0.9003056,0.9019476,0.9035336,0.9050752,0.90658593,0.8940797,0.89557123
2025-01-01 00:04:00,0.9002972,0.90193766,0.9035223,0.905063,0.90657306,0.8940666,0.8955582
2025-01-01 00:05:00,0.90028876,0.9019276,0.9035109,0.9050507,0.9065602,0.89405346,0.89554524
2025-01-01 00:06:00,0.9002803,0.9019176,0.9034996,0.9050384,0.90654725,0.89404035,0.8955323
2025-01-01 00:07:00,0.9002717,0.9019075,0.9034883,0.90502614,0.9065344,0.89402723,0.8955194
2025-01-01 00:08:00,0.90026313,0.9018973,0.90347683,0.90501374,0.9065215,0.8940141,0.89550644
2025-01-01 00:09:00,0.90025455,0.9018872,0.90346545,0.9050014,0.9065086,0.894001,0.8954935
2025-01-01 00:10:00,0.90024585,0.901877,0.903454,0.90498906,0.9064957,0.8939879,0.8954806
2025-01-01 00:11:00,0.90023714,0.9018667,0.9034425,0.90497667,0.90648276,0.89397484,0.8954677
2025-01-01 00:12:00,0.9002284,0.9018564,0.903431,0.90496427,0.90646976,0.89396167,0.89545476
2025-01-01 00:13:00,0.9002196,0.9018461,0.9034195,0.9049519,0.9064568,0.8939486,0.8954419
2025-01-01 00:14:00,0.90021074,0.90183574,0.90340793,0.9049394,0.9064439,0.8939355,0.895429
2025-01-01 00:15:00,0.90020186,0.90182537,0.9033963,0.90492696,0.9064309,0.8939224,0.89541614
2025-01-01 00:16:00,0.9001929,0.90181494,0.9033847,0.90491444,0.9064179,0.8939093,0.8954033
2025-01-01 00:17:00,0.900184,0.9018045,0.90337306,0.904902,0.906405,0.8938962,0.8953905
2025-01-01 00:18:00,0.900175,0.901794,0.9033614,0.90488946,0.9063919,0.89388305,0.89537764
2025-01-01 00:19:00,0.9001659,0.90178347,0.9033497,0.90487695,0.9063789,0.89387,0.8953648
2025-01-01 00:20:00,0.9001568,0.9017729,0.90333796,0.90486443,0.90636593,0.8938569,0.89535207
2025-01-01 00:21:00,0.9001477,0.90176237,0.9033263,0.90485185,0.90635294,0.89384377,0.8953392
2025-01-01 00:22:00,0.90013856,0.9017517,0.9033145,0.9048393,0.9063399,0.8938307,0.89532644
2025-01-01 00:23:00,0.9001293,0.9017411,0.90330267,0.9048267,0.90632683,0.8938176,0.8953137
2025-01-01 00:24:00,0.9001201,0.90173036,0.90329087,0.90481406,0.90631384,0.89380455,0.8953009
2025-01-01 00:25:00,0.9001107,0.9017196,0.903279,0.9048014,0.90630084,0.8937915,0.89528817
2025-01-01 00:26:00,0.9001014,0.9017089,0.90326715,0.9047888,0.9062878,0.8937784,0.8952754
2025-01-01 00:27:00,0.90009207,0.9016981,0.9032553,0.90477616,0.90627474,0.89376533,0.8952627
2025-01-01 00:28:00,0.90008265,0.90168726,0.9032433,0.90476346,0.9062617,0.8937523,0.8952501
2025-01-01 00:29:00,0.9000732,0.9016764,0.9032314,0.9047508,0.90624857,0.89373916,0.8952373
2025-01-01 00:30:00,0.896445,0.8982448,0.901624,0.90321904,0.90389746,0.8918999,0.8938225
2025-01-01 00:31:00,0.89408326,0.89601034,0.9005749,0.90221894,0.90236473,0.89069986,0.89289844
2025-01-01 00:32:00,0.89254475,0.89455414,0.8998889,0.9015644,0.90136385,0.88991517,0.89229333
2025-01-01 00:33:00,0.89154136,0.8936037,0.8994386,0.9011345,0.9007087,0.88940066,0.89189565
2025-01-01 00:34:00,0.89088583,0.892982,0.8991418,0.9008506,0.9002783,0.8890616,0.8916328
2025-01-01 00:35:00,0.89045626,0.8925741,0.8989446,0.9006616,0.8999939,0.8888367,0.89145744
2025-01-01 00:36:00,0.89017355,0.892305,0.8988122,0.9005342,0.8998045,0.88868594,0.8913391
2025-01-01 00:37:00,0.8899864,0.8921262,0.8987218,0.900447,0.89967674,0.8885834,0.8912579
2025-01-01 00:38:00,0.8898613,0.8920061,0.8986589,0.9003858,0.8995892,0.88851213,0.8912006
2025-01-01 00:39:00,0.88977647,0.891924,0.89861363,0.9003415,0.89952767,0.88846135,0.89115906
2025-01-01 00:40:00,0.88971794,0.8918668,0.89857996,0.90030825,0.8994831,0.8884238,0.89112765
2025-01-01 00:41:00,0.88967633,0.8918257,0.89855385,0.90028214,0.8994495,0.88839483,0.89110285
2025-01-01 00:42:00,0.8896458,0.8917949,0.8985325,0.90026057,0.8994231,0.88837147,0.8910824
2025-01-01 00:43:00,0.8896224,0.891771,0.8985144,0.9002421,0.8994014,0.88835174,0.8910647
2025-01-01 00:44:00,0.8896037,0.89175147,0.8984983,0.9002256,0.89938265,0.8883344,0.89104897
2025-01-01 00:45:00,0.88958794,0.8917348,0.89848346,0.9002103,0.8993659,0.8883186,0.89103436
2025-01-01 00:46:00,0.88957417,0.89171994,0.89846957,0.9001959,0.89935035,0.88830376,0.8910205
2025-01-01 00:47:00,0.88956165,0.8917063,0.8984562,0.90018195,0.89933574,0.88828963,0.89100724
2025-01-01 00:48:00,0.8895499,0.89169335,0.8984431,0.90016836,0.8993216,0.888276,0.89099425
2025-01-01 00:49:00,0.88953865,0.89168096,0.89843035,0.90015507,0.89930785,0.8882625,0.8909815
2025-01-01 00:50:00,0.8895278,0.89166886,0.8984176,0.9001418,0.8992943,0.8882492,0.8909689
2025-01-01 00:51:00,0.88951707,0.89165694,0.8984051,0.90012866,0.8992809,0.88823617,0.89095646
2025-01-01 00:52:00,0.88950646,0.8916452,0.8983925,0.9001156,0.8992676,0.8882232,0.890944
2025-01-01 00:53:00,0.8894959,0.8916334,0.89838,0.90010256,0.8992544,0.8882102,0.8909317
2025-01-01 00:54:00,0.8894854,0.8916217,0.89836746,0.90008956,0.89924127,0.8881973,0.8909194
2025-01-01 00:55:00,0.8894749,0.89161,0.89835495,0.9000766,0.8992281,0.8881843,0.89090717
