TIME,C_001_v000,C_001_v001,C_001_v002,C_002_v000,C_002_v001,C_002_v002,C_005_v000,C_005_v001,C_005_v002,C_008_v000,C_008_v001,C_008_v002,C_014_v000,C_014_v001,C_014_v002,C_016_v000,C_016_v001,C_016_v002,C_017_v000,C_017_v001,C_017_v002,C_019_v000,C_019_v001,C_019_v002,C_021_v000,C_021_v001,C_021_v002,C_022_v000,C_022_v001,C_022_v002,C_023_v000,C_023_v001,C_023_v002
2025-01-01 00:01:00,0.84661627,0.9488269,1.000956,0.8549574,0.95682955,1.0086203,0.84798294,0.94957346,1.0011187,0.8541263,0.95561737,0.99311954,0.8462135,0.9478315,0.999512,0.8530955,0.9410103,0.99301136,0.8472695,0.9495191,1.0018401,0.84265816,0.9451315,0.9976299,0.85264385,0.9551303,1.0075842,0.8483431,0.95062625,1.0028337,0.85699993,0.9589539,0.9968227
2025-01-01 00:02:00,0.84662265,0.94883126,1.0009583,0.8549552,0.9568252,1.0086138,0.8479731,0.9495623,1.0011065,0.85411316,0.9556044,0.99310696,0.84620297,0.94782245,0.9995047,0.8530922,0.9410092,0.99301255,0.84727496,0.9495265,1.0018493,0.8426699,0.945144,0.9976429,0.8526566,0.9551424,1.0075953,0.84835124,0.9506326,1.002838,0.8569998,0.9589516,0.9968183
2025-01-01 00:03:00,0.846629,0.9488356,1.0009605,0.85495293,0.9568208,1.0086074,0.8479632,0.9495511,1.0010943,0.8541001,0.9555914,0.9930945,0.84619254,0.9478135,0.9994975,0.853089,0.94100827,0.99301374,0.84728044,0.94953394,1.0018585,0.84268165,0.9451566,0.99765587,0.8526694,0.9551545,1.0076064,0.84835935,0.95063883,1.0028422,0.8569997,0.9589492,0.9968138
2025-01-01 00:04:00,0.8466353,0.94883984,1.0009626,0.85495055,0.95681626,1.0086008,0.84795326,0.94953984,1.0010821,0.854087,0.9555784,0.993082,0.84618205,0.9478045,0.99949026,0.8530859,0.9410073,0.99301505,0.84728605,0.94954145,1.0018677,0.84269345,0.94516915,0.9976689,0.8526822,0.9551666,1.0076175,0.8483674,0.950645,1.0028464,0.85699946,0.95894676,0.9968092
2025-01-01 00:05:00,0.84664154,0.948844,1.0009646,0.85494816,0.9568117,1.0085943,0.8479433,0.9495286,1.0010698,0.8540739,0.9555654,0.9930695,0.8461717,0.9477956,0.9994831,0.8530828,0.9410064,0.99301636,0.84729165,0.94954896,1.0018768,0.84270525,0.9451818,0.997682,0.8526949,0.9551787,1.0076284,0.84837544,0.95065117,1.0028505,0.85699916,0.95894426,0.99680454
2025-01-01 00:06:00,0.84664774,0.9488482,1.0009665,0.8549457,0.95680714,1.0085876,0.8479333,0.9495173,1.0010575,0.85406077,0.95555246,0.9930571,0.84616125,0.94778675,0.999476,0.85307974,0.9410056,0.9930178,0.8472973,0.9495565,1.0018861,0.8427171,0.9451944,0.99769497,0.8527077,0.9551907,1.0076394,0.8483834,0.9506573,1.0028546,0.85699886,0.95894176,0.9967999
2025-01-01 00:07:00,0.8466539,0.9488523,1.0009685,0.8549432,0.9568025,1.008581,0.8479233,0.949506,1.0010453,0.85404766,0.95553946,0.9930447,0.84615093,0.9477779,0.9994689,0.85307676,0.9410048,0.9930192,0.84730303,0.94956416,1.0018954,0.842729,0.945207,0.997708,0.8527204,0.9552027,1.0076504,0.84839135,0.9506634,1.0028585,0.85699844,0.95893914,0.9967951
2025-01-01 00:08:00,0.84665996,0.9488563,1.0009704,0.85494065,0.9567978,1.0085742,0.84791315,0.9494946,1.001033,0.85403454,0.95552653,0.9930322,0.8461406,0.9477691,0.9994619,0.85307384,0.9410041,0.9930207,0.84730875,0.94957185,1.0019048,0.84274083,0.9452197,0.9977211,0.85273314,0.95521474,1.0076613,0.8483993,0.95066935,1.0028626,0.856998,0.9589365,0.99679035
2025-01-01 00:09:00,0.846666,0.9488603,1.0009722,0.85493803,0.956793,1.0085676,0.8479031,0.9494832,1.0010207,0.85402143,0.9555136,0.9930198,0.8461304,0.94776034,0.999455,0.853071,0.94100344,0.9930223,0.8473146,0.9495796,1.0019143,0.84275275,0.94523233,0.9977341,0.85274583,0.9552267,1.0076722,0.8484071,0.9506753,1.0028664,0.8569975,0.9589338,0.9967855
2025-01-01 00:10:00,0.84667194,0.9488642,1.0009739,0.85493535,0.9567882,1.0085608,0.8478929,0.94947183,1.0010084,0.8540084,0.95550066,0.9930075,0.8461201,0.9477517,0.99944806,0.8530682,0.94100285,0.99302393,0.84732044,0.94958735,1.0019237,0.8427647,0.945245,0.9977472,0.8527585,0.95523864,1.0076832,0.8484149,0.9506812,1.0028702,0.85699695,0.958931,0.99678063
