TIME,P_001_v000,P_001_v001,P_002_v000,P_002_v001
2025-01-01 00:01:00,0.9911371,0.89333004,0.9955999,0.897939
2025-01-01 00:02:00,0.991141,0.89333606,0.99560785,0.89794856
2025-01-01 00:03:00,0.991145,0.8933421,0.9956158,0.8979581
2025-01-01 00:04:00,0.99114907,0.8933482,0.99562377,0.89796776
2025-01-01 00:05:00,0.9911532,0.89335436,0.99563175,0.8979774
2025-01-01 00:06:00,0.99115735,0.89336056,0.99563986,0.8979871
2025-01-01 00:07:00,0.9911616,0.8933668,0.99564797,0.89799684
2025-01-01 00:08:00,0.9911659,0.89337313,0.99565613,0.8980066
2025-01-01 00:09:00,0.99117017,0.8933795,0.9956643,0.89801645
2025-01-01 00:10:00,0.9911746,0.8933859,0.9956726,0.8980263
2025-01-01 00:11:00,0.991179,0.8933923,0.99568087,0.8980362
2025-01-01 00:12:00,0.99118346,0.8933988,0.9956892,0.89804614
2025-01-01 00:13:00,0.991188,0.8934054,0.99569756,0.8980561
2025-01-01 00:14:00,0.9911926,0.893412,0.995706,0.8980661
2025-01-01 00:15:00,0.9911972,0.89341867,0.9957145,0.8980761
2025-01-01 00:16:00,0.99120194,0.89342535,0.995723,0.8980862
2025-01-01 00:17:00,0.9912067,0.89343214,0.99573153,0.8980963
2025-01-01 00:18:00,0.99121153,0.89343894,0.9957401,0.89810646
2025-01-01 00:19:00,0.99121636,0.8934458,0.9957488,0.89811665
2025-01-01 00:20:00,0.9912213,0.89345264,0.99575746,0.89812684
2025-01-01 00:21:00,0.99122626,0.8934596,0.9957662,0.89813715
2025-01-01 00:22:00,0.99123126,0.8934666,0.995775,0.8981474
2025-01-01 00:23:00,0.9912364,0.8934737,0.9957838,0.8981578
2025-01-01 00:24:00,0.99124146,0.8934807,0.9957926,0.8981681
2025-01-01 00:25:00,0.99124664,0.8934879,0.9958015,0.8981785
2025-01-01 00:26:00,0.9912519,0.8934951,0.9958105,0.89818895
2025-01-01 00:27:00,0.9912572,0.8935023,0.99581945,0.8981994
2025-01-01 00:28:00,0.9912625,0.8935096,0.9958285,0.8982099
2025-01-01 00:29:00,0.9912679,0.89351696,0.99583757,0.8982205
2025-01-01 00:30:00,0.9968905,0.88185304,0.999805,0.87495446
2025-01-01 00:31:00,1.0013896,0.8742742,1.0029808,0.85983527
2025-01-01 00:32:00,1.0049902,0.86935055,1.0055233,0.8500115
2025-01-01 00:33:00,1.0078717,0.86615294,1.0075592,0.84362984
2025-01-01 00:34:00,1.0101781,0.86407715,1.0091898,0.8394856
2025-01-01 00:35:00,1.0120244,0.8627305,1.0104963,0.83679557
2025-01-01 00:36:00,1.0135026,0.86185795,1.0115433,0.8350508
2025-01-01 00:37:00,1.0146865,0.8612935,1.0123827,0.83392054
2025-01-01 00:38:00,1.0156348,0.86092937,1.0130564,0.83318967
2025-01-01 00:39:00,1.0163945,0.8606954,1.0135971,0.83271843
2025-01-01 00:40:00,1.0170037,0.8605462,1.0140316,0.832416
2025-01-01 00:41:00,1.0174923,0.8604519,1.0143812,0.83222324
2025-01-01 00:42:00,1.0178843,0.8603934,1.0146627,0.8321018
2025-01-01 00:43:00,1.0181992,0.86035824,1.01489,0.8320268
2025-01-01 00:44:00,1.0184523,0.8603383,1.0150737,0.8319818
2025-01-01 00:45:00,1.0186561,0.8603281,1.0152227,0.8319565
2025-01-01 00:46:00,1.0188205,0.8603244,1.0153438,0.8319439
2025-01-01 00:47:00,1.0189533,0.8603248,1.0154427,0.83193964
2025-01-01 00:48:00,1.0190609,0.860328,1.0155239,0.8319408
2025-01-01 00:49:00,1.0191482,0.860333,1.0155908,0.83194554
2025-01-01 00:50:00,1.0192194,0.8603392,1.0156463,0.8319525
2025-01-01 00:51:00,1.0192778,0.8603462,1.0156928,0.831961
2025-01-01 00:52:00,1.0193259,0.8603537,1.0157319,0.8319705
2025-01-01 00:53:00,1.0193655,0.8603615,1.0157653,0.83198065
2025-01-01 00:54:00,1.0193988,0.8603696,1.015794,0.8319912
2025-01-01 00:55:00,1.0194267,0.8603779,1.0158191,0.83200204
2025-01-01 00:56:00,1.0194504,0.8603863,1.0158411,0.83201313
2025-01-01 00:57:00,1.0194708,0.8603948,1.0158608,0.8320244
2025-01-01 00:58:00,1.0194886,0.86040336,1.0158787,0.8320357
2025-01-01 00:59:00,1.0195042,0.860412,1.015895,0.83204705
2025-01-01 01:00:00,1.0262929,0.8550847,1.0223219,0.82683474
2025-01-01 01:01:00,1.0317254,0.8516251,1.0274657,0.82345074
2025-01-01 01:02:00,1.0360729,0.8493794,1.0315827,0.8212552
2025-01-01 01:03:00,1.0395522,0.8479229,1.0348785,0.8198322
2025-01-01 01:04:00,1.0423372,0.84697926,1.0375173,0.8189113
2025-01-01 01:05:00,1.0445668,0.8463691,1.0396303,0.8183168
2025-01-01 01:06:00,1.0463518,0.84597564,1.0413228,0.81793445
2025-01-01 01:07:00,1.0477815,0.8457231,1.042679,0.8176901
2025-01-01 01:08:00,1.0489266,0.8455621,1.0437661,0.81753534
2025-01-01 01:09:00,1.0498443,0.8454607,1.0446379,0.81743884
2025-01-01 01:10:00,1.0505798,0.845398,1.0453376,0.8173803
2025-01-01 01:11:00,1.0511699,0.8453605,1.0458994,0.81734633
2025-01-01 01:12:00,1.0516434,0.8453394,1.0463511,0.81732845
2025-01-01 01:13:00,1.0520239,0.845329,1.0467145,0.817321
2025-01-01 01:14:00,1.0523298,0.84532547,1.0470074,0.8173203
2025-01-01 01:15:00,1.0525761,0.8453265,1.047244,0.817324
2025-01-01 01:16:00,1.0527747,0.8453305,1.0474354,0.8173306
2025-01-01 01:17:00,1.0529351,0.8453364,1.0475907,0.81733906
2025-01-01 01:18:00,1.0530651,0.84534353,1.0477172,0.8173488
2025-01-01 01:19:00,1.0531707,0.8453516,1.0478206,0.8173593
2025-01-01 01:20:00,1.0532568,0.84536016,1.0479054,0.8173704
2025-01-01 01:21:00,1.0533273,0.8453691,1.0479755,0.8173818
2025-01-01 01:22:00,1.0533854,0.8453783,1.0480338,0.8173935
2025-01-01 01:23:00,1.0534334,0.84538776,1.0480828,0.8174052
2025-01-01 01:24:00,1.0534735,0.84539723,1.0481242,0.81741714
2025-01-01 01:25:00,1.0535072,0.8454069,1.0481595,0.8174291
2025-01-01 01:26:00,1.0535359,0.8454166,1.04819,0.8174412
2025-01-01 01:27:00,1.0535605,0.8454264,1.0482167,0.8174533
2025-01-01 01:28:00,1.0535818,0.8454362,1.0482402,0.8174655
2025-01-01 01:29:00,1.0536005,0.8454461,1.0482613,0.81747764
2025-01-01 01:30:00,1.0608054,0.84033537,1.0550674,0.8124567
2025-01-01 01:31:00,1.0665709,0.8370169,1.0605145,0.80919737
2025-01-01 01:32:00,1.071185,0.8348634,1.0648744,0.807083
2025-01-01 01:33:00,1.074878,0.83346725,1.0683646,0.80571306
2025-01-01 01:34:00,1.0778341,0.8325632,1.0711591,0.8048269
2025-01-01 01:35:00,1.0802008,0.8319792,1.073397,0.8042552
2025-01-01 01:36:00,1.0820959,0.83160317,1.0751896,0.8038879
2025-01-01 01:37:00,1.0836138,0.8313623,1.076626,0.8036536
2025-01-01 01:38:00,1.0848298,0.8312094,1.0777774,0.80350554
2025-01-01 01:39:00,1.0858045,0.83111364,1.0787009,0.8034137
2025-01-01 01:40:00,1.086586,0.831055,1.079442,0.8033584
2025-01-01 01:41:00,1.087213,0.8310205,1.0800371,0.8033267
2025-01-01 01:42:00,1.0877163,0.8310017,1.0805157,0.8033106
2025-01-01 01:43:00,1.0881209,0.83099324,1.0809009,0.80330443
2025-01-01 01:44:00,1.0884464,0.8309913,1.0812114,0.80330485
2025-01-01 01:45:00,1.0887085,0.8309938,1.081462,0.80330944
2025-01-01 01:46:00,1.0889201,0.83099914,1.0816649,0.8033169
2025-01-01 01:47:00,1.0890912,0.8310063,1.0818298,0.8033261
2025-01-01 01:48:00,1.08923,0.83101463,1.0819639,0.80333644
2025-01-01 01:49:00,1.0893428,0.8310238,1.0820736,0.80334765
2025-01-01 01:50:00,1.089435,0.8310336,1.0821636,0.8033594
2025-01-01 01:51:00,1.0895107,0.83104366,1.0822382,0.80337137
2025-01-01 01:52:00,1.089573,0.8310539,1.0823002,0.8033836
2025-01-01 01:53:00,1.0896248,0.83106446,1.082352,0.803396
2025-01-01 01:54:00,1.089668,0.8310751,1.082396,0.80340844
2025-01-01 01:55:00,1.0897046,0.83108574,1.0824336,0.80342096
2025-01-01 01:56:00,1.0897359,0.83109653,1.082466,0.8034336
2025-01-01 01:57:00,1.0897628,0.8311073,1.0824944,0.80344623
2025-01-01 01:58:00,1.0897863,0.8311182,1.0825195,0.8034589
2025-01-01 01:59:00,1.0898069,0.83112913,1.082542,0.8034716
2025-01-01 02:00:00,1.0972991,0.82632565,1.0896041,0.7987313
2025-01-01 02:01:00,1.1032948,0.82320714,1.0952563,0.7956546
2025-01-01 02:02:00,1.1080934,0.82118404,1.0997804,0.7936592
2025-01-01 02:03:00,1.1119343,0.8198729,1.1034023,0.7923667
2025-01-01 02:04:00,1.115009,0.81902456,1.1063021,0.791531
2025-01-01 02:05:00,1.1174706,0.81847703,1.1086243,0.7909923
2025-01-01 02:06:00,1.1194419,0.81812507,1.1104846,0.7906467
2025-01-01 02:07:00,1.121021,0.81790024,1.1119753,0.79042655
2025-01-01 02:08:00,1.1222863,0.817758,1.1131704,0.7902879
2025-01-01 02:09:00,1.1233006,0.8176696,1.1141288,0.79020226
2025-01-01 02:10:00,1.124114,0.81761605,1.1148981,0.7901512
2025-01-01 02:11:00,1.1247668,0.81758523,1.115516,0.79012245
2025-01-01 02:12:00,1.125291,0.81756914,1.1160127,0.79010826
2025-01-01 02:13:00,1.1257125,0.8175627,1.1164125,0.79010355
2025-01-01 02:14:00,1.1260517,0.8175625,1.1167349,0.7901051
2025-01-01 02:15:00,1.126325,0.8175664,1.1169953,0.7901105
2025-01-01 02:16:00,1.1265459,0.81757295,1.1172062,0.79011863
2025-01-01 02:17:00,1.1267245,0.8175813,1.1173773,0.7901284
2025-01-01 02:18:00,1.1268697,0.8175907,1.1175166,0.7901393
2025-01-01 02:19:00,1.1269878,0.8176009,1.1176307,0.79015094
2025-01-01 02:20:00,1.1270845,0.8176116,1.1177244,0.7901631
2025-01-01 02:21:00,1.1271639,0.8176226,1.1178019,0.7901755
2025-01-01 02:22:00,1.1272295,0.81763387,1.1178664,0.79018813
