TIME,C_001_v000,C_001_v001,C_001_v002,C_002_v000,C_002_v001,C_002_v002,C_005_v000,C_005_v001,C_005_v002,C_008_v000,C_008_v001,C_008_v002,C_014_v000,C_014_v001,C_014_v002,C_016_v000,C_016_v001,C_016_v002,C_017_v000,C_017_v001,C_017_v002,C_019_v000,C_019_v001,C_019_v002,C_021_v000,C_021_v001,C_021_v002,C_022_v000,C_022_v001,C_022_v002,C_023_v000,C_023_v001,C_023_v002
2025-01-01 00:01:00,0.85026646,0.9517571,1.0032547,0.84232825,0.94393086,0.99559325,0.84913373,0.9510252,1.0030025,0.84321433,0.94544286,0.9977451,0.85253406,0.954998,0.99349093,0.848506,0.95099896,1.0034631,0.8582528,0.9465555,0.99878454,0.8529975,0.95497525,1.0068672,0.8464086,0.94807136,0.9996744,0.85274833,0.9542461,1.0057367,0.8447552,0.94631135,0.99791616
2025-01-01 00:02:00,0.8502534,0.951744,1.0032419,0.84231734,0.9439214,0.99558544,0.8491299,0.9510235,1.003003,0.8432192,0.94544977,0.9977538,0.8525455,0.9550104,0.99350387,0.8485189,0.9510113,1.0034746,0.85826147,0.94656235,0.99878937,0.85299796,0.9549735,1.0068632,0.8464008,0.9480618,0.9996635,0.85273564,0.954233,1.0057237,0.84474325,0.9463005,0.99790674
2025-01-01 00:03:00,0.85024035,0.95173097,1.0032293,0.84230655,0.94391197,0.9955777,0.8491261,0.9510219,1.0030036,0.84322417,0.9454567,0.9977625,0.852557,0.95502275,0.9935168,0.8485318,0.95102364,1.0034859,0.85827005,0.94656914,0.99879414,0.85299844,0.95497173,1.0068593,0.8463929,0.9480523,0.99965256,0.85272294,0.95421994,1.0057106,0.8447314,0.9462897,0.9978974
2025-01-01 00:04:00,0.8502273,0.9517179,1.0032166,0.84229577,0.9439026,0.99557,0.8491224,0.95102036,1.0030043,0.8432292,0.94546366,0.99777126,0.8525685,0.95503515,0.99352974,0.8485447,0.951036,1.0034974,0.8582786,0.9465759,0.9987989,0.85299885,0.95496994,1.0068552,0.846385,0.94804275,0.9996416,0.85271025,0.9542069,1.0056976,0.8447195,0.946279,0.997888
2025-01-01 00:05:00,0.8502142,0.95170486,1.003204,0.842285,0.94389325,0.9955623,0.8491187,0.95101887,1.003005,0.8432342,0.9454707,0.9977801,0.85258,0.9550476,0.9935427,0.8485576,0.95104825,1.0035087,0.8582871,0.9465826,0.9988036,0.85299915,0.95496804,1.0068512,0.846377,0.9480331,0.99963063,0.8526975,0.9541938,1.0056845,0.84470767,0.94626826,0.99787873
2025-01-01 00:06:00,0.85020113,0.9516918,1.0031914,0.8422742,0.9438839,0.9955547,0.8491151,0.95101744,1.0030059,0.8432393,0.9454778,0.9977889,0.8525916,0.95506006,0.99355567,0.84857047,0.95106053,1.00352,0.85829556,0.94658923,0.99880826,0.85299945,0.9549661,1.0068471,0.84636897,0.94802344,0.9996196,0.85268474,0.9541807,1.0056715,0.84469587,0.9462576,0.9978695
2025-01-01 00:07:00,0.8501881,0.95167875,1.0031787,0.8422635,0.94387466,0.9955471,0.8491115,0.95101607,1.0030067,0.8432445,0.9454849,0.9977978,0.8526032,0.95507246,0.9935686,0.84858334,0.9510728,1.0035313,0.85830396,0.9465958,0.9988128,0.8529997,0.9549641,1.006843,0.8463609,0.9480138,0.9996086,0.852672,0.9541676,1.0056585,0.84468406,0.9462469,0.9978603
2025-01-01 00:08:00,0.85017496,0.95166576,1.0031661,0.84225285,0.9438654,0.9955396,0.849108,0.9510147,1.0030075,0.8432497,0.945492,0.99780667,0.8526148,0.955085,0.9935816,0.84859616,0.951085,1.0035425,0.85831237,0.9466024,0.9988174,0.85299987,0.9549621,1.0068388,0.8463528,0.948004,0.9995975,0.85265917,0.95415455,1.0056455,0.84467226,0.9462363,0.99785113
2025-01-01 00:09:00,0.85016185,0.9516527,1.0031536,0.8422422,0.94385624,0.9955321,0.8491045,0.95101345,1.0030085,0.8432549,0.94549924,0.99781567,0.85262644,0.95509744,0.9935946,0.84860903,0.95109725,1.0035537,0.85832065,0.94660884,0.99882185,0.853,0.9549599,1.0068345,0.84634465,0.94799423,0.99958634,0.85264635,0.95414144,1.0056324,0.8446605,0.9462257,0.997842
2025-01-01 00:10:00,0.8501488,0.9516397,1.0031409,0.84223163,0.94384706,0.9955247,0.8491011,0.95101225,1.0030096,0.8432602,0.9455065,0.99782467,0.85263807,0.95510995,0.9936075,0.84862185,0.9511094,1.003565,0.85832894,0.9466153,0.99882627,0.85300004,0.9549578,1.0068302,0.8463365,0.94798446,0.9995752,0.8526336,0.9541283,1.0056194,0.84464884,0.94621515,0.99783295
2025-01-01 00:11:00,0.8501357,0.9516267,1.0031284,0.842221,0.943838,0.9955173,0.8490978,0.95101106,1.0030106,0.8432656,0.94551384,0.9978337,0.8526498,0.95512253,0.9936206,0.84863466,0.95112157,1.0035762,0.85833716,0.9466217,0.9988306,0.85300004,0.9549556,1.0068258,0.8463282,0.94797456,0.99956405,0.8526208,0.9541153,1.0056064,0.84463716,0.94620466,0.9978239
2025-01-01 00:12:00,0.8501226,0.95161366,1.0031159,0.8422105,0.9438289,0.99551,0.8490945,0.95101,1.0030117,0.843271,0.9455212,0.9978428,0.8526615,0.95513505,0.99363357,0.8486475,0.9511337,1.0035872,0.8583454,0.94662803,0.99883497,0.853,0.9549533,1.0068214,0.8463199,0.94796467,0.99955285,0.8526079,0.95410216,1.0055934,0.8446255,0.9461942,0.9978149
2025-01-01 00:13:00,0.8501095,0.95160073,1.0031034,0.8422,0.9438199,0.9955027,0.8490913,0.951009,1.0030129,0.8432765,0.9455286,0.9978519,0.85267323,0.95514756,0.99364656,0.84866023,0.9511458,1.0035983,0.85835356,0.94663435,0.9988392,0.85299987,0.9549509,1.0068169,0.8463116,0.9479548,0.99954164,0.8525951,0.95408905,1.0055804,0.84461385,0.94618374,0.99780595
2025-01-01 00:14:00,0.8500964,0.95158774,1.0030909,0.84218955,0.9438109,0.99549544,0.8490881,0.95100796,1.0030142,0.84328204,0.9455361,0.9978611,0.85268503,0.9551602,0.9936596,0.84867305,0.9511579,1.0036094,0.85836166,0.9466406,0.99884343,0.8529997,0.95494854,1.0068123,0.8463032,0.9479448,0.9995304,0.8525822,0.95407593,1.0055676,0.8446022,0.9461733,0.997797
