TIME,H_001_v000,H_002_v000
2025-01-01 00:01:00,1.0508945,1.0527192
2025-01-01 00:02:00,1.0508909,1.0527138
2025-01-01 00:03:00,1.0508875,1.0527081
2025-01-01 00:04:00,1.0508839,1.0527024
2025-01-01 00:05:00,1.0508802,1.0526967
2025-01-01 00:06:00,1.0508765,1.052691
2025-01-01 00:07:00,1.0508728,1.0526851
2025-01-01 00:08:00,1.050869,1.0526793
2025-01-01 00:09:00,1.0508652,1.0526733
2025-01-01 00:10:00,1.0508612,1.0526674
2025-01-01 00:11:00,1.0508572,1.0526613
2025-01-01 00:12:00,1.0508533,1.0526552
2025-01-01 00:13:00,1.0508492,1.0526491
2025-01-01 00:14:00,1.050845,1.052643
2025-01-01 00:15:00,1.0508409,1.0526367
2025-01-01 00:16:00,1.0508366,1.0526304
2025-01-01 00:17:00,1.0508323,1.0526241
2025-01-01 00:18:00,1.050828,1.0526178
2025-01-01 00:19:00,1.0508236,1.0526114
2025-01-01 00:20:00,1.050819,1.0526048
2025-01-01 00:21:00,1.0508146,1.0525984
2025-01-01 00:22:00,1.05081,1.0525917
2025-01-01 00:23:00,1.0508054,1.0525851
2025-01-01 00:24:00,1.0508007,1.0525784
2025-01-01 00:25:00,1.050796,1.0525718
2025-01-01 00:26:00,1.0507913,1.052565
2025-01-01 00:27:00,1.0507864,1.0525581
2025-01-01 00:28:00,1.0507815,1.0525513
2025-01-01 00:29:00,1.0507766,1.0525444
2025-01-01 00:30:00,1.0504134,1.0522109
2025-01-01 00:31:00,1.0500646,1.0518906
2025-01-01 00:32:00,1.0497293,1.0515828
2025-01-01 00:33:00,1.0494074,1.0512869
2025-01-01 00:34:00,1.0490979,1.0510026
2025-01-01 00:35:00,1.0488006,1.0507294
2025-01-01 00:36:00,1.0485148,1.0504667
2025-01-01 00:37:00,1.0482403,1.0502142
2025-01-01 00:38:00,1.0479766,1.0499713
2025-01-01 00:39:00,1.047723,1.0497379
2025-01-01 00:40:00,1.0474794,1.0495136
2025-01-01 00:41:00,1.0472451,1.0492978
2025-01-01 00:42:00,1.0470201,1.0490903
2025-01-01 00:43:00,1.0468038,1.0488908
2025-01-01 00:44:00,1.0465958,1.0486989
2025-01-01 00:45:00,1.0463958,1.0485142
2025-01-01 00:46:00,1.0462035,1.0483366
2025-01-01 00:47:00,1.0460187,1.0481658
2025-01-01 00:48:00,1.045841,1.0480015
2025-01-01 00:49:00,1.0456702,1.0478433
2025-01-01 00:50:00,1.0455059,1.0476911
2025-01-01 00:51:00,1.0453478,1.0475447
2025-01-01 00:52:00,1.0451957,1.0474037
2025-01-01 00:53:00,1.0450494,1.047268
2025-01-01 00:54:00,1.0449088,1.0471374
2025-01-01 00:55:00,1.0447733,1.0470116
2025-01-01 00:56:00,1.0446432,1.0468905
2025-01-01 00:57:00,1.0445179,1.0467739
2025-01-01 00:58:00,1.0443972,1.0466616
2025-01-01 00:59:00,1.044281,1.0465534
2025-01-01 01:00:00,1.0437353,1.0460502
2025-01-01 01:01:00,1.0432109,1.0455667
2025-01-01 01:02:00,1.0427073,1.0451021
2025-01-01 01:03:00,1.0422236,1.0446558
2025-01-01 01:04:00,1.0417588,1.044227
2025-01-01 01:05:00,1.0413122,1.0438149
2025-01-01 01:06:00,1.0408833,1.0434189
2025-01-01 01:07:00,1.0404712,1.0430384
2025-01-01 01:08:00,1.0400752,1.0426726
2025-01-01 01:09:00,1.0396948,1.0423211
2025-01-01 01:10:00,1.0393292,1.0419832
2025-01-01 01:11:00,1.038978,1.0416585
2025-01-01 01:12:00,1.0386404,1.0413464
2025-01-01 01:13:00,1.038316,1.0410464
2025-01-01 01:14:00,1.0380042,1.040758
2025-01-01 01:15:00,1.0377046,1.0404807
2025-01-01 01:16:00,1.0374167,1.0402142
2025-01-01 01:17:00,1.0371399,1.0399579
2025-01-01 01:18:00,1.0368738,1.0397115
2025-01-01 01:19:00,1.0366181,1.0394745
2025-01-01 01:20:00,1.0363722,1.0392464
2025-01-01 01:21:00,1.0361358,1.0390273
2025-01-01 01:22:00,1.0359085,1.0388165
2025-01-01 01:23:00,1.03569,1.0386137
2025-01-01 01:24:00,1.0354798,1.0384185
