TIME,C_001_v000,C_001_v001,C_001_v002,C_002_v000,C_002_v001,C_002_v002,C_005_v000,C_005_v001,C_005_v002,C_008_v000,C_008_v001,C_008_v002,C_014_v000,C_014_v001,C_014_v002,C_016_v000,C_016_v001,C_016_v002,C_017_v000,C_017_v001,C_017_v002,C_019_v000,C_019_v001,C_019_v002,C_021_v000,C_021_v001,C_021_v002,C_022_v000,C_022_v001,C_022_v002,C_023_v000,C_023_v001,C_023_v002
2025-01-01 00:01:00,0.8562632,0.9578975,0.995477,0.84852165,0.9500143,1.0015066,0.854548,0.9421248,0.99375564,0.8472203,0.94906944,1.001003,0.84112906,0.9433178,0.9955838,0.8503151,0.95275927,1.0052394,0.8462506,0.94875276,1.0012332,0.85607463,0.95841134,0.9966786,0.85097575,0.9529972,1.0049323,0.8585531,0.9462498,0.9978816,0.8509947,0.95250154,1.0039939
2025-01-01 00:02:00,0.85625464,0.9578873,0.99546564,0.8485087,0.95000124,1.0014937,0.85453653,0.9421146,0.99374694,0.84721535,0.9490667,1.0010026,0.8411329,0.9433236,0.9955916,0.85032594,0.95277125,1.005252,0.84626365,0.94876546,1.0012451,0.85608405,0.9584191,0.99668443,0.8509774,0.9529967,1.0049295,0.8585462,0.94624114,0.9978714,0.85098237,0.9524886,1.0039808
2025-01-01 00:03:00,0.85624593,0.9578771,0.9954542,0.84849584,0.9499881,1.0014807,0.8545251,0.9421044,0.99373835,0.8472105,0.94906396,1.001002,0.8411368,0.9433296,0.99559945,0.85033685,0.9527832,1.0052648,0.8462767,0.9487781,1.0012571,0.85609347,0.95842683,0.9966903,0.850979,0.952996,1.0049267,0.8585393,0.9462324,0.99786115,0.85097,0.95247567,1.0039676
2025-01-01 00:04:00,0.85623723,0.95786685,0.9954427,0.8484829,0.949975,1.0014678,0.8545137,0.94209427,0.9937297,0.8472057,0.9490613,1.0010015,0.84114075,0.9433356,0.9956073,0.85034776,0.9527952,1.0052774,0.84628975,0.9487908,1.001269,0.8561028,0.9584345,0.99669605,0.8509805,0.9529953,1.0049237,0.85853225,0.9462236,0.99785084,0.8509575,0.95246273,1.0039545
2025-01-01 00:05:00,0.8562285,0.9578566,0.9954312,0.84847,0.9499619,1.001455,0.8545023,0.94208413,0.9937212,0.847201,0.9490587,1.0010011,0.84114474,0.9433416,0.99561524,0.8503587,0.9528072,1.0052902,0.8463028,0.9488034,1.0012808,0.8561122,0.95844215,0.9967018,0.85098195,0.9529945,1.0049207,0.8585252,0.9462148,0.9978405,0.8509451,0.9524498,1.0039414
2025-01-01 00:06:00,0.8562197,0.9578463,0.9954196,0.848457,0.9499488,1.0014421,0.854491,0.94207406,0.99371266,0.8471963,0.94905615,1.0010008,0.8411488,0.94334775,0.99562323,0.8503697,0.9528192,1.0053029,0.84631586,0.94881606,1.0012927,0.8561215,0.9584497,0.99670744,0.8509834,0.9529937,1.0049177,0.8585181,0.9462059,0.99783015,0.85093266,0.9524368,1.0039283
2025-01-01 00:07:00,0.8562108,0.9578359,0.99540806,0.84844404,0.9499357,1.0014292,0.8544797,0.94206405,0.9937042,0.84719163,0.94905365,1.0010005,0.8411529,0.9433539,0.9956312,0.8503807,0.9528313,1.0053157,0.8463289,0.94882864,1.0013045,0.8561307,0.9584573,0.99671304,0.8509847,0.95299286,1.0049146,0.858511,0.94619703,0.9978197,0.8509202,0.9524239,1.0039152
2025-01-01 00:08:00,0.85620195,0.95782554,0.9953965,0.84843105,0.94992256,1.0014163,0.8544684,0.94205403,0.9936958,0.8471871,0.9490512,1.0010003,0.841157,0.9433601,0.9956393,0.85039175,0.9528434,1.0053284,0.8463419,0.9488412,1.0013163,0.8561399,0.9584648,0.99671865,0.850986,0.9529919,1.0049115,0.85850376,0.9461881,0.9978093,0.8509077,0.9524109,1.0039021
2025-01-01 00:09:00,0.85619307,0.9578151,0.9953849,0.8484181,0.94990945,1.0014035,0.85445714,0.9420441,0.99368745,0.8471826,0.9490488,1.0010002,0.84116125,0.94336635,0.99564743,0.85040283,0.9528555,1.0053412,0.84635496,0.9488538,1.001328,0.8561491,0.95847225,0.9967241,0.85098726,0.9529909,1.0049083,0.8584965,0.9461791,0.9977988,0.8508952,0.9523979,1.003889
2025-01-01 00:10:00,0.85618407,0.9578047,0.99537325,0.8484051,0.9498964,1.0013906,0.85444593,0.9420342,0.9936791,0.84717804,0.9490465,1.001,0.84116554,0.94337267,0.99565554,0.850414,0.9528676,1.005354,0.84636796,0.94886637,1.0013398,0.8561582,0.95847964,0.9967296,0.85098845,0.9529899,1.0049051,0.8584892,0.94617003,0.9977883,0.8508827,0.9523849,1.0038759
