TIME,TE_001_v000,TE_002_v000,TE_005_v000,TE_008_v000,TE_014_v000,TE_016_v000,TE_017_v000,TE_019_v000,TE_021_v000,TE_022_v000,TE_023_v000
2025-01-01 00:01:00,0.74311197,0.7531113,0.7486163,0.7569574,0.74998295,0.7561263,0.74821347,0.7410954,0.7492694,0.74465823,0.75464386
2025-01-01 00:02:00,0.7431245,0.75312346,0.7486227,0.7569552,0.74997306,0.7561132,0.748203,0.7410922,0.7492749,0.74467,0.7546567
2025-01-01 00:03:00,0.74313706,0.75313556,0.74862903,0.75695294,0.74996316,0.75610006,0.7481925,0.741089,0.7492804,0.7446817,0.7546694
2025-01-01 00:04:00,0.7431496,0.7531477,0.7486353,0.75695056,0.74995327,0.756087,0.74818206,0.7410859,0.749286,0.7446935,0.7546822
2025-01-01 00:05:00,0.7431622,0.7531598,0.74864155,0.7569482,0.74994326,0.7560739,0.7481716,0.7410828,0.7492916,0.7447053,0.754695
2025-01-01 00:06:00,0.7431748,0.7531719,0.74864775,0.7569457,0.7499333,0.7560608,0.74816126,0.74107975,0.74929726,0.7447172,0.7547077
2025-01-01 00:07:00,0.74318737,0.75318396,0.7486539,0.7569432,0.7499232,0.75604767,0.74815094,0.74107677,0.749303,0.744729,0.75472045
2025-01-01 00:08:00,0.7432,0.753196,0.74865997,0.75694066,0.74991316,0.75603455,0.74814063,0.74107385,0.7493087,0.7447409,0.75473315
2025-01-01 00:09:00,0.74321264,0.753208,0.748666,0.75693804,0.749903,0.75602144,0.7481304,0.741071,0.74931455,0.7447528,0.7547459
2025-01-01 00:10:00,0.7432253,0.75321996,0.748672,0.75693536,0.7498929,0.7560083,0.7481201,0.7410682,0.7493204,0.74476475,0.75475854
2025-01-01 00:11:00,0.743238,0.75323194,0.7486779,0.7569326,0.7498827,0.7559952,0.74810994,0.74106544,0.74932635,0.74477667,0.75477123
2025-01-01 00:12:00,0.74325067,0.75324386,0.7486838,0.7569298,0.7498725,0.7559821,0.74809974,0.74106276,0.7493323,0.74478865,0.75478387
2025-01-01 00:13:00,0.74326336,0.7532558,0.74868965,0.75692695,0.74986225,0.75596905,0.7480897,0.7410601,0.7493383,0.7448007,0.7547965
2025-01-01 00:14:00,0.74327606,0.7532677,0.74869543,0.7569241,0.74985194,0.75595593,0.74807954,0.7410575,0.7493444,0.74481267,0.75480914
2025-01-01 00:15:00,0.7432888,0.75327957,0.74870116,0.7569211,0.7498416,0.7559428,0.7480695,0.741055,0.74935055,0.74482477,0.7548218
2025-01-01 00:16:00,0.7433016,0.7532914,0.7487068,0.7569181,0.7498312,0.7559297,0.74805945,0.7410525,0.7493567,0.7448368,0.7548344
2025-01-01 00:17:00,0.7433143,0.75330323,0.7487124,0.75691503,0.7498208,0.7559166,0.7480495,0.7410501,0.74936295,0.7448489,0.75484693
2025-01-01 00:18:00,0.7433271,0.75331503,0.748718,0.7569119,0.7498104,0.7559035,0.74803954,0.74104774,0.7493692,0.744861,0.7548595
2025-01-01 00:19:00,0.74333984,0.7533268,0.74872357,0.7569087,0.7497999,0.75589037,0.74802965,0.7410455,0.7493755,0.74487317,0.7548721
2025-01-01 00:20:00,0.74335265,0.7533385,0.748729,0.7569055,0.7497894,0.7558773,0.7480198,0.7410432,0.7493819,0.7448853,0.7548846
2025-01-01 00:21:00,0.74336547,0.75335026,0.7487344,0.75690216,0.74977887,0.7558642,0.74801,0.741041,0.74938834,0.7448975,0.7548971
2025-01-01 00:22:00,0.7433783,0.75336194,0.7487398,0.7568988,0.7497683,0.7558511,0.7480002,0.74103886,0.74939483,0.7449097,0.75490963
2025-01-01 00:23:00,0.7433911,0.7533736,0.74874514,0.7568954,0.7497577,0.755838,0.7479904,0.74103683,0.74940133,0.7449219,0.7549221
2025-01-01 00:24:00,0.7434039,0.75338525,0.7487504,0.75689197,0.7497471,0.7558249,0.7479807,0.7410348,0.7494079,0.74493414,0.75493455
2025-01-01 00:25:00,0.7434168,0.75339687,0.7487556,0.75688845,0.74973637,0.7558118,0.74797106,0.74103284,0.7494145,0.7449464,0.754947
2025-01-01 00:26:00,0.74342966,0.75340843,0.74876076,0.7568849,0.7497257,0.75579876,0.7479614,0.74103093,0.7494212,0.74495876,0.75495946
2025-01-01 00:27:00,0.74344254,0.75342,0.7487658,0.7568813,0.749715,0.7557857,0.7479518,0.7410291,0.7494279,0.74497104,0.75497186
2025-01-01 00:28:00,0.7434554,0.75343156,0.7487709,0.7568776,0.7497042,0.7557726,0.74794227,0.7410273,0.7494347,0.7449834,0.75498426
2025-01-01 00:29:00,0.74346834,0.75344306,0.7487759,0.75687385,0.7496934,0.75575954,0.74793273,0.74102557,0.7494415,0.7449957,0.75499666
2025-01-01 00:30:00,0.72944283,0.7133229,0.73537964,0.660434,0.7352937,0.71658194,0.73303443,0.7023827,0.7347944,0.70680964,0.74049187
2025-01-01 00:31:00,0.71822506,0.681229,0.72466356,0.5832813,0.72377175,0.6852372,0.721114,0.6714681,0.7230782,0.6762633,0.72889054
2025-01-01 00:32:00,0.70925343,0.6555562,0.7160916,0.5215583,0.714552,0.6601589,0.7115757,0.64673615,0.71370655,0.6518287,0.7196119
2025-01-01 00:33:00,0.7020787,0.6350202,0.7092349,0.47217906,0.70717394,0.64009356,0.70394325,0.6269504,0.70621073,0.6322835,0.71219146
2025-01-01 00:34:00,0.6963415,0.61859363,0.7037505,0.43267483,0.70126927,0.6240387,0.6978355,0.61112154,0.7002156,0.61664987,0.70625746
2025-01-01 00:35:00,0.69175434,0.6054546,0.6993638,0.4010706,0.69654334,0.6111922,0.69294745,0.5984582,0.69542086,0.60414547,0.70151275
2025-01-01 00:36:00,0.6880872,0.59494567,0.69585544,0.37578633,0.69276035,0.6009125,0.6890352,0.5883273,0.69158655,0.59414446,0.69771945
2025-01-01 00:37:00,0.6851561,0.5865407,0.69304955,0.35555804,0.6897318,0.59268606,0.6859036,0.5802223,0.6885206,0.5861461,0.6946872
2025-01-01 00:38:00,0.6828138,0.57981896,0.69080573,0.3393745,0.6873066,0.58610237,0.6833965,0.5737382,0.68606937,0.57975,0.69226384
2025-01-01 00:39:00,0.6809426,0.5744438,0.6890115,0.32642683,0.68536425,0.5808327,0.68138903,0.5685507,0.6841098,0.5746356,0.6903275
2025-01-01 00:40:00,0.6794482,0.5701459,0.68757695,0.31606773,0.6838081,0.5766145,0.6797813,0.56440055,0.6825437,0.5705467,0.6887809
2025-01-01 00:41:00,0.6782554,0.56670976,0.68643016,0.30777955,0.6825609,0.57323724,0.6784933,0.5610802,0.68129236,0.56727797,0.687546
2025-01-01 00:42:00,0.6773037,0.56396306,0.6855135,0.3011481,0.68156093,0.57053286,0.67746115,0.5584238,0.6802928,0.56466556,0.6865606
