TIME,H_001_v000,H_002_v000
2025-01-01 00:01:00,1.043677,1.0451771
2025-01-01 00:02:00,1.043664,1.0451645
2025-01-01 00:03:00,1.043651,1.0451518
2025-01-01 00:04:00,1.043638,1.0451393
2025-01-01 00:05:00,1.0436249,1.0451268
2025-01-01 00:06:00,1.0436119,1.0451142
2025-01-01 00:07:00,1.0435989,1.0451018
2025-01-01 00:08:00,1.0435859,1.0450892
2025-01-01 00:09:00,1.0435729,1.0450767
2025-01-01 00:10:00,1.04356,1.0450642
2025-01-01 00:11:00,1.043547,1.0450518
2025-01-01 00:12:00,1.043534,1.0450394
2025-01-01 00:13:00,1.0435212,1.045027
2025-01-01 00:14:00,1.0435082,1.0450146
2025-01-01 00:15:00,1.0434953,1.0450022
2025-01-01 00:16:00,1.0434823,1.0449898
2025-01-01 00:17:00,1.0434694,1.0449775
2025-01-01 00:18:00,1.0434566,1.0449653
2025-01-01 00:19:00,1.0434437,1.0449529
2025-01-01 00:20:00,1.0434308,1.0449407
2025-01-01 00:21:00,1.0434179,1.0449284
2025-01-01 00:22:00,1.043405,1.0449162
2025-01-01 00:23:00,1.0433922,1.044904
2025-01-01 00:24:00,1.0433794,1.0448917
2025-01-01 00:25:00,1.0433666,1.0448796
2025-01-01 00:26:00,1.0433538,1.0448674
2025-01-01 00:27:00,1.043341,1.0448554
2025-01-01 00:28:00,1.0433282,1.0448432
2025-01-01 00:29:00,1.0433154,1.0448312
2025-01-01 00:30:00,1.0426097,1.0441651
2025-01-01 00:31:00,1.0419316,1.0435252
2025-01-01 00:32:00,1.0412803,1.0429105
2025-01-01 00:33:00,1.0406544,1.0423198
2025-01-01 00:34:00,1.040053,1.0417523
2025-01-01 00:35:00,1.0394753,1.0412072
2025-01-01 00:36:00,1.0389203,1.0406833
2025-01-01 00:37:00,1.0383868,1.0401798
2025-01-01 00:38:00,1.0378742,1.0396961
2025-01-01 00:39:00,1.0373816,1.0392314
2025-01-01 00:40:00,1.0369084,1.0387847
2025-01-01 00:41:00,1.0364535,1.0383555
2025-01-01 00:42:00,1.0360162,1.0379429
2025-01-01 00:43:00,1.0355961,1.0375464
2025-01-01 00:44:00,1.0351923,1.0371654
2025-01-01 00:45:00,1.0348041,1.0367992
2025-01-01 00:46:00,1.034431,1.0364472
2025-01-01 00:47:00,1.0340723,1.0361087
2025-01-01 00:48:00,1.0337274,1.0357835
2025-01-01 00:49:00,1.0333959,1.0354707
2025-01-01 00:50:00,1.033077,1.0351701
2025-01-01 00:51:00,1.0327705,1.0348811
2025-01-01 00:52:00,1.0324758,1.0346031
2025-01-01 00:53:00,1.0321925,1.034336
2025-01-01 00:54:00,1.03192,1.034079
2025-01-01 00:55:00,1.0316579,1.0338318
2025-01-01 00:56:00,1.0314058,1.0335941
2025-01-01 00:57:00,1.0311633,1.0333656
2025-01-01 00:58:00,1.03093,1.0331457
2025-01-01 00:59:00,1.0307057,1.0329342
2025-01-01 01:00:00,1.0298041,1.032082
2025-01-01 01:01:00,1.0289383,1.0312632
2025-01-01 01:02:00,1.0281065,1.0304769
2025-01-01 01:03:00,1.0273075,1.0297216
2025-01-01 01:04:00,1.02654,1.0289962
2025-01-01 01:05:00,1.0258029,1.0282993
2025-01-01 01:06:00,1.0250946,1.02763
2025-01-01 01:07:00,1.0244144,1.026987
2025-01-01 01:08:00,1.0237608,1.0263692
2025-01-01 01:09:00,1.0231329,1.0257758
2025-01-01 01:10:00,1.0225297,1.0252057
2025-01-01 01:11:00,1.0219501,1.024658
2025-01-01 01:12:00,1.0213933,1.0241317
2025-01-01 01:13:00,1.0208582,1.0236261
2025-01-01 01:14:00,1.0203441,1.0231403
2025-01-01 01:15:00,1.0198501,1.0226736
2025-01-01 01:16:00,1.0193754,1.0222251
2025-01-01 01:17:00,1.0189193,1.0217942
2025-01-01 01:18:00,1.018481,1.0213801
2025-01-01 01:19:00,1.0180596,1.0209823
2025-01-01 01:20:00,1.0176548,1.0205998
2025-01-01 01:21:00,1.0172658,1.0202323
2025-01-01 01:22:00,1.0168917,1.0198791
2025-01-01 01:23:00,1.0165323,1.0195396
2025-01-01 01:24:00,1.0161867,1.0192133
2025-01-01 01:25:00,1.0158547,1.0188997
2025-01-01 01:26:00,1.0155354,1.0185982
2025-01-01 01:27:00,1.0152283,1.0183085
2025-01-01 01:28:00,1.0149331,1.0180299
2025-01-01 01:29:00,1.0146494,1.0177621
2025-01-01 01:30:00,1.0137105,1.0168724
2025-01-01 01:31:00,1.0128088,1.016018
2025-01-01 01:32:00,1.0119427,1.0151974
2025-01-01 01:33:00,1.0111107,1.0144093
2025-01-01 01:34:00,1.0103117,1.0136522
2025-01-01 01:35:00,1.0095441,1.0129251
2025-01-01 01:36:00,1.008807,1.0122267
2025-01-01 01:37:00,1.0080986,1.0115559
2025-01-01 01:38:00,1.0074184,1.0109116
2025-01-01 01:39:00,1.0067649,1.0102926
2025-01-01 01:40:00,1.0061371,1.009698
2025-01-01 01:41:00,1.0055339,1.0091269
2025-01-01 01:42:00,1.0049547,1.0085783
2025-01-01 01:43:00,1.004398,1.0080513
2025-01-01 01:44:00,1.0038631,1.0075449
2025-01-01 01:45:00,1.0033493,1.0070585
2025-01-01 01:46:00,1.0028557,1.0065911
2025-01-01 01:47:00,1.0023814,1.0061421
2025-01-01 01:48:00,1.0019256,1.0057107
2025-01-01 01:49:00,1.0014876,1.0052962
2025-01-01 01:50:00,1.0010668,1.0048981
2025-01-01 01:51:00,1.0006624,1.0045154
2025-01-01 01:52:00,1.0002737,1.0041476
2025-01-01 01:53:00,0.9999003,1.0037944
2025-01-01 01:54:00,0.99954134,1.0034549
2025-01-01 01:55:00,0.9991963,1.0031286
2025-01-01 01:56:00,0.99886465,1.0028151
2025-01-01 01:57:00,0.9985459,1.0025138
2025-01-01 01:58:00,0.99823946,1.0022241
2025-01-01 01:59:00,0.99794495,1.0019457
2025-01-01 02:00:00,0.99702734,1.0010741
2025-01-01 02:01:00,0.996146,1.000237
2025-01-01 02:02:00,0.99529964,0.99943304
2025-01-01 02:03:00,0.9944867,0.998661
2025-01-01 02:04:00,0.99370587,0.9979194
2025-01-01 02:05:00,0.9929559,0.9972072
2025-01-01 02:06:00,0.99223554,0.9965232
2025-01-01 02:07:00,0.9915436,0.99586624
2025-01-01 02:08:00,0.990879,0.99523526
2025-01-01 02:09:00,0.9902406,0.99462914
2025-01-01 02:10:00,0.9896273,0.994047
2025-01-01 02:11:00,0.98903817,0.99348783
2025-01-01 02:12:00,0.9884723,0.99295074
2025-01-01 02:13:00,0.9879286,0.9924348
2025-01-01 02:14:00,0.9874064,0.99193925
2025-01-01 02:15:00,0.9869046,0.9914632
2025-01-01 02:16:00,0.98642254,0.99100584
2025-01-01 02:17:00,0.9859594,0.9905665
2025-01-01 02:18:00,0.9855144,0.99014443
2025-01-01 02:19:00,0.98508686,0.989739
2025-01-01 02:20:00,0.98467606,0.9893495
2025-01-01 02:21:00,0.9842813,0.9889752
2025-01-01 02:22:00,0.98390204,0.9886157
2025-01-01 02:23:00,0.9835376,0.9882703
2025-01-01 02:24:00,0.9831874,0.98793834
2025-01-01 02:25:00,0.9828508,0.9876194
2025-01-01 02:26:00,0.98252726,0.987313
2025-01-01 02:27:00,0.98221636,0.9870185
2025-01-01 02:28:00,0.98191756,0.9867355
2025-01-01 02:29:00,0.9816304,0.98646367
2025-01-01 02:30:00,0.98076266,0.9856371
2025-01-01 02:31:00,0.97992927,0.9848433
2025-01-01 02:32:00,0.97912896,0.9840811
2025-01-01 02:33:00,0.9783603,0.983349
2025-01-01 02:34:00,0.9776221,0.982646
2025-01-01 02:35:00,0.97691303,0.98197085
2025-01-01 02:36:00,0.976232,0.98132247
2025-01-01 02:37:00,0.9755779,0.9806997
2025-01-01 02:38:00,0.97494966,0.98010164
2025-01-01 02:39:00,0.97434616,0.97952724
2025-01-01 02:40:00,0.9737665,0.9789756
2025-01-01 02:41:00,0.9732097,0.9784457
2025-01-01 02:42:00,0.9726749,0.9779368
2025-01-01 02:43:00,0.97216105,0.977448
2025-01-01 02:44:00,0.9716675,0.9769785
2025-01-01 02:45:00,0.9711934,0.9765276
2025-01-01 02:46:00,0.97073793,0.97609437
2025-01-01 02:47:00,0.9703004,0.9756783
2025-01-01 02:48:00,0.96988,0.9752787
2025-01-01 02:49:00,0.96947616,0.97489476
2025-01-01 02:50:00,0.96908814,0.974526
2025-01-01 02:51:00,0.9687153,0.9741717
2025-01-01 02:52:00,0.9683571,0.97383136
2025-01-01 02:53:00,0.968013,0.9735045
2025-01-01 02:54:00,0.96768224,0.9731904
2025-01-01 02:55:00,0.9673645,0.9728887
2025-01-01 02:56:00,0.96705914,0.97259885
2025-01-01 02:57:00,0.9667657,0.9723203
2025-01-01 02:58:00,0.9664837,0.97205275
2025-01-01 02:59:00,0.9662127,0.97179574
2025-01-01 03:00:00,0.96541405,0.9710324
2025-01-01 03:01:00,0.964647,0.97029936
2025-01-01 03:02:00,0.9639104,0.9695954
2025-01-01 03:03:00,0.963203,0.9689194
2025-01-01 03:04:00,0.9625236,0.9682703
2025-01-01 03:05:00,0.961871,0.9676469
2025-01-01 03:06:00,0.96124434,0.9670482
2025-01-01 03:07:00,0.9606424,0.96647334
2025-01-01 03:08:00,0.9600643,0.9659213
2025-01-01 03:09:00,0.959509,0.96539104
2025-01-01 03:10:00,0.95897573,0.9648819
2025-01-01 03:11:00,0.9584635,0.9643929
2025-01-01 03:12:00,0.95797145,0.96392334
2025-01-01 03:13:00,0.95749885,0.9634723
2025-01-01 03:14:00,0.9570449,0.96303916
2025-01-01 03:15:00,0.9566089,0.9626232
2025-01-01 03:16:00,0.95619,0.9622236
2025-01-01 03:17:00,0.9557876,0.9618399
2025-01-01 03:18:00,0.95540106,0.9614713
2025-01-01 03:19:00,0.9550297,0.9611174
2025-01-01 03:20:00,0.95467305,0.9607774
2025-01-01 03:21:00,0.9543303,0.9604508
2025-01-01 03:22:00,0.9540011,0.9601372
2025-01-01 03:23:00,0.9536848,0.95983595
2025-01-01 03:24:00,0.9533809,0.95954657
2025-01-01 03:25:00,0.95308894,0.9592686
2025-01-01 03:26:00,0.9528084,0.95900166
2025-01-01 03:27:00,0.9525389,0.9587452
2025-01-01 03:28:00,0.9522799,0.95849884
2025-01-01 03:29:00,0.9520311,0.9582622
2025-01-01 03:30:00,0.95131665,0.9575767
2025-01-01 03:31:00,0.95063066,0.9569184
2025-01-01 03:32:00,0.94997185,0.9562864
2025-01-01 03:33:00,0.94933915,0.9556795
2025-01-01 03:34:00,0.94873154,0.9550967
2025-01-01 03:35:00,0.9481481,0.9545371
2025-01-01 03:36:00,0.9475877,0.9539997
2025-01-01 03:37:00,0.94704956,0.95348376
2025-01-01 03:38:00,0.9465327,0.95298827
2025-01-01 03:39:00,0.94603634,0.9525125
2025-01-01 03:40:00,0.9455596,0.95205563
2025-01-01 03:41:00,0.94510174,0.95161694
2025-01-01 03:42:00,0.9446619,0.95119566
2025-01-01 03:43:00,0.94423956,0.9507911
2025-01-01 03:44:00,0.9438338,0.9504026
2025-01-01 03:45:00,0.9434442,0.9500296
2025-01-01 03:46:00,0.94306993,0.9496713
2025-01-01 03:47:00,0.94271046,0.94932735
2025-01-01 03:48:00,0.94236517,0.94899696
2025-01-01 03:49:00,0.9420335,0.9486797
2025-01-01 03:50:00,0.94171494,0.9483751
2025-01-01 03:51:00,0.94140893,0.94808257
2025-01-01 03:52:00,0.94111496,0.9478016
2025-01-01 03:53:00,0.94083256,0.94753176
2025-01-01 03:54:00,0.9405613,0.9472726
2025-01-01 03:55:00,0.9403007,0.9470238
2025-01-01 03:56:00,0.9400503,0.94678485
2025-01-01 03:57:00,0.93980986,0.9465554
2025-01-01 03:58:00,0.9395788,0.94633496
2025-01-01 03:59:00,0.9393568,0.94612336
2025-01-01 04:00:00,0.93873984,0.94552815
2025-01-01 04:01:00,0.9381473,0.94495666
2025-01-01 04:02:00,0.9375783,0.944408
2025-01-01 04:03:00,0.9370319,0.94388115
2025-01-01 04:04:00,0.9365073,0.94337535
2025-01-01 04:05:00,0.93600345,0.9428897
2025-01-01 04:06:00,0.9355196,0.9424234
2025-01-01 04:07:00,0.9350549,0.9419757
2025-01-01 04:08:00,0.93460876,0.9415459
2025-01-01 04:09:00,0.93418026,0.9411332
2025-01-01 04:10:00,0.93376875,0.94073695
2025-01-01 04:11:00,0.9333736,0.94035643
2025-01-01 04:12:00,0.93299407,0.9399912
2025-01-01 04:13:00,0.9326296,0.93964046
2025-01-01 04:14:00,0.9322796,0.9393037
2025-01-01 04:15:00,0.9319434,0.9389804
2025-01-01 04:16:00,0.93162066,0.93867
2025-01-01 04:17:00,0.9313106,0.9383719
2025-01-01 04:18:00,0.9310128,0.9380858
2025-01-01 04:19:00,0.9307268,0.937811
2025-01-01 04:20:00,0.93045217,0.9375472
2025-01-01 04:21:00,0.9301884,0.93729395
2025-01-01 04:22:00,0.9299351,0.9370509
2025-01-01 04:23:00,0.9296918,0.9368174
2025-01-01 04:24:00,0.9294581,0.9365933
2025-01-01 04:25:00,0.9292336,0.9363781
2025-01-01 04:26:00,0.929018,0.9361715
2025-01-01 04:27:00,0.9288109,0.9359731
2025-01-01 04:28:00,0.928612,0.9357827
2025-01-01 04:29:00,0.928421,0.93559986
2025-01-01 04:30:00,0.9279124,0.93510574
2025-01-01 04:31:00,0.9274241,0.9346313
2025-01-01 04:32:00,0.9269552,0.93417585
2025-01-01 04:33:00,0.926505,0.93373865
2025-01-01 04:34:00,0.9260727,0.9333189
2025-01-01 04:35:00,0.92565763,0.932916
2025-01-01 04:36:00,0.925259,0.93252915
2025-01-01 04:37:00,0.92487633,0.9321579
2025-01-01 04:38:00,0.9245088,0.9318014
2025-01-01 04:39:00,0.924156,0.9314592
2025-01-01 04:40:00,0.92381716,0.93113077
2025-01-01 04:41:00,0.92349184,0.9308154
2025-01-01 04:42:00,0.92317945,0.93051267
2025-01-01 04:43:00,0.92287946,0.9302221
2025-01-01 04:44:00,0.9225915,0.92994314
2025-01-01 04:45:00,0.92231494,0.9296754
2025-01-01 04:46:00,0.92204934,0.9294184
2025-01-01 04:47:00,0.92179435,0.9291717
2025-01-01 04:48:00,0.9215495,0.9289349
2025-01-01 04:49:00,0.9213143,0.9287076
2025-01-01 04:50:00,0.9210885,0.92848945
2025-01-01 04:51:00,0.92087173,0.92828006
2025-01-01 04:52:00,0.9206636,0.9280791
2025-01-01 04:53:00,0.9204637,0.92788625
2025-01-01 04:54:00,0.92027175,0.92770106
2025-01-01 04:55:00,0.92008746,0.92752343
2025-01-01 04:56:00,0.91991055,0.92735296
2025-01-01 04:57:00,0.9197406,0.9271893
2025-01-01 04:58:00,0.9195775,0.9270323
2025-01-01 04:59:00,0.91942084,0.92688155
2025-01-01 05:00:00,0.9190298,0.9264973
2025-01-01 05:01:00,0.9186543,0.9261284
2025-01-01 05:02:00,0.91829395,0.92577434
2025-01-01 05:03:00,0.9179479,0.92543447
2025-01-01 05:04:00,0.91761565,0.9251083
2025-01-01 05:05:00,0.9172967,0.9247952
2025-01-01 05:06:00,0.9169905,0.92449474
2025-01-01 05:07:00,0.91669655,0.9242064
