TIME,N_001_v000,N_002_v000,N_003_v000
2025-01-01 00:01:00,0.9979817,0.99957216,1.0011172
2025-01-01 00:02:00,0.9979719,0.99956095,1.0011051
2025-01-01 00:03:00,0.997962,0.99954975,1.0010928
2025-01-01 00:04:00,0.99795204,0.99953854,1.0010806
2025-01-01 00:05:00,0.9979421,0.9995273,1.0010684
2025-01-01 00:06:00,0.9979321,0.99951595,1.0010561
2025-01-01 00:07:00,0.997922,0.9995046,1.0010438
2025-01-01 00:08:00,0.99791193,0.9994933,1.0010315
2025-01-01 00:09:00,0.9979018,0.9994819,1.0010192
2025-01-01 00:10:00,0.99789166,0.9994705,1.0010068
2025-01-01 00:11:00,0.9978815,0.999459,1.0009946
2025-01-01 00:12:00,0.9978712,0.9994476,1.0009822
2025-01-01 00:13:00,0.99786097,0.9994361,1.0009698
2025-01-01 00:14:00,0.99785066,0.9994246,1.0009574
2025-01-01 00:15:00,0.99784034,0.999413,1.0009449
2025-01-01 00:16:00,0.99783,0.99940145,1.0009325
2025-01-01 00:17:00,0.99781954,0.9993898,1.0009199
2025-01-01 00:18:00,0.9978091,0.9993782,1.0009075
2025-01-01 00:19:00,0.9977987,0.9993665,1.000895
2025-01-01 00:20:00,0.99778813,0.99935484,1.0008825
2025-01-01 00:21:00,0.9977776,0.99934316,1.00087
2025-01-01 00:22:00,0.99776703,0.9993314,1.0008574
2025-01-01 00:23:00,0.9977564,0.9993197,1.0008448
2025-01-01 00:24:00,0.99774575,0.9993079,1.0008322
2025-01-01 00:25:00,0.9977351,0.99929607,1.0008197
2025-01-01 00:26:00,0.9977244,0.99928427,1.000807
2025-01-01 00:27:00,0.9977136,0.9992724,1.0007944
2025-01-01 00:28:00,0.9977029,0.9992605,1.0007818
2025-01-01 00:29:00,0.99769205,0.99924856,1.000769
2025-01-01 00:30:00,1.0016141,1.0039485,1.004423
2025-01-01 00:31:00,1.0047494,1.0077058,1.0073436
2025-01-01 00:32:00,1.0072554,1.0107094,1.0096775
2025-01-01 00:33:00,1.0092582,1.0131098,1.0115421
2025-01-01 00:34:00,1.010858,1.0150278,1.0130312
2025-01-01 00:35:00,1.0121357,1.0165597,1.0142201
2025-01-01 00:36:00,1.0131557,1.0177828,1.0151684
2025-01-01 00:37:00,1.0139694,1.0187589,1.0159246
2025-01-01 00:38:00,1.0146182,1.0195372,1.0165269
2025-01-01 00:39:00,1.0151349,1.0201575,1.0170063
2025-01-01 00:40:00,1.015546,1.0206512,1.0173872
2025-01-01 00:41:00,1.0158726,1.0210438,1.0176893
2025-01-01 00:42:00,1.0161316,1.0213554,1.0179285
2025-01-01 00:43:00,1.0163367,1.0216022,1.0181172
2025-01-01 00:44:00,1.0164984,1.0217972,1.0182656
2025-01-01 00:45:00,1.0166255,1.0219507,1.0183817
2025-01-01 00:46:00,1.016725,1.0220711,1.0184721
2025-01-01 00:47:00,1.0168022,1.0221648,1.0185418
2025-01-01 00:48:00,1.0168616,1.0222374,1.018595
2025-01-01 00:49:00,1.0169067,1.0222931,1.0186349
2025-01-01 00:50:00,1.0169406,1.022335,1.0186642
2025-01-01 00:51:00,1.0169654,1.022366,1.0186852
2025-01-01 00:52:00,1.016983,1.0223885,1.0186993
2025-01-01 00:53:00,1.0169947,1.0224038,1.018708
2025-01-01 00:54:00,1.0170017,1.0224137,1.0187123
2025-01-01 00:55:00,1.0170051,1.022419,1.0187131
2025-01-01 00:56:00,1.0170054,1.0224208,1.0187113
2025-01-01 00:57:00,1.0170033,1.0224197,1.0187072
2025-01-01 00:58:00,1.0169992,1.0224162,1.0187013
2025-01-01 00:59:00,1.0169936,1.022411,1.018694
2025-01-01 01:00:00,1.0204341,1.0265105,1.0218834
2025-01-01 01:01:00,1.0231841,1.0297875,1.0244321
2025-01-01 01:02:00,1.0253818,1.0324067,1.0264685
2025-01-01 01:03:00,1.0271375,1.0344994,1.0280951
2025-01-01 01:04:00,1.0285397,1.0361712,1.0293938
2025-01-01 01:05:00,1.029659,1.037506,1.0304301
2025-01-01 01:06:00,1.030552,1.0385714,1.0312566
2025-01-01 01:07:00,1.0312641,1.0394211,1.0319151
2025-01-01 01:08:00,1.0318314,1.0400983,1.0324394
