起点站名,终点站名,类型,管道划分,管道流量
霍尔果斯首站,乌鲁木齐站,管段,西气东输一线,1429.265
乌鲁木齐站,昌吉站,管段,西气东输一线,1393.301
昌吉站,乌苏站,管段,西气东输一线,1277.067
乌苏站,精河站,管段,西气东输一线,1144.848
精河站,中卫站,管段,西气东输一线,1177.336
中卫站,古浪站,管段,西气东输一线,1054.555
古浪站,永昌站,管段,西气东输一线,909.551
永昌站,靖边站,管段,西气东输一线,843.487
靖边站,石家庄站,管段,西气东输一线,754.621
石家庄站,永清站,管段,西气东输一线,727.964
霍尔果斯首站,乌鲁木齐站,管段,西气东输二线,1805.892
乌鲁木齐站,昌吉站,管段,西气东输二线,1618.8
昌吉站,乌苏站,管段,西气东输二线,1542.174
乌苏站,精河站,管段,西气东输二线,1518.067
精河站,中卫站,管段,西气东输二线,1458.03
中卫站,古浪站,管段,西气东输二线,1342.189
古浪站,永昌站,管段,西气东输二线,1265.175
临潼站,高陵站,管段,西气东输二线,1171.195
华阴站,潼关站,管段,西气东输二线,1080.239
榆林站,靖边站,管段,西气东输二线,1067.003
靖边站,石家庄站,管段,西气东输二线,899.532
石家庄站,永清站,管段,西气东输二线,858.695
永清站,通州南站,管段,西气东输二线,802.348
霍尔果斯首站,乌鲁木齐站,管段,西气东输三线,1623.609
乌鲁木齐站,昌吉站,管段,西气东输三线,1437.636
昌吉站,乌苏站,管段,西气东输三线,1455.696
乌苏站,精河站,管段,西气东输三线,1312.014
精河站,中卫站,管段,西气东输三线,1162.463
中卫站,古浪站,管段,西气东输三线,1166.617
古浪站,永昌站,管段,西气东输三线,1024.21
临潼站,高陵站,管段,西气东输三线,988.127
华阴站,潼关站,管段,西气东输三线,898.165
永昌站,安平站,管段,西气东输三线,809.765
黑河首站,哈尔滨站,管段,中俄东线,1664.528
哈尔滨站,长春站,管段,中俄东线,1576.251
长春站,沈阳站,管段,中俄东线,1397.978
沈阳站,宝坻站,管段,中俄东线,1469.549
宝坻站,永清站,管段,中俄东线,1244.2
永清站,南通站,管段,中俄东线,1170.289
南通站,如皋站,管段,中俄东线,1061.811
如皋站,海安站,管段,中俄东线,995.968
海安站,上海站,管段,中俄东线,893.383
靖边站,石家庄站,管段,冀宁线,1071.089
石家庄站,安平站,管段,冀宁线,1016.461
安平站,南京站,管段,冀宁线,909.719
南京站,南通站,管段,冀宁线,885.59
南通站,如皋站,管段,冀宁线,808.697
如皋站,海安站,管段,冀宁线,688.918
普光首站,达州站,管段,川气东送,1462.349
达州站,武汉站,管段,川气东送,1516.078
武汉站,湘潭站,管段,川气东送,1425.754
湘潭站,甪直站,管段,川气东送,1317.594
甪直站,上海站,管段,川气东送,1130.041
上海站,上海白鹤末站,管段,川气东送,1095.598
榆林站,靖边站,管段,陕京二线,1364.836
靖边站,石家庄站,管段,陕京二线,1228.27
石家庄站,永清站,管段,陕京二线,1125.518
永清站,宝坻站,管段,陕京二线,1120.071
永清站,通州南站,管段,陕京二线,1036.146
