起点站名,终点站名,类型,管道划分,管道流量
霍尔果斯首站,乌鲁木齐站,管段,西气东输一线,1459.378
乌鲁木齐站,昌吉站,管段,西气东输一线,1446.081
昌吉站,乌苏站,管段,西气东输一线,1292.982
乌苏站,精河站,管段,西气东输一线,1156.253
精河站,中卫站,管段,西气东输一线,1137.16
中卫站,古浪站,管段,西气东输一线,1049.908
古浪站,永昌站,管段,西气东输一线,947.652
永昌站,靖边站,管段,西气东输一线,891.501
靖边站,石家庄站,管段,西气东输一线,766.848
石家庄站,永清站,管段,西气东输一线,684.69
霍尔果斯首站,乌鲁木齐站,管段,西气东输二线,1722.465
乌鲁木齐站,昌吉站,管段,西气东输二线,1778.091
昌吉站,乌苏站,管段,西气东输二线,1615.438
乌苏站,精河站,管段,西气东输二线,1549.505
精河站,中卫站,管段,西气东输二线,1338.233
中卫站,古浪站,管段,西气东输二线,1288.142
古浪站,永昌站,管段,西气东输二线,1211.583
临潼站,高陵站,管段,西气东输二线,1223.182
华阴站,潼关站,管段,西气东输二线,1094.581
榆林站,靖边站,管段,西气东输二线,1039.803
靖边站,石家庄站,管段,西气东输二线,950.008
石家庄站,永清站,管段,西气东输二线,824.364
永清站,通州南站,管段,西气东输二线,739.367
霍尔果斯首站,乌鲁木齐站,管段,西气东输三线,1503.728
乌鲁木齐站,昌吉站,管段,西气东输三线,1569.392
昌吉站,乌苏站,管段,西气东输三线,1353.748
乌苏站,精河站,管段,西气东输三线,1303.254
精河站,中卫站,管段,西气东输三线,1224.075
中卫站,古浪站,管段,西气东输三线,1161.219
古浪站,永昌站,管段,西气东输三线,1077.494
临潼站,高陵站,管段,西气东输三线,947.292
华阴站,潼关站,管段,西气东输三线,889.741
永昌站,安平站,管段,西气东输三线,857.331
黑河首站,哈尔滨站,管段,中俄东线,1640.935
哈尔滨站,长春站,管段,中俄东线,1493.739
长春站,沈阳站,管段,中俄东线,1496.043
沈阳站,宝坻站,管段,中俄东线,1346.339
宝坻站,永清站,管段,中俄东线,1283.07
永清站,南通站,管段,中俄东线,1152.498
南通站,如皋站,管段,中俄东线,1105.686
如皋站,海安站,管段,中俄东线,991.515
海安站,上海站,管段,中俄东线,908.393
靖边站,石家庄站,管段,冀宁线,1000.091
石家庄站,安平站,管段,冀宁线,993.921
安平站,南京站,管段,冀宁线,895.747
南京站,南通站,管段,冀宁线,869.142
南通站,如皋站,管段,冀宁线,780.389
如皋站,海安站,管段,冀宁线,698.002
普光首站,达州站,管段,川气东送,1512.48
达州站,武汉站,管段,川气东送,1494.286
武汉站,湘潭站,管段,川气东送,1343.777
湘潭站,甪直站,管段,川气东送,1204.69
甪直站,上海站,管段,川气东送,1224.821
上海站,上海白鹤末站,管段,川气东送,1105.82
榆林站,靖边站,管段,陕京二线,1359.404
靖边站,石家庄站,管段,陕京二线,1280.724
石家庄站,永清站,管段,陕京二线,1100.697
永清站,宝坻站,管段,陕京二线,1104.285
永清站,通州南站,管段,陕京二线,981.784
石家庄站,阳曲压气站,管段,陕京二线,177.54
