起点站名,终点站名,类型,管道划分,管道流量
霍尔果斯首站,乌鲁木齐站,管段,西气东输一线,1426.006
乌鲁木齐站,昌吉站,管段,西气东输一线,1326.572
昌吉站,乌苏站,管段,西气东输一线,1256.766
乌苏站,精河站,管段,西气东输一线,1161.853
精河站,中卫站,管段,西气东输一线,1089.117
中卫站,古浪站,管段,西气东输一线,1057.974
古浪站,永昌站,管段,西气东输一线,963.522
永昌站,靖边站,管段,西气东输一线,870.374
靖边站,石家庄站,管段,西气东输一线,803.77
石家庄站,永清站,管段,西气东输一线,687.077
霍尔果斯首站,乌鲁木齐站,管段,西气东输二线,1804.62
乌鲁木齐站,昌吉站,管段,西气东输二线,1739.537
昌吉站,乌苏站,管段,西气东输二线,1662.399
乌苏站,精河站,管段,西气东输二线,1429.975
精河站,中卫站,管段,西气东输二线,1405.07
中卫站,古浪站,管段,西气东输二线,1370.862
古浪站,永昌站,管段,西气东输二线,1257.716
临潼站,高陵站,管段,西气东输二线,1093.665
华阴站,潼关站,管段,西气东输二线,1020.358
榆林站,靖边站,管段,西气东输二线,1047.374
靖边站,石家庄站,管段,西气东输二线,962.326
石家庄站,永清站,管段,西气东输二线,830.437
永清站,通州南站,管段,西气东输二线,791.374
霍尔果斯首站,乌鲁木齐站,管段,西气东输三线,1515.226
乌鲁木齐站,昌吉站,管段,西气东输三线,1536.136
昌吉站,乌苏站,管段,西气东输三线,1462.957
乌苏站,精河站,管段,西气东输三线,1317.124
精河站,中卫站,管段,西气东输三线,1244.829
中卫站,古浪站,管段,西气东输三线,1197.091
古浪站,永昌站,管段,西气东输三线,1073.144
临潼站,高陵站,管段,西气东输三线,1004.183
华阴站,潼关站,管段,西气东输三线,897.843
永昌站,安平站,管段,西气东输三线,767.657
黑河首站,哈尔滨站,管段,中俄东线,1607.613
哈尔滨站,长春站,管段,中俄东线,1544.241
长春站,沈阳站,管段,中俄东线,1553.068
沈阳站,宝坻站,管段,中俄东线,1463.545
宝坻站,永清站,管段,中俄东线,1237.944
永清站,南通站,管段,中俄东线,1237.849
南通站,如皋站,管段,中俄东线,1103.0
如皋站,海安站,管段,中俄东线,971.227
海安站,上海站,管段,中俄东线,913.99
靖边站,石家庄站,管段,冀宁线,1015.537
石家庄站,安平站,管段,冀宁线,1013.418
安平站,南京站,管段,冀宁线,893.066
南京站,南通站,管段,冀宁线,811.07
南通站,如皋站,管段,冀宁线,748.128
如皋站,海安站,管段,冀宁线,673.303
普光首站,达州站,管段,川气东送,1559.754
达州站,武汉站,管段,川气东送,1481.905
武汉站,湘潭站,管段,川气东送,1368.433
湘潭站,甪直站,管段,川气东送,1320.493
甪直站,上海站,管段,川气东送,1183.442
上海站,上海白鹤末站,管段,川气东送,1030.16
榆林站,靖边站,管段,陕京二线,1311.485
靖边站,石家庄站,管段,陕京二线,1296.22
石家庄站,永清站,管段,陕京二线,1123.763
永清站,宝坻站,管段,陕京二线,1049.517
永清站,通州南站,管段,陕京二线,974.384
石家庄站,阳曲压气站,管段,陕京二线,175.431
