起点站名,终点站名,类型,管道划分,管道流量
霍尔果斯首站,乌鲁木齐站,管段,西气东输一线,1452.834
乌鲁木齐站,昌吉站,管段,西气东输一线,1381.386
昌吉站,乌苏站,管段,西气东输一线,1286.194
乌苏站,精河站,管段,西气东输一线,1238.967
精河站,中卫站,管段,西气东输一线,1073.671
中卫站,古浪站,管段,西气东输一线,1079.859
古浪站,永昌站,管段,西气东输一线,1012.808
永昌站,靖边站,管段,西气东输一线,880.251
靖边站,石家庄站,管段,西气东输一线,775.278
石家庄站,永清站,管段,西气东输一线,744.262
霍尔果斯首站,乌鲁木齐站,管段,西气东输二线,1687.303
乌鲁木齐站,昌吉站,管段,西气东输二线,1722.336
昌吉站,乌苏站,管段,西气东输二线,1623.444
乌苏站,精河站,管段,西气东输二线,1515.865
精河站,中卫站,管段,西气东输二线,1483.04
中卫站,古浪站,管段,西气东输二线,1336.486
古浪站,永昌站,管段,西气东输二线,1242.403
临潼站,高陵站,管段,西气东输二线,1113.299
华阴站,潼关站,管段,西气东输二线,1071.975
榆林站,靖边站,管段,西气东输二线,1059.378
靖边站,石家庄站,管段,西气东输二线,952.675
石家庄站,永清站,管段,西气东输二线,801.51
永清站,通州南站,管段,西气东输二线,773.046
霍尔果斯首站,乌鲁木齐站,管段,西气东输三线,1654.95
乌鲁木齐站,昌吉站,管段,西气东输三线,1422.53
昌吉站,乌苏站,管段,西气东输三线,1441.351
乌苏站,精河站,管段,西气东输三线,1258.13
精河站,中卫站,管段,西气东输三线,1232.364
中卫站,古浪站,管段,西气东输三线,1158.956
古浪站,永昌站,管段,西气东输三线,1013.593
临潼站,高陵站,管段,西气东输三线,996.496
华阴站,潼关站,管段,西气东输三线,855.3
永昌站,安平站,管段,西气东输三线,857.031
黑河首站,哈尔滨站,管段,中俄东线,1603.143
哈尔滨站,长春站,管段,中俄东线,1486.758
长春站,沈阳站,管段,中俄东线,1508.438
沈阳站,宝坻站,管段,中俄东线,1460.103
宝坻站,永清站,管段,中俄东线,1251.279
永清站,南通站,管段,中俄东线,1151.479
南通站,如皋站,管段,中俄东线,1116.986
如皋站,海安站,管段,中俄东线,1072.546
海安站,上海站,管段,中俄东线,929.487
靖边站,石家庄站,管段,冀宁线,1070.362
石家庄站,安平站,管段,冀宁线,1001.093
安平站,南京站,管段,冀宁线,892.833
南京站,南通站,管段,冀宁线,884.17
南通站,如皋站,管段,冀宁线,797.072
如皋站,海安站,管段,冀宁线,679.542
普光首站,达州站,管段,川气东送,1508.125
达州站,武汉站,管段,川气东送,1523.546
武汉站,湘潭站,管段,川气东送,1380.864
湘潭站,甪直站,管段,川气东送,1258.993
甪直站,上海站,管段,川气东送,1117.314
上海站,上海白鹤末站,管段,川气东送,1042.143
榆林站,靖边站,管段,陕京二线,1347.288
靖边站,石家庄站,管段,陕京二线,1192.778
石家庄站,永清站,管段,陕京二线,1218.875
永清站,宝坻站,管段,陕京二线,1024.835
永清站,通州南站,管段,陕京二线,953.746
石家庄站,阳曲压气站,管段,陕京二线,190.636
