起点站名,终点站名,类型,管道划分,管道流量
霍尔果斯首站,乌鲁木齐站,管段,西气东输一线,1533.558
乌鲁木齐站,昌吉站,管段,西气东输一线,1461.695
昌吉站,乌苏站,管段,西气东输一线,1230.011
乌苏站,精河站,管段,西气东输一线,1179.1
精河站,中卫站,管段,西气东输一线,1103.039
中卫站,古浪站,管段,西气东输一线,1093.858
古浪站,永昌站,管段,西气东输一线,1004.392
永昌站,靖边站,管段,西气东输一线,890.426
靖边站,石家庄站,管段,西气东输一线,770.865
石家庄站,永清站,管段,西气东输一线,682.727
霍尔果斯首站,乌鲁木齐站,管段,西气东输二线,1838.057
乌鲁木齐站,昌吉站,管段,西气东输二线,1593.241
昌吉站,乌苏站,管段,西气东输二线,1601.935
乌苏站,精河站,管段,西气东输二线,1571.254
精河站,中卫站,管段,西气东输二线,1487.1
中卫站,古浪站,管段,西气东输二线,1281.793
古浪站,永昌站,管段,西气东输二线,1209.361
临潼站,高陵站,管段,西气东输二线,1215.349
华阴站,潼关站,管段,西气东输二线,1049.429
榆林站,靖边站,管段,西气东输二线,1013.003
靖边站,石家庄站,管段,西气东输二线,876.152
石家庄站,永清站,管段,西气东输二线,824.434
永清站,通州南站,管段,西气东输二线,747.564
霍尔果斯首站,乌鲁木齐站,管段,西气东输三线,1572.894
乌鲁木齐站,昌吉站,管段,西气东输三线,1408.163
昌吉站,乌苏站,管段,西气东输三线,1414.41
乌苏站,精河站,管段,西气东输三线,1270.901
精河站,中卫站,管段,西气东输三线,1283.951
中卫站,古浪站,管段,西气东输三线,1109.744
古浪站,永昌站,管段,西气东输三线,1039.78
临潼站,高陵站,管段,西气东输三线,923.471
华阴站,潼关站,管段,西气东输三线,855.276
永昌站,安平站,管段,西气东输三线,785.348
黑河首站,哈尔滨站,管段,中俄东线,1655.749
哈尔滨站,长春站,管段,中俄东线,1651.06
长春站,沈阳站,管段,中俄东线,1531.662
沈阳站,宝坻站,管段,中俄东线,1425.817
宝坻站,永清站,管段,中俄东线,1295.281
永清站,南通站,管段,中俄东线,1275.569
南通站,如皋站,管段,中俄东线,1101.768
如皋站,海安站,管段,中俄东线,1059.47
海安站,上海站,管段,中俄东线,891.374
靖边站,石家庄站,管段,冀宁线,1098.396
石家庄站,安平站,管段,冀宁线,1004.058
安平站,南京站,管段,冀宁线,881.539
南京站,南通站,管段,冀宁线,860.449
南通站,如皋站,管段,冀宁线,823.755
如皋站,海安站,管段,冀宁线,689.827
普光首站,达州站,管段,川气东送,1599.259
达州站,武汉站,管段,川气东送,1531.022
武汉站,湘潭站,管段,川气东送,1318.908
湘潭站,甪直站,管段,川气东送,1229.704
甪直站,上海站,管段,川气东送,1217.986
上海站,上海白鹤末站,管段,川气东送,1045.683
榆林站,靖边站,管段,陕京二线,1344.681
靖边站,石家庄站,管段,陕京二线,1199.542
石家庄站,永清站,管段,陕京二线,1146.157
永清站,宝坻站,管段,陕京二线,1084.488
永清站,通州南站,管段,陕京二线,1013.417
