起点站名,终点站名,类型,管道划分,管道流量
霍尔果斯首站,乌鲁木齐站,管段,西气东输一线,1496.851
乌鲁木齐站,昌吉站,管段,西气东输一线,1366.297
昌吉站,乌苏站,管段,西气东输一线,1274.029
乌苏站,精河站,管段,西气东输一线,1276.889
精河站,中卫站,管段,西气东输一线,1175.369
中卫站,古浪站,管段,西气东输一线,1022.671
古浪站,永昌站,管段,西气东输一线,957.885
永昌站,靖边站,管段,西气东输一线,913.674
靖边站,石家庄站,管段,西气东输一线,816.808
石家庄站,永清站,管段,西气东输一线,721.34
霍尔果斯首站,乌鲁木齐站,管段,西气东输二线,1801.531
乌鲁木齐站,昌吉站,管段,西气东输二线,1708.805
昌吉站,乌苏站,管段,西气东输二线,1564.272
乌苏站,精河站,管段,西气东输二线,1471.691
精河站,中卫站,管段,西气东输二线,1493.527
中卫站,古浪站,管段,西气东输二线,1373.562
古浪站,永昌站,管段,西气东输二线,1298.617
临潼站,高陵站,管段,西气东输二线,1147.92
华阴站,潼关站,管段,西气东输二线,1065.292
榆林站,靖边站,管段,西气东输二线,1003.261
靖边站,石家庄站,管段,西气东输二线,883.509
石家庄站,永清站,管段,西气东输二线,801.309
永清站,通州南站,管段,西气东输二线,791.121
霍尔果斯首站,乌鲁木齐站,管段,西气东输三线,1491.7
乌鲁木齐站,昌吉站,管段,西气东输三线,1482.427
昌吉站,乌苏站,管段,西气东输三线,1435.248
乌苏站,精河站,管段,西气东输三线,1362.397
精河站,中卫站,管段,西气东输三线,1228.543
中卫站,古浪站,管段,西气东输三线,1125.815
古浪站,永昌站,管段,西气东输三线,1075.709
临潼站,高陵站,管段,西气东输三线,929.054
华阴站,潼关站,管段,西气东输三线,908.166
永昌站,安平站,管段,西气东输三线,792.269
黑河首站,哈尔滨站,管段,中俄东线,1747.304
哈尔滨站,长春站,管段,中俄东线,1500.621
长春站,沈阳站,管段,中俄东线,1547.368
沈阳站,宝坻站,管段,中俄东线,1441.45
宝坻站,永清站,管段,中俄东线,1364.725
永清站,南通站,管段,中俄东线,1281.324
南通站,如皋站,管段,中俄东线,1148.234
如皋站,海安站,管段,中俄东线,979.527
海安站,上海站,管段,中俄东线,922.991
靖边站,石家庄站,管段,冀宁线,1106.695
石家庄站,安平站,管段,冀宁线,997.978
安平站,南京站,管段,冀宁线,936.932
南京站,南通站,管段,冀宁线,839.552
南通站,如皋站,管段,冀宁线,824.759
如皋站,海安站,管段,冀宁线,676.741
普光首站,达州站,管段,川气东送,1597.427
达州站,武汉站,管段,川气东送,1426.226
武汉站,湘潭站,管段,川气东送,1422.71
湘潭站,甪直站,管段,川气东送,1262.484
甪直站,上海站,管段,川气东送,1162.956
上海站,上海白鹤末站,管段,川气东送,1065.507
榆林站,靖边站,管段,陕京二线,1389.832
靖边站,石家庄站,管段,陕京二线,1247.006
石家庄站,永清站,管段,陕京二线,1180.918
永清站,宝坻站,管段,陕京二线,1022.277
永清站,通州南站,管段,陕京二线,1027.129
