TIME,N_001_v000,N_002_v000,N_003_v000
2025-01-01 00:01:00,0.996217,0.9978431,0.9994161
2025-01-01 00:02:00,0.9962082,0.9978328,0.99940455
2025-01-01 00:03:00,0.9961993,0.99782234,0.9993929
2025-01-01 00:04:00,0.99619037,0.9978119,0.9993813
2025-01-01 00:05:00,0.99618137,0.9978015,0.9993697
2025-01-01 00:06:00,0.99617237,0.997791,0.999358
2025-01-01 00:07:00,0.9961633,0.99778044,0.9993463
2025-01-01 00:08:00,0.9961542,0.9977699,0.9993346
2025-01-01 00:09:00,0.99614507,0.9977593,0.99932283
2025-01-01 00:10:00,0.9961359,0.9977486,0.99931103
2025-01-01 00:11:00,0.99612665,0.99773794,0.9992992
2025-01-01 00:12:00,0.99611735,0.9977273,0.9992874
2025-01-01 00:13:00,0.99610806,0.99771655,0.99927557
2025-01-01 00:14:00,0.9960987,0.99770576,0.9992637
2025-01-01 00:15:00,0.99608934,0.99769497,0.9992518
2025-01-01 00:16:00,0.9960799,0.9976841,0.99923986
2025-01-01 00:17:00,0.99607044,0.9976733,0.99922794
2025-01-01 00:18:00,0.9960609,0.99766237,0.99921596
2025-01-01 00:19:00,0.9960514,0.99765146,0.9992039
2025-01-01 00:20:00,0.9960418,0.9976405,0.99919194
2025-01-01 00:21:00,0.9960322,0.9976295,0.9991799
2025-01-01 00:22:00,0.9960225,0.9976185,0.9991678
2025-01-01 00:23:00,0.9960128,0.9976074,0.99915576
2025-01-01 00:24:00,0.9960031,0.9975963,0.99914366
2025-01-01 00:25:00,0.9959933,0.99758524,0.9991315
2025-01-01 00:26:00,0.9959835,0.9975741,0.99911934
2025-01-01 00:27:00,0.99597365,0.9975629,0.9991072
2025-01-01 00:28:00,0.99596375,0.9975517,0.99909496
2025-01-01 00:29:00,0.9959538,0.9975405,0.99908274
2025-01-01 00:30:00,1.0003916,1.0028883,1.0032378
2025-01-01 00:31:00,1.0039397,1.0071644,1.0065595
2025-01-01 00:32:00,1.0067763,1.0105829,1.0092143
2025-01-01 00:33:00,1.0090435,1.0133154,1.0113357
2025-01-01 00:34:00,1.0108552,1.0154992,1.0130304
2025-01-01 00:35:00,1.0123024,1.0172439,1.0143836
2025-01-01 00:36:00,1.0134583,1.0186373,1.0154637
2025-01-01 00:37:00,1.0143808,1.0197498,1.0163252
2025-01-01 00:38:00,1.0151168,1.0206373,1.017012
2025-01-01 00:39:00,1.0157036,1.0213451,1.0175589
2025-01-01 00:40:00,1.0161707,1.021909,1.017994
2025-01-01 00:41:00,1.0165424,1.0223578,1.0183395
2025-01-01 00:42:00,1.0168377,1.0227145,1.0186135
2025-01-01 00:43:00,1.0170717,1.0229975,1.0188301
2025-01-01 00:44:00,1.017257,1.0232215,1.0190009
2025-01-01 00:45:00,1.017403,1.0233984,1.019135
2025-01-01 00:46:00,1.0175176,1.0235375,1.0192398
2025-01-01 00:47:00,1.0176072,1.0236465,1.0193211
2025-01-01 00:48:00,1.0176767,1.0237312,1.0193835
2025-01-01 00:49:00,1.0177301,1.0237967,1.0194311
2025-01-01 00:50:00,1.0177708,1.0238466,1.0194665
2025-01-01 00:51:00,1.017801,1.0238843,1.0194923
2025-01-01 00:52:00,1.0178231,1.0239121,1.0195104
2025-01-01 00:53:00,1.0178386,1.0239317,1.0195223
2025-01-01 00:54:00,1.0178487,1.0239451,1.0195293
2025-01-01 00:55:00,1.0178547,1.0239534,1.0195324
2025-01-01 00:56:00,1.0178573,1.0239577,1.0195323
2025-01-01 00:57:00,1.0178572,1.0239587,1.0195298
2025-01-01 00:58:00,1.0178548,1.0239571,1.0195252
2025-01-01 00:59:00,1.0178508,1.0239534,1.0195189
2025-01-01 01:00:00,1.0218983,1.02881,1.0232942
2025-01-01 01:01:00,1.025134,1.0326929,1.026312
2025-01-01 01:02:00,1.0277203,1.0357966,1.0287236
2025-01-01 01:03:00,1.0297872,1.0382774,1.0306504
2025-01-01 01:04:00,1.0314385,1.0402595,1.0321892
2025-01-01 01:05:00,1.0327573,1.0418427,1.0334177
2025-01-01 01:06:00,1.03381,1.0431068,1.034398
2025-01-01 01:07:00,1.03465,1.0441157,1.0351795
2025-01-01 01:08:00,1.0353197,1.0449202,1.0358021
2025-01-01 01:09:00,1.035853,1.0455616,1.0362977
2025-01-01 01:10:00,1.0362774,1.046072,1.0366915
2025-01-01 01:11:00,1.0366147,1.0464779,1.0370041
2025-01-01 01:12:00,1.0368823,1.0468003,1.0372516
2025-01-01 01:13:00,1.0370941,1.0470555,1.037447
2025-01-01 01:14:00,1.0372611,1.0472573,1.0376008
2025-01-01 01:15:00,1.0373925,1.0474162,1.037721
2025-01-01 01:16:00,1.0374953,1.0475409,1.0378147
2025-01-01 01:17:00,1.0375752,1.0476382,1.0378871
2025-01-01 01:18:00,1.0376368,1.0477135,1.0379424
2025-01-01 01:19:00,1.0376837,1.0477712,1.037984
2025-01-01 01:20:00,1.0377189,1.047815,1.0380147
2025-01-01 01:21:00,1.0377448,1.0478474,1.0380367
2025-01-01 01:22:00,1.037763,1.0478708,1.0380517
2025-01-01 01:23:00,1.0377753,1.047887,1.0380611
2025-01-01 01:24:00,1.0377828,1.0478975,1.038066
2025-01-01 01:25:00,1.0377865,1.0479033,1.0380673
2025-01-01 01:26:00,1.0377871,1.0479054,1.0380658
2025-01-01 01:27:00,1.037785,1.0479046,1.0380619
2025-01-01 01:28:00,1.0377811,1.0479015,1.0380561
2025-01-01 01:29:00,1.0377756,1.0478964,1.038049
2025-01-01 01:30:00,1.0413545,1.0521684,1.0413717
2025-01-01 01:31:00,1.0442152,1.0555834,1.0440273
2025-01-01 01:32:00,1.0465014,1.0583129,1.0461493
2025-01-01 01:33:00,1.0483279,1.060494,1.047844
2025-01-01 01:34:00,1.0497867,1.0622363,1.0491974
2025-01-01 01:35:00,1.0509514,1.0636275,1.0502774
2025-01-01 01:36:00,1.0518806,1.064738,1.0511388
2025-01-01 01:37:00,1.0526216,1.0656238,1.0518253
2025-01-01 01:38:00,1.053212,1.0663298,1.0523719
2025-01-01 01:39:00,1.053682,1.0668921,1.0528065
2025-01-01 01:40:00,1.0540553,1.0673394,1.0531517
2025-01-01 01:41:00,1.0543517,1.0676947,1.0534252
2025-01-01 01:42:00,1.0545863,1.0679764,1.0536413
2025-01-01 01:43:00,1.0547717,1.0681992,1.0538116
2025-01-01 01:44:00,1.0549175,1.0683748,1.0539452
2025-01-01 01:45:00,1.0550315,1.0685128,1.0540494
2025-01-01 01:46:00,1.0551205,1.0686206,1.0541302
2025-01-01 01:47:00,1.0551891,1.0687041,1.0541923
2025-01-01 01:48:00,1.0552416,1.0687684,1.0542393
2025-01-01 01:49:00,1.055281,1.0688173,1.0542742
2025-01-01 01:50:00,1.0553101,1.0688537,1.0542996
2025-01-01 01:51:00,1.055331,1.0688804,1.0543172
2025-01-01 01:52:00,1.0553452,1.0688992,1.0543287
2025-01-01 01:53:00,1.055354,1.0689116,1.0543352
2025-01-01 01:54:00,1.0553585,1.0689188,1.0543379
2025-01-01 01:55:00,1.0553598,1.0689222,1.0543374
2025-01-01 01:56:00,1.0553583,1.0689222,1.0543344
2025-01-01 01:57:00,1.0553546,1.0689197,1.0543294
2025-01-01 01:58:00,1.055349,1.0689149,1.0543227
2025-01-01 01:59:00,1.0553422,1.0689086,1.0543147
2025-01-01 02:00:00,1.0583885,1.0725193,1.0571256
2025-01-01 02:01:00,1.060823,1.0754054,1.0593716
2025-01-01 02:02:00,1.0627682,1.0777116,1.0611658
2025-01-01 02:03:00,1.0643218,1.079554,1.0625987
2025-01-01 02:04:00,1.065562,1.0810252,1.0637423
2025-01-01 02:05:00,1.0665518,1.0821996,1.0646546
2025-01-01 02:06:00,1.0673411,1.0831366,1.0653818
2025-01-01 02:07:00,1.0679699,1.0838835,1.0659609
2025-01-01 02:08:00,1.0684705,1.0844785,1.0664216
2025-01-01 02:09:00,1.0688685,1.0849518,1.0667876
2025-01-01 02:10:00,1.0691843,1.0853279,1.0670778
2025-01-01 02:11:00,1.0694343,1.085626,1.0673072
2025-01-01 02:12:00,1.0696318,1.085862,1.0674883
2025-01-01 02:13:00,1.0697874,1.0860481,1.0676304
2025-01-01 02:14:00,1.0699092,1.0861945,1.0677416
2025-01-01 02:15:00,1.0700042,1.0863088,1.0678278
2025-01-01 02:16:00,1.0700775,1.0863978,1.0678943
2025-01-01 02:17:00,1.0701337,1.0864663,1.0679448
2025-01-01 02:18:00,1.070176,1.0865185,1.0679827
2025-01-01 02:19:00,1.0702074,1.0865576,1.0680103
2025-01-01 02:20:00,1.0702299,1.0865864,1.0680298
2025-01-01 02:21:00,1.0702454,1.0866066,1.0680429
2025-01-01 02:22:00,1.0702552,1.0866202,1.0680507
2025-01-01 02:23:00,1.0702603,1.0866286,1.0680544
2025-01-01 02:24:00,1.070262,1.0866326,1.0680548
2025-01-01 02:25:00,1.0702606,1.0866332,1.0680524
2025-01-01 02:26:00,1.0702571,1.0866311,1.068048
2025-01-01 02:27:00,1.0702516,1.0866266,1.0680418
2025-01-01 02:28:00,1.0702447,1.0866206,1.0680344
2025-01-01 02:29:00,1.0702366,1.0866132,1.0680258
2025-01-01 02:30:00,1.0726962,1.0894982,1.0702745
2025-01-01 02:31:00,1.0746614,1.0918036,1.0720708
2025-01-01 02:32:00,1.0762309,1.0936452,1.0735053
2025-01-01 02:33:00,1.0774838,1.0951159,1.0746504
2025-01-01 02:34:00,1.0784836,1.0962899,1.0755639
2025-01-01 02:35:00,1.0792807,1.0972264,1.0762922
2025-01-01 02:36:00,1.079916,1.097973,1.076872
2025-01-01 02:37:00,1.0804216,1.0985676,1.0773335
2025-01-01 02:38:00,1.0808234,1.0990407,1.0777
2025-01-01 02:39:00,1.0811423,1.0994166,1.0779908
2025-01-01 02:40:00,1.0813948,1.0997146,1.0782207
2025-01-01 02:41:00,1.0815942,1.0999504,1.0784022
2025-01-01 02:42:00,1.0817511,1.1001365,1.0785449
2025-01-01 02:43:00,1.081874,1.1002829,1.0786563
2025-01-01 02:44:00,1.0819697,1.1003972,1.078743
2025-01-01 02:45:00,1.0820438,1.100486,1.0788097
2025-01-01 02:46:00,1.0821004,1.1005545,1.0788606
2025-01-01 02:47:00,1.082143,1.1006067,1.0788987
2025-01-01 02:48:00,1.0821745,1.1006459,1.0789268
2025-01-01 02:49:00,1.0821972,1.1006745,1.0789466
2025-01-01 02:50:00,1.0822126,1.1006948,1.07896
2025-01-01 02:51:00,1.0822223,1.1007085,1.0789682
2025-01-01 02:52:00,1.0822275,1.1007168,1.0789721
2025-01-01 02:53:00,1.082229,1.100721,1.0789728
2025-01-01 02:54:00,1.0822276,1.1007216,1.0789709
2025-01-01 02:55:00,1.0822238,1.1007196,1.0789667
2025-01-01 02:56:00,1.0822183,1.1007152,1.078961
2025-01-01 02:57:00,1.0822111,1.1007092,1.0789539
2025-01-01 02:58:00,1.0822028,1.1007018,1.0789456
2025-01-01 02:59:00,1.0821935,1.1006932,1.0789365
2025-01-01 03:00:00,1.0840223,1.1028013,1.080583
2025-01-01 03:01:00,1.0854828,1.1044852,1.0818977
2025-01-01 03:02:00,1.0866486,1.1058296,1.082947
2025-01-01 03:03:00,1.0875785,1.1069026,1.083784
2025-01-01 03:04:00,1.0883199,1.1077584,1.084451
2025-01-01 03:05:00,1.0889103,1.1084404,1.084982
2025-01-01 03:06:00,1.08938,1.1089834,1.0854044
2025-01-01 03:07:00,1.0897532,1.1094153,1.08574
2025-01-01 03:08:00,1.090049,1.1097581,1.0860059
2025-01-01 03:09:00,1.0902832,1.1100298,1.0862162
2025-01-01 03:10:00,1.0904678,1.1102448,1.0863819
2025-01-01 03:11:00,1.0906129,1.1104139,1.0865121
2025-01-01 03:12:00,1.0907264,1.1105468,1.0866137
2025-01-01 03:13:00,1.0908147,1.1106505,1.0866926
2025-01-01 03:14:00,1.0908827,1.1107309,1.0867532
2025-01-01 03:15:00,1.0909344,1.1107926,1.0867993
2025-01-01 03:16:00,1.0909731,1.1108395,1.0868337
2025-01-01 03:17:00,1.0910015,1.1108744,1.0868589
2025-01-01 03:18:00,1.0910215,1.1108998,1.0868765
2025-01-01 03:19:00,1.091035,1.1109174,1.0868882
2025-01-01 03:20:00,1.0910431,1.110929,1.0868951
2025-01-01 03:21:00,1.0910469,1.1109358,1.0868982
2025-01-01 03:22:00,1.0910474,1.1109385,1.0868983
2025-01-01 03:23:00,1.0910451,1.1109383,1.086896
2025-01-01 03:24:00,1.0910408,1.1109356,1.0868918
2025-01-01 03:25:00,1.0910347,1.1109308,1.0868859
2025-01-01 03:26:00,1.0910271,1.1109245,1.0868789
2025-01-01 03:27:00,1.0910184,1.1109169,1.0868709
2025-01-01 03:28:00,1.091009,1.1109083,1.0868621
2025-01-01 03:29:00,1.0909988,1.1108989,1.0868527
2025-01-01 03:30:00,1.0921642,1.1121922,1.0878671
2025-01-01 03:31:00,1.093094,1.1132241,1.0886765
2025-01-01 03:32:00,1.0938351,1.1140473,1.0893215
2025-01-01 03:33:00,1.0944256,1.1147033,1.0898352
2025-01-01 03:34:00,1.0948952,1.1152256,1.0902438
2025-01-01 03:35:00,1.0952685,1.1156409,1.0905683
2025-01-01 03:36:00,1.0955645,1.1159706,1.0908257
2025-01-01 03:37:00,1.0957985,1.1162318,1.0910292
