TIME,B_001_v000,B_001_v001,B_015_v000,B_015_v001,B_120_v000,B_120_v001,B_198_v000,B_198_v001,B_233_v000,B_233_v001,B_273_v000,B_273_v001,B_286_v000,B_286_v001,B_302_v000,B_302_v001,B_317_v000,B_317_v001,B_329_v000,B_329_v001,B_341_v000,B_341_v001
2025-01-01 00:01:00,0.7929477,0.89448756,0.796071,0.8977101,0.7994152,0.9011948,0.80305535,0.89100075,0.79303265,0.89515007,0.79734963,0.89962566,0.8019701,0.9043731,0.79282296,0.89530677,0.79781055,0.9003198,0.80281985,0.90529627,0.8077353,0.8961243
2025-01-01 00:02:00,0.79293543,0.89447623,0.796061,0.8977016,0.79940856,0.9011902,0.80305284,0.8910005,0.7930346,0.8951542,0.79735583,0.8996337,0.8019798,0.90438414,0.79283506,0.8953196,0.7978236,0.90033287,0.8028325,0.90530807,0.807746,0.89613354
2025-01-01 00:03:00,0.79292315,0.89446497,0.79605097,0.8976932,0.799402,0.90118563,0.80305046,0.8910003,0.7930366,0.89515835,0.797362,0.89964175,0.8019895,0.90439516,0.79284716,0.89533234,0.7978367,0.90034586,0.80284506,0.90531987,0.80775666,0.8961427
2025-01-01 00:04:00,0.79291093,0.8944537,0.796041,0.8976849,0.79939544,0.9011811,0.8030481,0.89100015,0.79303867,0.8951626,0.7973683,0.89964986,0.8019992,0.90440625,0.79285926,0.8953451,0.79784983,0.90035886,0.80285764,0.9053316,0.8077672,0.8961519
2025-01-01 00:05:00,0.7928987,0.8944425,0.7960311,0.8976765,0.799389,0.9011767,0.80304575,0.89100003,0.7930408,0.8951669,0.7973746,0.8996581,0.80200905,0.9044174,0.79287136,0.8953579,0.7978629,0.9003719,0.80287015,0.90534335,0.8077778,0.896161
2025-01-01 00:06:00,0.79288656,0.8944313,0.7960212,0.8976683,0.79938257,0.9011723,0.80304354,0.891,0.79304296,0.8951712,0.797381,0.89966625,0.8020188,0.90442854,0.7928835,0.8953707,0.797876,0.9003849,0.80288273,0.90535504,0.8077884,0.8961701
2025-01-01 00:07:00,0.7928744,0.89442015,0.7960114,0.8976601,0.7993762,0.9011679,0.80304134,0.89100003,0.7930452,0.8951756,0.7973874,0.89967453,0.8020287,0.9044397,0.79289573,0.89538354,0.7978891,0.9003979,0.80289525,0.9053667,0.80779886,0.89617914
2025-01-01 00:08:00,0.79286224,0.894409,0.7960016,0.89765185,0.7993698,0.90116364,0.8030392,0.8910001,0.7930475,0.89518005,0.79739386,0.8996828,0.8020386,0.90445095,0.7929079,0.89539635,0.79790217,0.9004109,0.8029077,0.9053784,0.80780935,0.8961881
2025-01-01 00:09:00,0.79285014,0.8943979,0.79599184,0.89764374,0.79936355,0.90115935,0.8030371,0.8910002,0.7930499,0.8951845,0.7974004,0.89969116,0.80204856,0.90446216,0.7929201,0.8954092,0.7979153,0.9004239,0.8029202,0.90539,0.8078198,0.896197
2025-01-01 00:10:00,0.79283804,0.8943869,0.7959821,0.89763564,0.79935735,0.9011552,0.8030351,0.89100045,0.79305226,0.8951891,0.797407,0.89969957,0.8020585,0.9044734,0.7929324,0.8954221,0.7979284,0.9004368,0.8029327,0.90540165,0.80783015,0.89620596
