TIME,C_001_v000,C_001_v001,C_001_v002,C_002_v000,C_002_v001,C_002_v002,C_005_v000,C_005_v001,C_005_v002,C_008_v000,C_008_v001,C_008_v002,C_014_v000,C_014_v001,C_014_v002,C_016_v000,C_016_v001,C_016_v002,C_017_v000,C_017_v001,C_017_v002,C_019_v000,C_019_v001,C_019_v002,C_021_v000,C_021_v001,C_021_v002,C_022_v000,C_022_v001,C_022_v002,C_023_v000,C_023_v001,C_023_v002
2025-01-01 00:01:00,0.8580334,0.94563097,0.9971814,0.8501942,0.95168495,1.0031847,0.8422686,0.943879,0.9955507,0.84911317,0.9510167,1.0030062,0.84324205,0.9454815,0.99779356,0.8525977,0.9550666,0.99356246,0.84857726,0.951067,1.003526,0.8583,0.9465927,0.99881065,0.85299957,0.95496505,1.006845,0.84636474,0.9480183,0.99961376,0.852678,0.9541738,1.0056646
2025-01-01 00:02:00,0.85802376,0.94561994,0.9971694,0.85018116,0.9516719,1.003172,0.84225786,0.94386977,0.9955432,0.84910965,0.95101535,1.0030072,0.84324723,0.94548863,0.9978025,0.85260934,0.9550791,0.99357545,0.84859014,0.95107925,1.0035372,0.8583084,0.9465993,0.99881524,0.8529998,0.954963,1.0068408,0.84635663,0.9480086,0.99960274,0.8526652,0.9541607,1.0056516
2025-01-01 00:03:00,0.8580141,0.9456089,0.9971573,0.85016805,0.9516589,1.0031595,0.84224725,0.9438606,0.9955357,0.8491062,0.95101404,1.0030081,0.8432525,0.94549584,0.99781144,0.85262096,0.95509154,0.99358845,0.84860295,0.95109147,1.0035485,0.8583167,0.9466058,0.9988197,0.8529999,0.95496094,1.0068365,0.8463485,0.9479989,0.9995916,0.85265243,0.95414764,1.0056386
2025-01-01 00:04:00,0.85800433,0.9455978,0.9971452,0.85015494,0.95164585,1.0031469,0.8422366,0.9438514,0.9955282,0.84910274,0.9510128,1.0030091,0.8432577,0.94550306,0.9978204,0.8526326,0.95510405,0.99360144,0.84861577,0.9511036,1.0035597,0.85832506,0.9466123,0.9988242,0.853,0.9549588,1.0068322,0.84634036,0.94798905,0.9995805,0.8526396,0.9541345,1.0056256
2025-01-01 00:05:00,0.85799456,0.9455867,0.9971331,0.8501419,0.95163286,1.0031344,0.842226,0.9438423,0.9955208,0.84909934,0.95101166,1.0030102,0.8432631,0.9455104,0.99782944,0.85264426,0.95511657,0.99361444,0.84862864,0.95111585,1.0035709,0.8583333,0.9466187,0.9988286,0.85300004,0.9549566,1.006828,0.84633213,0.9479792,0.99956936,0.8526268,0.9541214,1.0056126
2025-01-01 00:06:00,0.8579848,0.94557554,0.9971209,0.85012877,0.95161986,1.0031217,0.8422155,0.9438332,0.99551344,0.84909606,0.9510105,1.0030112,0.84326845,0.9455177,0.9978385,0.852656,0.95512915,0.9936274,0.84864146,0.951128,1.003582,0.8583415,0.94662505,0.9988329,0.853,0.9549544,1.0068235,0.84632385,0.9479694,0.99955815,0.852614,0.9541083,1.0055996
2025-01-01 00:07:00,0.8579749,0.9455644,0.99710876,0.85011566,0.95160687,1.0031092,0.8422049,0.9438242,0.9955061,0.8490928,0.95100945,1.0030123,0.84327394,0.9455251,0.9978476,0.8526677,0.95514166,0.9936404,0.8486542,0.9511401,1.0035931,0.8583497,0.9466314,0.9988372,0.8529999,0.95495206,1.006819,0.84631556,0.9479594,0.99954695,0.8526012,0.95409524,1.0055866
2025-01-01 00:08:00,0.85796505,0.9455532,0.99709654,0.8501026,0.9515939,1.0030967,0.84219444,0.9438151,0.9954989,0.84908956,0.95100844,1.0030136,0.8432794,0.9455325,0.99785674,0.8526795,0.95515424,0.9936534,0.848667,0.95115227,1.0036042,0.85835785,0.94663763,0.9988414,0.85299975,0.9549497,1.0068145,0.84630716,0.9479495,0.9995357,0.8525883,0.95408213,1.0055736
2025-01-01 00:09:00,0.8579551,0.945542,0.9970843,0.8500895,0.9515809,1.0030843,0.842184,0.9438062,0.9954917,0.8490864,0.9510075,1.0030148,0.84328496,0.94554,0.997866,0.85269123,0.9551668,0.99366647,0.8486798,0.9511643,1.0036153,0.8583659,0.9466439,0.9988456,0.85299957,0.9549473,1.00681,0.84629875,0.9479395,0.9995244,0.8525754,0.954069,1.0055606
2025-01-01 00:10:00,0.85794514,0.9455307,0.9970721,0.8500764,0.9515679,1.0030718,0.8421736,0.94379723,0.9954845,0.8490833,0.9510066,1.0030162,0.84329057,0.9455475,0.9978752,0.85270303,0.95517945,0.99367946,0.84869254,0.9511764,1.0036263,0.85837394,0.94665,0.99884975,0.85299927,0.9549448,1.0068053,0.84629035,0.9479295,0.9995131,0.85256255,0.9540559,1.0055476
2025-01-01 00:11:00,0.85793513,0.9455194,0.9970599,0.85006326,0.9515549,1.0030594,0.8421632,0.9437884,0.9954774,0.84908026,0.95100576,1.0030175,0.84329623,0.9455551,0.99788445,0.8527149,0.955192,0.9936925,0.8487053,0.95118845,1.0036373,0.8583819,0.94665617,0.9988538,0.852999,0.9549423,1.0068007,0.8462818,0.9479194,0.99950176,0.8525497,0.9540428,1.0055348
2025-01-01 00:12:00,0.8579251,0.9455081,0.9970476,0.85005015,0.95154196,1.0030469,0.84215283,0.9437795,0.9954703,0.8490773,0.951005,1.003019,0.84330195,0.9455627,0.99789375,0.85272676,0.95520467,0.9937056,0.84871805,0.9512005,1.0036483,0.85838985,0.94666225,0.9988578,0.8529986,0.95493966,1.006796,0.8462733,0.94790936,0.9994904,0.8525368,0.9540297,1.0055218
2025-01-01 00:13:00,0.85791504,0.94549674,0.99703526,0.85003704,0.951529,1.0030345,0.8421425,0.94377077,0.99546325,0.84907436,0.9510042,1.0030205,0.8433077,0.9455704,0.9979031,0.8527386,0.9552173,0.9937186,0.84873074,0.95121247,1.0036592,0.8583978,0.94666827,0.9988618,0.85299814,0.95493704,1.0067912,0.8462647,0.9478992,0.999479,0.85252386,0.95401657,1.0055089
2025-01-01 00:14:00,0.8579049,0.94548535,0.997023,0.8500239,0.9515161,1.0030221,0.8421323,0.943762,0.9954563,0.8490715,0.95100355,1.0030221,0.8433135,0.9455781,0.9979125,0.85275054,0.95523,0.9937317,0.84874344,0.95122445,1.0036701,0.85840565,0.9466742,0.99886566,0.85299766,0.95493436,1.0067863,0.84625614,0.9478891,0.9994676,0.852511,0.95400345,1.0054959
2025-01-01 00:15:00,0.8578948,0.94547397,0.99701065,0.8500109,0.95150316,1.0030097,0.842122,0.9437533,0.99544936,0.8490687,0.95100296,1.0030236,0.84331936,0.94558585,0.99792194,0.85276246,0.95524263,0.99374473,0.84875613,0.9512364,1.0036811,0.85841346,0.9466801,0.99886954,0.8529971,0.95493156,1.0067815,0.84624743,0.94787884,0.99945617,0.85249805,0.9539904,1.005483
2025-01-01 00:16:00,0.8578846,0.9454625,0.9969983,0.84999776,0.9514902,1.0029973,0.8421118,0.9437446,0.9954425,0.8490659,0.9510024,1.0030253,0.84332526,0.94559366,0.9979314,0.85277444,0.9552553,0.9937578,0.84876883,0.95124835,1.0036918,0.8584212,0.94668597,0.99887335,0.8529965,0.95492876,1.0067766,0.84623873,0.94786865,0.99944466,0.8524851,0.9539773,1.0054702
2025-01-01 00:17:00,0.8578744,0.9454511,0.9969859,0.84998465,0.9514773,1.002985,0.84210163,0.943736,0.99543566,0.8490632,0.9510019,1.0030271,0.8433312,0.9456015,0.99794096,0.8527864,0.955268,0.99377084,0.84878147,0.95126027,1.0037026,0.85842896,0.9466918,0.99887705,0.8529959,0.9549259,1.0067716,0.84623003,0.94785833,0.99943316,0.8524722,0.9539642,1.0054572
2025-01-01 00:18:00,0.85786414,0.9454396,0.9969735,0.84997153,0.9514644,1.0029726,0.8420915,0.94372743,0.9954289,0.8490606,0.95100147,1.0030289,0.84333724,0.9456094,0.9979505,0.8527984,0.9552808,0.99378395,0.84879416,0.95127213,1.0037135,0.8584366,0.9466976,0.99888074,0.85299516,0.954923,1.0067664,0.8462212,0.947848,0.99942166,0.85245925,0.95395106,1.0054443
2025-01-01 00:19:00,0.85785383,0.9454281,0.9969611,0.8499584,0.95145154,1.0029603,0.8420814,0.9437189,0.9954222,0.849058,0.9510011,1.0030307,0.8433433,0.9456174,0.9979601,0.85281044,0.9552935,0.993797,0.8488068,0.951284,1.0037242,0.8584442,0.94670326,0.9988844,0.8529944,0.95492,1.0067614,0.8462124,0.9478377,0.9994101,0.85244626,0.95393795,1.0054314
2025-01-01 00:20:00,0.8578435,0.9454165,0.9969487,0.8499453,0.9514386,1.002948,0.84207135,0.9437104,0.9954155,0.84905547,0.95100075,1.0030326,0.8433494,0.94562536,0.99796975,0.8528225,0.95530623,0.9938101,0.8488194,0.95129585,1.0037348,0.8584518,0.9467089,0.99888796,0.85299355,0.95491695,1.0067563,0.8462035,0.94782734,0.9993985,0.8524333,0.95392483,1.0054185
2025-01-01 00:21:00,0.85783315,0.94540495,0.99693626,0.8499322,0.95142573,1.0029358,0.84206134,0.9437019,0.99540883,0.84905297,0.9510005,1.0030346,0.8433556,0.94563335,0.9979794,0.8528345,0.955319,0.9938232,0.848832,0.95130765,1.0037456,0.85845935,0.9467145,0.9988915,0.85299265,0.95491385,1.0067511,0.8461946,0.9478169,0.9993869,0.85242033,0.9539117,1.0054058
2025-01-01 00:22:00,0.8578228,0.9453934,0.9969238,0.8499191,0.9514129,1.0029236,0.8420514,0.9436935,0.9954023,0.8490505,0.9510003,1.0030365,0.8433618,0.94564146,0.9979891,0.8528466,0.9553318,0.9938363,0.8488446,0.9513194,1.0037562,0.8584668,0.9467201,0.99889493,0.8529917,0.95491076,1.0067458,0.8461856,0.9478065,0.9993753,0.85240734,0.9538986,1.0053929
2025-01-01 00:23:00,0.85781235,0.94538176,0.9969113,0.84990597,0.95140004,1.0029113,0.84204143,0.9436852,0.9953957,0.8490482,0.95100015,1.0030386,0.84336805,0.94564956,0.99799883,0.8528587,0.95534456,0.99384934,0.84885716,0.9513312,1.0037668,0.85847425,0.9467256,0.9988984,0.8529907,0.95490754,1.0067405,0.8461766,0.947796,0.9993636,0.85239434,0.95388556,1.00538
2025-01-01 00:24:00,0.85780185,0.9453701,0.99689883,0.8498929,0.9513872,1.0028992,0.8420315,0.9436769,0.9953893,0.8490459,0.95100003,1.0030408,0.8433744,0.94565773,0.9980086,0.8528709,0.9553574,0.99386245,0.8488697,0.95134294,1.0037774,0.85848165,0.94673103,0.9989017,0.8529896,0.95490426,1.0067351,0.8461676,0.94778544,0.9993519,0.85238135,0.95387244,1.0053673
