TIME,H_001_v000,H_002_v000
2025-01-01 00:01:00,1.0504375,1.0520266
2025-01-01 00:02:00,1.0504262,1.0520167
2025-01-01 00:03:00,1.050415,1.052007
2025-01-01 00:04:00,1.050404,1.0519972
2025-01-01 00:05:00,1.0503929,1.0519874
2025-01-01 00:06:00,1.0503818,1.0519778
2025-01-01 00:07:00,1.0503708,1.0519681
2025-01-01 00:08:00,1.0503598,1.0519584
2025-01-01 00:09:00,1.0503489,1.0519489
2025-01-01 00:10:00,1.0503379,1.0519394
2025-01-01 00:11:00,1.0503271,1.0519298
2025-01-01 00:12:00,1.0503162,1.0519204
2025-01-01 00:13:00,1.0503054,1.051911
2025-01-01 00:14:00,1.0502945,1.0519016
2025-01-01 00:15:00,1.0502838,1.0518922
2025-01-01 00:16:00,1.0502731,1.0518829
2025-01-01 00:17:00,1.0502623,1.0518737
2025-01-01 00:18:00,1.0502516,1.0518644
2025-01-01 00:19:00,1.050241,1.0518552
2025-01-01 00:20:00,1.0502304,1.051846
2025-01-01 00:21:00,1.0502199,1.051837
2025-01-01 00:22:00,1.0502093,1.0518279
2025-01-01 00:23:00,1.0501988,1.0518188
2025-01-01 00:24:00,1.0501883,1.0518099
2025-01-01 00:25:00,1.0501779,1.051801
2025-01-01 00:26:00,1.0501676,1.051792
2025-01-01 00:27:00,1.0501572,1.0517832
2025-01-01 00:28:00,1.0501468,1.0517744
2025-01-01 00:29:00,1.0501366,1.0517657
2025-01-01 00:30:00,1.0487385,1.0492319
2025-01-01 00:31:00,1.047396,1.0467993
2025-01-01 00:32:00,1.0461068,1.0444635
2025-01-01 00:33:00,1.0448688,1.042221
2025-01-01 00:34:00,1.04368,1.0400678
2025-01-01 00:35:00,1.0425382,1.0380005
2025-01-01 00:36:00,1.0414418,1.0360155
2025-01-01 00:37:00,1.040389,1.0341096
2025-01-01 00:38:00,1.0393779,1.0322797
2025-01-01 00:39:00,1.0384068,1.0305227
2025-01-01 00:40:00,1.0374743,1.0288358
2025-01-01 00:41:00,1.0365788,1.0272158
2025-01-01 00:42:00,1.0357186,1.0256605
2025-01-01 00:43:00,1.0348924,1.0241672
2025-01-01 00:44:00,1.0340991,1.0227333
2025-01-01 00:45:00,1.033337,1.0213565
2025-01-01 00:46:00,1.032605,1.0200344
2025-01-01 00:47:00,1.0319022,1.018765
2025-01-01 00:48:00,1.0312269,1.0175462
2025-01-01 00:49:00,1.0305784,1.0163757
2025-01-01 00:50:00,1.0299554,1.0152519
2025-01-01 00:51:00,1.0293571,1.0141726
2025-01-01 00:52:00,1.0287824,1.0131363
2025-01-01 00:53:00,1.0282302,1.0121412
2025-01-01 00:54:00,1.0276998,1.0111856
2025-01-01 00:55:00,1.0271903,1.010268
2025-01-01 00:56:00,1.0267009,1.0093868
2025-01-01 00:57:00,1.0262307,1.0085406
2025-01-01 00:58:00,1.025779,1.0077281
2025-01-01 00:59:00,1.025345,1.0069476
2025-01-01 01:00:00,1.0244588,1.0057455
2025-01-01 01:01:00,1.0236076,1.0045911
2025-01-01 01:02:00,1.0227902,1.0034827
2025-01-01 01:03:00,1.0220052,1.0024184
2025-01-01 01:04:00,1.0212512,1.0013964
2025-01-01 01:05:00,1.020527,1.0004151
2025-01-01 01:06:00,1.0198315,0.99947286
2025-01-01 01:07:00,1.0191636,0.99856806
2025-01-01 01:08:00,1.0185221,0.9976992
2025-01-01 01:09:00,1.017906,0.9968648
2025-01-01 01:10:00,1.0173141,0.99606353
2025-01-01 01:11:00,1.0167456,0.9952942
2025-01-01 01:12:00,1.0161996,0.99455535
2025-01-01 01:13:00,1.0156752,0.9938459
2025-01-01 01:14:00,1.0151713,0.9931645
2025-01-01 01:15:00,1.0146873,0.9925102
2025-01-01 01:16:00,1.0142225,0.99188185
2025-01-01 01:17:00,1.0137758,0.9912784
2025-01-01 01:18:00,1.0133469,0.9906989
2025-01-01 01:19:00,1.0129347,0.99014235
2025-01-01 01:20:00,1.0125388,0.9896079
2025-01-01 01:21:00,1.0121584,0.9890945
2025-01-01 01:22:00,1.011793,0.98860157
2025-01-01 01:23:00,1.0114418,0.98812807
2025-01-01 01:24:00,1.0111045,0.98767334
2025-01-01 01:25:00,1.0107803,0.9872366
2025-01-01 01:26:00,1.0104688,0.9868171
2025-01-01 01:27:00,1.0101695,0.98641425
2025-01-01 01:28:00,1.009882,0.9860273
2025-01-01 01:29:00,1.0096058,0.98565567
2025-01-01 01:30:00,1.008943,0.9849128
2025-01-01 01:31:00,1.0083064,0.9841995
2025-01-01 01:32:00,1.0076951,0.98351455
2025-01-01 01:33:00,1.007108,0.98285675
2025-01-01 01:34:00,1.006544,0.9822252
2025-01-01 01:35:00,1.0060023,0.98161864
