TIME,R_001_v000,R_004_v000,R_005_v000,R_006_v000,R_007_v000,R_008_v000,R_010_v000
2025-01-01 00:01:00,0.89509356,0.89755046,0.8999626,0.9023181,0.9046069,0.9068205,0.9089528
2025-01-01 00:02:00,0.8951057,0.8975616,0.89997244,0.9023264,0.9046134,0.90682495,0.9089551
2025-01-01 00:03:00,0.8951179,0.8975728,0.8999823,0.90233463,0.90461975,0.9068293,0.9089573
2025-01-01 00:04:00,0.89513004,0.89758396,0.89999217,0.9023429,0.90462613,0.90683365,0.90895945
2025-01-01 00:05:00,0.8951422,0.89759505,0.90000194,0.902351,0.90463245,0.90683794,0.9089616
2025-01-01 00:06:00,0.8951543,0.8976062,0.90001166,0.9023592,0.9046387,0.9068421,0.9089637
2025-01-01 00:07:00,0.8951664,0.8976172,0.9000214,0.90236723,0.9046449,0.9068463,0.90896565
2025-01-01 00:08:00,0.89517844,0.89762825,0.90003103,0.9023753,0.9046511,0.9068504,0.9089676
2025-01-01 00:09:00,0.8951905,0.8976393,0.9000407,0.90238327,0.9046572,0.90685445,0.9089695
2025-01-01 00:10:00,0.89520246,0.8976502,0.9000503,0.9023912,0.90466326,0.9068585,0.90897137
2025-01-01 00:11:00,0.8952145,0.89766115,0.9000598,0.90239906,0.9046693,0.90686244,0.90897316
2025-01-01 00:12:00,0.89522654,0.89767206,0.9000693,0.90240693,0.90467525,0.9068663,0.9089748
2025-01-01 00:13:00,0.89523846,0.8976829,0.9000788,0.90241474,0.90468115,0.9068702,0.9089765
2025-01-01 00:14:00,0.8952504,0.89769375,0.9000882,0.9024225,0.904687,0.90687394,0.9089781
2025-01-01 00:15:00,0.89526224,0.89770454,0.9000976,0.9024302,0.90469277,0.9068777,0.90897965
2025-01-01 00:16:00,0.89527416,0.89771533,0.90010697,0.90243787,0.90469855,0.9068814,0.9089812
2025-01-01 00:17:00,0.89528596,0.89772606,0.90011626,0.9024455,0.9047043,0.90688497,0.90898263
2025-01-01 00:18:00,0.8952978,0.8977368,0.90012556,0.90245306,0.9047099,0.90688854,0.908984
2025-01-01 00:19:00,0.8953096,0.8977474,0.90013474,0.9024606,0.9047155,0.90689206,0.9089853
2025-01-01 00:20:00,0.8953214,0.89775807,0.9001439,0.902468,0.904721,0.9068955,0.90898657
2025-01-01 00:21:00,0.8953332,0.8977687,0.9001531,0.9024755,0.9047265,0.9068989,0.9089878
2025-01-01 00:22:00,0.8953449,0.8977792,0.9001622,0.90248287,0.904732,0.90690225,0.90898895
2025-01-01 00:23:00,0.89535666,0.8977898,0.9001713,0.9024902,0.90473735,0.90690553,0.90899
2025-01-01 00:24:00,0.8953683,0.89780027,0.9001803,0.9024975,0.9047427,0.9069088,0.9089911
2025-01-01 00:25:00,0.89537996,0.89781076,0.9001893,0.9025047,0.90474796,0.90691197,0.90899205
2025-01-01 00:26:00,0.8953915,0.8978212,0.9001982,0.9025119,0.9047532,0.9069151,0.908993
2025-01-01 00:27:00,0.89540315,0.89783156,0.9002071,0.90251905,0.9047584,0.90691817,0.90899384
2025-01-01 00:28:00,0.8954147,0.89784193,0.900216,0.90252614,0.9047635,0.9069212,0.9089947
2025-01-01 00:29:00,0.89542633,0.8978523,0.9002248,0.9025332,0.9047686,0.9069241,0.90899545
2025-01-01 00:30:00,0.89402497,0.8966401,0.9003657,0.90239877,0.9050359,0.907519,0.91008025
2025-01-01 00:31:00,0.893118,0.8958558,0.9004603,0.90231377,0.90521145,0.9079066,0.9107856
2025-01-01 00:32:00,0.8925325,0.89534956,0.90052485,0.9022609,0.90532714,0.90815943,0.9112443
2025-01-01 00:33:00,0.89215595,0.895024,0.9005698,0.9022289,0.9054041,0.9083248,0.91154253
2025-01-01 00:34:00,0.8919152,0.8948159,0.900602,0.9022104,0.9054557,0.90843314,0.9117365
2025-01-01 00:35:00,0.8917627,0.8946842,0.9006259,0.90220076,0.9054909,0.9085044,0.91186273
2025-01-01 00:36:00,0.8916674,0.89460206,0.90064436,0.9021968,0.9055154,0.90855163,0.91194487
2025-01-01 00:37:00,0.8916095,0.8945522,0.90065926,0.9021965,0.9055329,0.90858316,0.9119983
2025-01-01 00:38:00,0.89157575,0.89452326,0.90067196,0.9021986,0.90554583,0.90860444,0.9120331
2025-01-01 00:39:00,0.89155775,0.8945079,0.90068305,0.90220225,0.90555584,0.90861917,0.91205573
2025-01-01 00:40:00,0.89155,0.8945014,0.9006932,0.90220684,0.90556383,0.9086295,0.91207045
2025-01-01 00:41:00,0.8915488,0.89450055,0.9007026,0.9022121,0.90557057,0.9086369,0.91208
2025-01-01 00:42:00,0.8915519,0.8945034,0.9007116,0.9022177,0.90557647,0.90864253,0.9120862
2025-01-01 00:43:00,0.8915579,0.8945087,0.9007203,0.9022235,0.9055817,0.9086469,0.9120901
2025-01-01 00:44:00,0.89156556,0.8945156,0.90072876,0.9022295,0.90558666,0.9086504,0.9120926
2025-01-01 00:45:00,0.8915745,0.8945234,0.9007371,0.9022355,0.9055913,0.9086534,0.9120941
2025-01-01 00:46:00,0.89158416,0.89453185,0.90074533,0.9022416,0.9055957,0.90865594,0.91209507
2025-01-01 00:47:00,0.8915942,0.8945407,0.9007534,0.90224767,0.9056,0.9086583,0.9120955
2025-01-01 00:48:00,0.89160454,0.89454985,0.9007614,0.90225375,0.9056042,0.9086605,0.9120956
2025-01-01 00:49:00,0.8916151,0.8945591,0.9007695,0.9022597,0.90560824,0.90866244,0.91209555
2025-01-01 00:50:00,0.8916258,0.8945684,0.90077734,0.9022657,0.90561223,0.90866435,0.91209525
2025-01-01 00:51:00,0.8916365,0.89457774,0.90078515,0.9022717,0.9056161,0.90866613,0.9120949
2025-01-01 00:52:00,0.8916473,0.89458716,0.90079296,0.9022776,0.90562,0.90866786,0.91209435
2025-01-01 00:53:00,0.89165807,0.8945965,0.9008007,0.90228343,0.90562373,0.9086695,0.9120938
2025-01-01 00:54:00,0.8916688,0.8946058,0.9008084,0.9022892,0.9056274,0.908671,0.9120932
2025-01-01 00:55:00,0.8916795,0.89461523,0.9008161,0.902295,0.9056311,0.9086725,0.91209245
2025-01-01 00:56:00,0.8916903,0.89462453,0.9008237,0.90230066,0.90563476,0.90867394,0.9120917
2025-01-01 00:57:00,0.891701,0.89463377,0.9008312,0.9023063,0.90563834,0.9086753,0.91209084
2025-01-01 00:58:00,0.89171165,0.894643,0.9008388,0.9023119,0.9056418,0.9086766,0.91208994
2025-01-01 00:59:00,0.89172226,0.8946522,0.90084624,0.90231746,0.90564525,0.9086779,0.91208893
2025-01-01 01:00:00,0.8909774,0.8940859,0.9014461,0.9025594,0.90660083,0.9098972,0.91379493
2025-01-01 01:01:00,0.89049685,0.89372087,0.9018385,0.9027185,0.9072231,0.9106902,0.9149034
2025-01-01 01:02:00,0.8901882,0.89348674,0.9020961,0.90282375,0.9076288,0.9112059,0.9156235
2025-01-01 01:03:00,0.8899913,0.8933377,0.9022661,0.902894,0.9078935,0.91154146,0.9160911
2025-01-01 01:04:00,0.8898669,0.89324397,0.90237904,0.9029415,0.90806663,0.9117599,0.91639453
2025-01-01 01:05:00,0.88978964,0.89318615,0.9024549,0.9029741,0.90818024,0.9119021,0.9165913
2025-01-01 01:06:00,0.88974303,0.8931517,0.90250677,0.90299714,0.90825516,0.9119949,0.91671866
2025-01-01 01:07:00,0.8897164,0.89313227,0.9025429,0.9030139,0.9083048,0.9120554,0.916801
2025-01-01 01:08:00,0.8897026,0.89312273,0.9025688,0.90302646,0.9083381,0.91209495,0.9168539
2025-01-01 01:09:00,0.8896974,0.8931196,0.9025881,0.90303636,0.9083607,0.9121209,0.9168877
2025-01-01 01:10:00,0.8896974,0.8931205,0.90260303,0.9030446,0.9083764,0.9121379,0.9169091
2025-01-01 01:11:00,0.889701,0.8931242,0.90261513,0.90305156,0.90838754,0.9121492,0.91692245
2025-01-01 01:12:00,0.88970685,0.8931296,0.9026253,0.9030577,0.90839565,0.9121566,0.91693044
2025-01-01 01:13:00,0.88971424,0.893136,0.9026343,0.9030634,0.90840185,0.9121616,0.916935
2025-01-01 01:14:00,0.8897225,0.8931432,0.9026425,0.9030687,0.90840673,0.9121649,0.9169373
2025-01-01 01:15:00,0.88973147,0.8931508,0.90265006,0.9030738,0.9084108,0.9121672,0.91693807
2025-01-01 01:16:00,0.8897407,0.8931587,0.90265733,0.9030786,0.90841424,0.91216874,0.9169378
2025-01-01 01:17:00,0.8897502,0.8931668,0.90266436,0.90308344,0.9084173,0.91216975,0.916937
2025-01-01 01:18:00,0.8897598,0.8931749,0.90267116,0.9030881,0.9084201,0.9121704,0.9169357
2025-01-01 01:19:00,0.8897695,0.89318305,0.90267783,0.9030926,0.9084227,0.9121709,0.916934
2025-01-01 01:20:00,0.8897793,0.8931912,0.9026844,0.9030971,0.9084252,0.9121712,0.91693217
2025-01-01 01:21:00,0.8897891,0.89319944,0.9026908,0.9031015,0.90842754,0.91217136,0.9169302
2025-01-01 01:22:00,0.8897988,0.89320755,0.90269727,0.9031058,0.90842974,0.91217136,0.91692805
2025-01-01 01:23:00,0.88980854,0.8932157,0.9027036,0.9031101,0.90843195,0.9121713,0.9169258
2025-01-01 01:24:00,0.8898183,0.8932238,0.90270984,0.90311426,0.908434,0.9121712,0.91692346
2025-01-01 01:25:00,0.88982797,0.89323187,0.90271604,0.90311843,0.908436,0.91217095,0.9169211
2025-01-01 01:26:00,0.8898376,0.8932399,0.9027222,0.90312254,0.9084379,0.9121707,0.9169186
2025-01-01 01:27:00,0.8898473,0.8932479,0.90272826,0.9031266,0.9084398,0.91217035,0.916916
2025-01-01 01:28:00,0.8898568,0.89325583,0.90273434,0.9031306,0.9084416,0.91216993,0.91691345
2025-01-01 01:29:00,0.88986635,0.8932637,0.9027403,0.9031345,0.9084434,0.9121695,0.91691077
2025-01-01 01:30:00,0.8897913,0.8933532,0.90378827,0.9037485,0.9100702,0.9139915,0.9192074
2025-01-01 01:31:00,0.8897458,0.89341414,0.90447146,0.9041489,0.91112804,0.91517556,0.92069924
2025-01-01 01:32:00,0.8897194,0.89345646,0.90491754,0.9044105,0.91181624,0.915945,0.9216679
2025-01-01 01:33:00,0.88970554,0.8934866,0.9052095,0.9045817,0.91226405,0.91644484,0.92229646
2025-01-01 01:34:00,0.8896998,0.8935089,0.9054013,0.9046943,0.91255563,0.91676944,0.92270404
2025-01-01 01:35:00,0.88969934,0.893526,0.90552783,0.9047687,0.9127456,0.91698015,0.9229678
2025-01-01 01:36:00,0.8897022,0.89353967,0.90561205,0.9048183,0.9128695,0.9171167,0.9231382
2025-01-01 01:37:00,0.8897073,0.89355123,0.90566874,0.90485173,0.9129505,0.91720515,0.9232478
2025-01-01 01:38:00,0.88971376,0.8935613,0.9057075,0.9048746,0.91300356,0.91726226,0.9233179
2025-01-01 01:39:00,0.8897212,0.89357036,0.9057345,0.90489066,0.91303843,0.917299,0.9233623
2025-01-01 01:40:00,0.88972914,0.8935789,0.905754,0.9049022,0.91306144,0.9173224,0.92339
