TIME,H_001_v000,H_002_v000
2025-01-01 00:01:00,1.0501345,1.0517639
2025-01-01 00:02:00,1.0501243,1.0517552
2025-01-01 00:03:00,1.0501142,1.0517466
2025-01-01 00:04:00,1.0501039,1.0517379
2025-01-01 00:05:00,1.0500938,1.0517293
2025-01-01 00:06:00,1.0500836,1.0517207
2025-01-01 00:07:00,1.0500736,1.0517123
2025-01-01 00:08:00,1.0500636,1.0517038
2025-01-01 00:09:00,1.0500536,1.0516955
2025-01-01 00:10:00,1.0500436,1.051687
2025-01-01 00:11:00,1.0500337,1.0516788
2025-01-01 00:12:00,1.0500238,1.0516704
2025-01-01 00:13:00,1.050014,1.0516622
2025-01-01 00:14:00,1.0500042,1.051654
2025-01-01 00:15:00,1.0499945,1.0516459
2025-01-01 00:16:00,1.0499847,1.0516378
2025-01-01 00:17:00,1.049975,1.0516297
2025-01-01 00:18:00,1.0499654,1.0516217
2025-01-01 00:19:00,1.0499557,1.0516137
2025-01-01 00:20:00,1.0499462,1.0516058
2025-01-01 00:21:00,1.0499367,1.051598
2025-01-01 00:22:00,1.0499271,1.0515901
2025-01-01 00:23:00,1.0499177,1.0515823
2025-01-01 00:24:00,1.0499083,1.0515746
2025-01-01 00:25:00,1.0498989,1.0515668
2025-01-01 00:26:00,1.0498896,1.0515592
2025-01-01 00:27:00,1.0498803,1.0515517
2025-01-01 00:28:00,1.049871,1.0515441
2025-01-01 00:29:00,1.0498618,1.0515366
2025-01-01 00:30:00,1.0504254,1.0520773
2025-01-01 00:31:00,1.0509661,1.052596
2025-01-01 00:32:00,1.051485,1.0530938
2025-01-01 00:33:00,1.0519826,1.0535713
2025-01-01 00:34:00,1.0524602,1.0540296
2025-01-01 00:35:00,1.0529182,1.0544693
2025-01-01 00:36:00,1.0533576,1.0548912
2025-01-01 00:37:00,1.0537792,1.055296
2025-01-01 00:38:00,1.0541836,1.0556843
2025-01-01 00:39:00,1.0545715,1.0560569
2025-01-01 00:40:00,1.0549437,1.0564142
2025-01-01 00:41:00,1.0553006,1.0567571
2025-01-01 00:42:00,1.0556428,1.057086
2025-01-01 00:43:00,1.055971,1.0574015
2025-01-01 00:44:00,1.0562859,1.0577042
2025-01-01 00:45:00,1.0565879,1.0579945
2025-01-01 00:46:00,1.0568775,1.0582731
2025-01-01 00:47:00,1.0571554,1.0585403
2025-01-01 00:48:00,1.0574217,1.0587965
2025-01-01 00:49:00,1.057677,1.0590423
2025-01-01 00:50:00,1.0579219,1.0592781
2025-01-01 00:51:00,1.0581567,1.0595043
2025-01-01 00:52:00,1.0583817,1.0597211
2025-01-01 00:53:00,1.0585976,1.0599291
2025-01-01 00:54:00,1.0588045,1.0601287
2025-01-01 00:55:00,1.0590029,1.0603199
2025-01-01 00:56:00,1.059193,1.0605034
2025-01-01 00:57:00,1.0593753,1.0606793
2025-01-01 00:58:00,1.0595499,1.060848
2025-01-01 00:59:00,1.0597174,1.0610096
2025-01-01 01:00:00,1.0603936,1.0616603
2025-01-01 01:01:00,1.0610424,1.0622847
2025-01-01 01:02:00,1.061665,1.0628841
2025-01-01 01:03:00,1.0622625,1.0634593
2025-01-01 01:04:00,1.0628358,1.0640112
2025-01-01 01:05:00,1.063386,1.0645409
2025-01-01 01:06:00,1.063914,1.0650493
2025-01-01 01:07:00,1.0644203,1.0655371
2025-01-01 01:08:00,1.0649064,1.0660052
2025-01-01 01:09:00,1.0653727,1.0664545
2025-01-01 01:10:00,1.0658201,1.0668856
2025-01-01 01:11:00,1.0662493,1.0672992
2025-01-01 01:12:00,1.0666611,1.0676962
2025-01-01 01:13:00,1.0670562,1.0680772
2025-01-01 01:14:00,1.0674351,1.0684427
2025-01-01 01:15:00,1.0677989,1.0687934
2025-01-01 01:16:00,1.0681477,1.0691301
2025-01-01 01:17:00,1.0684824,1.069453
2025-01-01 01:18:00,1.0688034,1.0697628
2025-01-01 01:19:00,1.0691115,1.0700601
2025-01-01 01:20:00,1.0694067,1.0703455
2025-01-01 01:21:00,1.0696902,1.0706192
2025-01-01 01:22:00,1.069962,1.0708818
2025-01-01 01:23:00,1.0702229,1.0711339
2025-01-01 01:24:00,1.0704728,1.0713757
