TIME,P_001_v000,P_001_v001,P_002_v000,P_002_v001
2025-01-01 00:01:00,0.9971786,0.8996786,1.0021878,0.9046917
2025-01-01 00:02:00,0.99719125,0.89969164,1.002201,0.90470445
2025-01-01 00:03:00,0.9972039,0.89970464,1.002214,0.90471715
2025-01-01 00:04:00,0.9972165,0.8997177,1.0022271,0.9047299
2025-01-01 00:05:00,0.9972292,0.89973074,1.0022402,0.9047426
2025-01-01 00:06:00,0.99724185,0.89974385,1.0022532,0.9047553
2025-01-01 00:07:00,0.99725455,0.89975685,1.0022663,0.90476793
2025-01-01 00:08:00,0.99726725,0.89976996,1.0022793,0.9047806
2025-01-01 00:09:00,0.99728,0.899783,1.0022924,0.90479326
2025-01-01 00:10:00,0.9972927,0.89979607,1.0023054,0.9048059
2025-01-01 00:11:00,0.99730545,0.8998092,1.0023184,0.90481853
2025-01-01 00:12:00,0.9973182,0.89982224,1.0023315,0.9048311
2025-01-01 00:13:00,0.99733096,0.89983535,1.0023445,0.9048437
2025-01-01 00:14:00,0.9973438,0.8998484,1.0023575,0.90485626
2025-01-01 00:15:00,0.9973566,0.8998615,1.0023705,0.90486884
2025-01-01 00:16:00,0.9973694,0.8998746,1.0023836,0.9048814
2025-01-01 00:17:00,0.9973822,0.89988774,1.0023965,0.9048939
2025-01-01 00:18:00,0.99739504,0.8999008,1.0024095,0.9049064
2025-01-01 00:19:00,0.9974079,0.8999139,1.0024225,0.9049189
2025-01-01 00:20:00,0.9974207,0.899927,1.0024354,0.90493137
2025-01-01 00:21:00,0.9974336,0.89994013,1.0024484,0.9049438
2025-01-01 00:22:00,0.9974465,0.89995325,1.0024614,0.9049563
2025-01-01 00:23:00,0.99745935,0.89996636,1.0024743,0.9049687
2025-01-01 00:24:00,0.9974723,0.8999795,1.0024873,0.9049811
2025-01-01 00:25:00,0.99748516,0.8999926,1.0025002,0.9049934
2025-01-01 00:26:00,0.9974981,0.9000057,1.0025132,0.9050058
2025-01-01 00:27:00,0.997511,0.90001875,1.002526,0.90501815
2025-01-01 00:28:00,0.99752396,0.90003186,1.0025389,0.9050304
2025-01-01 00:29:00,0.9975369,0.900045,1.0025518,0.90504277
2025-01-01 00:30:00,1.003881,0.9179604,1.0074645,0.9124001
2025-01-01 00:31:00,1.0089587,0.9296101,1.0113974,0.91718674
2025-01-01 00:32:00,1.0130235,0.9371869,1.0145462,0.9203023
2025-01-01 00:33:00,1.016278,0.94211644,1.0170678,0.92233163
2025-01-01 00:34:00,1.0188842,0.9453252,1.0190876,0.923655
2025-01-01 00:35:00,1.0209718,0.9474155,1.020706,0.92451936
2025-01-01 00:36:00,1.0226444,0.94877875,1.0220034,0.9250855
2025-01-01 00:37:00,1.0239851,0.9496694,1.0230438,0.92545766
2025-01-01 00:38:00,1.0250604,0.950253,1.0238786,0.9257039
2025-01-01 00:39:00,1.0259231,0.9506369,1.024549,0.9258681
2025-01-01 00:40:00,1.0266159,0.950891,1.0250878,0.925979
2025-01-01 00:41:00,1.0271727,0.9510608,1.0255215,0.9260553
2025-01-01 00:42:00,1.0276209,0.95117563,1.0258709,0.92610914
2025-01-01 00:43:00,1.027982,0.95125496,1.0261531,0.9261483
2025-01-01 00:44:00,1.0282736,0.95131105,1.0263813,0.9261779
2025-01-01 00:45:00,1.0285093,0.95135206,1.0265664,0.9262014
2025-01-01 00:46:00,1.0287006,0.9513833,1.026717,0.9262208
2025-01-01 00:47:00,1.0288563,0.95140815,1.0268399,0.9262375
2025-01-01 00:48:00,1.0289834,0.9514289,1.0269408,0.92625254
2025-01-01 00:49:00,1.0290877,0.95144695,1.027024,0.92626643
2025-01-01 00:50:00,1.0291737,0.9514632,1.027093,0.9262796
2025-01-01 00:51:00,1.0292451,0.9514783,1.0271509,0.9262923
2025-01-01 00:52:00,1.029305,0.95149267,1.0271996,0.9263046
2025-01-01 00:53:00,1.0293554,0.9515066,1.0272411,0.92631674
2025-01-01 00:54:00,1.0293984,0.9515202,1.0272768,0.92632866
2025-01-01 00:55:00,1.0294355,0.95153356,1.0273079,0.9263406
2025-01-01 00:56:00,1.0294677,0.9515468,1.0273352,0.9263524
2025-01-01 00:57:00,1.029496,0.95155996,1.0273595,0.92636406
2025-01-01 00:58:00,1.0295213,0.9515731,1.0273815,0.9263758
2025-01-01 00:59:00,1.0295442,0.9515861,1.0274017,0.92638737
2025-01-01 01:00:00,1.0332865,0.95150506,1.0309551,0.9274258
2025-01-01 01:01:00,1.0362829,0.9514569,1.0338002,0.92810476
2025-01-01 01:02:00,1.0386826,0.9514302,1.0360789,0.9285502
2025-01-01 01:03:00,1.040605,0.9514173,1.0379043,0.9288437
2025-01-01 01:04:00,1.0421455,0.9514135,1.039367,0.9290384
2025-01-01 01:05:00,1.0433806,0.9514155,1.0405396,0.929169
2025-01-01 01:06:00,1.0443712,0.9514213,1.0414803,0.9292578
2025-01-01 01:07:00,1.0451664,0.95142967,1.0422351,0.92931956
2025-01-01 01:08:00,1.0458051,0.95143956,1.0428416,0.92936367
2025-01-01 01:09:00,1.0463188,0.95145047,1.0433291,0.9293963
2025-01-01 01:10:00,1.0467323,0.9514621,1.0437216,0.92942137
2025-01-01 01:11:00,1.0470657,0.9514741,1.044038,0.92944163
2025-01-01 01:12:00,1.0473351,0.9514864,1.0442935,0.92945874
2025-01-01 01:13:00,1.0475533,0.95149887,1.0445004,0.9294737
2025-01-01 01:14:00,1.0477303,0.95151144,1.0446682,0.9294873
2025-01-01 01:15:00,1.0478747,0.95152414,1.0448049,0.92950004
2025-01-01 01:16:00,1.0479927,0.95153683,1.0449167,0.9295122
2025-01-01 01:17:00,1.0480897,0.9515496,1.0450087,0.929524
2025-01-01 01:18:00,1.0481701,0.9515623,1.0450845,0.92953545
2025-01-01 01:19:00,1.0482368,0.95157504,1.0451475,0.92954683
2025-01-01 01:20:00,1.048293,0.9515878,1.0452006,0.929558
2025-01-01 01:21:00,1.0483404,0.9516005,1.0452452,0.92956907
2025-01-01 01:22:00,1.048381,0.95161325,1.0452833,0.92958003
2025-01-01 01:23:00,1.0484161,0.95162594,1.0453162,0.929591
2025-01-01 01:24:00,1.0484469,0.95163864,1.0453448,0.92960197
