TIME,N_001_v000,N_002_v000,N_003_v000
2025-01-01 00:01:00,0.9940892,0.996508,0.99896985
2025-01-01 00:02:00,0.9940993,0.99651945,0.9989822
2025-01-01 00:03:00,0.99410945,0.99653083,0.99899447
2025-01-01 00:04:00,0.99411964,0.9965423,0.99900687
2025-01-01 00:05:00,0.9941299,0.9965538,0.99901927
2025-01-01 00:06:00,0.99414015,0.9965653,0.99903166
2025-01-01 00:07:00,0.99415046,0.9965768,0.99904406
2025-01-01 00:08:00,0.99416083,0.99658835,0.99905646
2025-01-01 00:09:00,0.9941712,0.9965999,0.9990689
2025-01-01 00:10:00,0.9941816,0.9966115,0.9990814
2025-01-01 00:11:00,0.994192,0.99662316,0.9990939
2025-01-01 00:12:00,0.9942025,0.9966348,0.9991064
2025-01-01 00:13:00,0.994213,0.99664646,0.9991189
2025-01-01 00:14:00,0.99422354,0.9966582,0.99913144
2025-01-01 00:15:00,0.99423414,0.99666995,0.999144
2025-01-01 00:16:00,0.99424475,0.9966817,0.9991566
2025-01-01 00:17:00,0.9942554,0.9966935,0.9991692
2025-01-01 00:18:00,0.9942661,0.9967053,0.99918175
2025-01-01 00:19:00,0.9942768,0.99671715,0.9991944
2025-01-01 00:20:00,0.99428755,0.99672896,0.999207
2025-01-01 00:21:00,0.99429834,0.9967409,0.99921966
2025-01-01 00:22:00,0.9943091,0.9967528,0.99923235
2025-01-01 00:23:00,0.99432,0.9967647,0.99924505
2025-01-01 00:24:00,0.9943308,0.9967767,0.9992577
2025-01-01 00:25:00,0.9943418,0.9967887,0.99927044
2025-01-01 00:26:00,0.9943527,0.99680066,0.99928313
2025-01-01 00:27:00,0.99436367,0.9968127,0.9992959
2025-01-01 00:28:00,0.9943747,0.99682474,0.99930865
2025-01-01 00:29:00,0.9943857,0.99683684,0.9993214
2025-01-01 00:30:00,1.000945,1.0042796,1.0030541
2025-01-01 00:31:00,1.0061946,1.0102361,1.0060431
2025-01-01 00:32:00,1.0103966,1.0150039,1.0084367
2025-01-01 00:33:00,1.0137603,1.0188205,1.0103542
2025-01-01 00:34:00,1.0164536,1.0218763,1.0118906
2025-01-01 00:35:00,1.0186106,1.0243235,1.0131224
2025-01-01 00:36:00,1.0203384,1.0262835,1.0141104
2025-01-01 00:37:00,1.021723,1.0278541,1.0149033
2025-01-01 00:38:00,1.022833,1.029113,1.0155405
2025-01-01 00:39:00,1.0237231,1.0301226,1.0160526
2025-01-01 00:40:00,1.0244375,1.0309328,1.016465
2025-01-01 00:41:00,1.0250114,1.0315833,1.0167974
2025-01-01 00:42:00,1.0254728,1.0321064,1.0170659
2025-01-01 00:43:00,1.0258443,1.0325273,1.0172834
2025-01-01 00:44:00,1.0261438,1.0328664,1.0174599
2025-01-01 00:45:00,1.0263857,1.0331402,1.0176038
2025-01-01 00:46:00,1.0265815,1.0333619,1.0177213
2025-01-01 00:47:00,1.0267406,1.0335417,1.0178181
2025-01-01 00:48:00,1.02687,1.033688,1.0178981
2025-01-01 00:49:00,1.026976,1.0338075,1.0179647
2025-01-01 00:50:00,1.0270631,1.0339057,1.0180206
2025-01-01 00:51:00,1.0271353,1.0339868,1.0180678
2025-01-01 00:52:00,1.0271952,1.0340542,1.0181082
2025-01-01 00:53:00,1.0272455,1.0341105,1.0181433
2025-01-01 00:54:00,1.0272882,1.0341581,1.0181738
2025-01-01 00:55:00,1.0273247,1.0341988,1.0182009
2025-01-01 00:56:00,1.0273563,1.0342337,1.0182251
2025-01-01 00:57:00,1.0273839,1.0342643,1.0182471
2025-01-01 00:58:00,1.0274085,1.0342914,1.0182674
2025-01-01 00:59:00,1.0274304,1.0343155,1.0182861
2025-01-01 01:00:00,1.0271109,1.0340387,1.0180014
2025-01-01 01:01:00,1.0268577,1.0338197,1.0177761
2025-01-01 01:02:00,1.0266576,1.0336472,1.0175986
2025-01-01 01:03:00,1.0264999,1.0335116,1.0174592
2025-01-01 01:04:00,1.0263761,1.0334058,1.0173503
2025-01-01 01:05:00,1.0262794,1.0333236,1.0172658
2025-01-01 01:06:00,1.0262046,1.0332603,1.0172007
2025-01-01 01:07:00,1.0261472,1.0332124,1.0171514
2025-01-01 01:08:00,1.0261037,1.0331767,1.0171145
2025-01-01 01:09:00,1.0260713,1.0331507,1.0170877
2025-01-01 01:10:00,1.026048,1.0331323,1.0170689
2025-01-01 01:11:00,1.0260316,1.0331202,1.0170562
2025-01-01 01:12:00,1.026021,1.0331131,1.0170488
2025-01-01 01:13:00,1.0260149,1.03311,1.0170456
2025-01-01 01:14:00,1.0260125,1.0331101,1.0170456
2025-01-01 01:15:00,1.0260131,1.0331129,1.0170482
2025-01-01 01:16:00,1.0260161,1.0331177,1.017053
2025-01-01 01:17:00,1.0260208,1.033124,1.0170594
2025-01-01 01:18:00,1.0260271,1.0331316,1.0170672
2025-01-01 01:19:00,1.0260347,1.0331403,1.017076
2025-01-01 01:20:00,1.0260432,1.0331498,1.0170857
2025-01-01 01:21:00,1.0260525,1.0331601,1.0170959
2025-01-01 01:22:00,1.0260624,1.0331709,1.017107
2025-01-01 01:23:00,1.0260729,1.0331821,1.0171183
2025-01-01 01:24:00,1.0260837,1.0331937,1.01713
2025-01-01 01:25:00,1.0260948,1.0332055,1.0171419
2025-01-01 01:26:00,1.0261064,1.0332177,1.0171541
2025-01-01 01:27:00,1.0261179,1.03323,1.0171665
2025-01-01 01:28:00,1.0261298,1.0332423,1.017179
2025-01-01 01:29:00,1.0261419,1.0332549,1.0171916
2025-01-01 01:30:00,1.0264626,1.0337645,1.0175312
2025-01-01 01:31:00,1.0267215,1.0341748,1.0178053
2025-01-01 01:32:00,1.0269314,1.0345056,1.0180273
2025-01-01 01:33:00,1.0271018,1.0347729,1.0182076
2025-01-01 01:34:00,1.0272406,1.0349892,1.0183542
2025-01-01 01:35:00,1.0273541,1.035165,1.0184742
2025-01-01 01:36:00,1.0274476,1.0353082,1.0185729
2025-01-01 01:37:00,1.0275248,1.0354254,1.0186545
2025-01-01 01:38:00,1.0275892,1.0355217,1.0187222
2025-01-01 01:39:00,1.0276432,1.0356015,1.018779
2025-01-01 01:40:00,1.0276889,1.0356679,1.0188272
2025-01-01 01:41:00,1.0277281,1.0357236,1.0188682
2025-01-01 01:42:00,1.0277619,1.0357708,1.0189037
2025-01-01 01:43:00,1.0277916,1.0358111,1.0189347
2025-01-01 01:44:00,1.027818,1.035846,1.0189621
2025-01-01 01:45:00,1.0278414,1.0358766,1.0189866
2025-01-01 01:46:00,1.0278629,1.0359036,1.0190088
