TIME,R_001_v000,R_004_v000,R_005_v000,R_006_v000,R_007_v000,R_008_v000,R_010_v000
2025-01-01 00:01:00,0.9063924,0.9086642,0.8968591,0.8989716,0.9009984,0.9029388,0.90479445
2025-01-01 00:02:00,0.9064003,0.9086702,0.89686304,0.8989734,0.900998,0.9029361,0.9047897
2025-01-01 00:03:00,0.90640813,0.90867615,0.8968669,0.89897513,0.90099746,0.9029334,0.90478486
2025-01-01 00:04:00,0.90641594,0.90868205,0.8968708,0.8989768,0.9009969,0.9029306,0.9047799
2025-01-01 00:05:00,0.9064237,0.9086879,0.89687455,0.89897835,0.90099627,0.9029278,0.90477496
2025-01-01 00:06:00,0.9064314,0.90869373,0.8968783,0.8989799,0.9009956,0.9029249,0.90476996
2025-01-01 00:07:00,0.90643907,0.90869945,0.89688194,0.8989814,0.90099484,0.902922,0.9047649
2025-01-01 00:08:00,0.9064467,0.9087051,0.8968856,0.8989828,0.90099406,0.902919,0.90475976
2025-01-01 00:09:00,0.90645427,0.9087108,0.8968891,0.8989842,0.9009932,0.90291595,0.90475464
2025-01-01 00:10:00,0.9064618,0.9087164,0.8968926,0.8989855,0.90099233,0.9029128,0.9047494
2025-01-01 00:11:00,0.9064692,0.9087219,0.89689606,0.89898676,0.9009913,0.90290964,0.90474415
2025-01-01 00:12:00,0.9064766,0.9087274,0.89689946,0.898988,0.9009903,0.9029064,0.90473884
2025-01-01 00:13:00,0.906484,0.90873283,0.8969028,0.89898914,0.90098923,0.90290314,0.9047334
2025-01-01 00:14:00,0.90649134,0.9087382,0.8969061,0.8989902,0.9009881,0.9028998,0.904728
2025-01-01 00:15:00,0.9064986,0.90874356,0.8969093,0.8989912,0.9009869,0.90289646,0.9047225
2025-01-01 00:16:00,0.9065058,0.9087488,0.89691246,0.89899224,0.90098566,0.902893,0.90471697
2025-01-01 00:17:00,0.90651304,0.90875405,0.89691556,0.89899313,0.90098435,0.9028895,0.9047114
2025-01-01 00:18:00,0.9065201,0.90875924,0.89691865,0.898994,0.900983,0.902886,0.90470576
2025-01-01 00:19:00,0.9065272,0.9087643,0.89692163,0.8989948,0.90098155,0.90288234,0.9047001
2025-01-01 00:20:00,0.90653425,0.90876937,0.8969246,0.8989955,0.90098006,0.9028787,0.9046944
2025-01-01 00:21:00,0.9065413,0.90877444,0.8969275,0.89899623,0.9009785,0.90287495,0.9046886
2025-01-01 00:22:00,0.9065482,0.9087794,0.89693034,0.8989969,0.90097696,0.9028712,0.9046827
2025-01-01 00:23:00,0.9065551,0.9087843,0.89693314,0.8989974,0.9009753,0.9028674,0.90467685
2025-01-01 00:24:00,0.906562,0.90878916,0.8969358,0.89899796,0.90097356,0.9028635,0.9046709
2025-01-01 00:25:00,0.90656877,0.9087939,0.8969385,0.89899844,0.90097183,0.90285957,0.9046649
2025-01-01 00:26:00,0.9065755,0.9087987,0.8969411,0.8989988,0.90097,0.9028556,0.90465885
2025-01-01 00:27:00,0.9065822,0.9088034,0.8969437,0.89899915,0.90096813,0.9028515,0.9046528
2025-01-01 00:28:00,0.90658885,0.908808,0.8969462,0.89899945,0.90096617,0.9028474,0.9046466
2025-01-01 00:29:00,0.9065954,0.9088126,0.89694864,0.8989997,0.9009642,0.90284324,0.9046404
2025-01-01 00:30:00,0.9093041,0.91159564,0.89963883,0.9010293,0.90503705,0.906789,0.9089149
2025-01-01 00:31:00,0.91106695,0.91340613,0.9013882,0.9023485,0.90768355,0.9093522,0.9116911
2025-01-01 00:32:00,0.91221505,0.9145845,0.90252614,0.903206,0.909403,0.9110167,0.91349345
2025-01-01 00:33:00,0.9129635,0.9153519,0.9032665,0.9037633,0.9105199,0.91209704,0.9146626
2025-01-01 00:34:00,0.9134522,0.91585225,0.90374845,0.9041255,0.911245,0.9127977,0.9154203
2025-01-01 00:35:00,0.913772,0.9161789,0.90406245,0.90436083,0.91171545,0.9132515,0.9159105
2025-01-01 00:36:00,0.91398203,0.9163927,0.9042672,0.9045137,0.9120203,0.9135449,0.9162268
2025-01-01 00:37:00,0.9141207,0.916533,0.904401,0.90461296,0.91221774,0.91373396,0.91643006
2025-01-01 00:38:00,0.91421294,0.9166256,0.90448856,0.90467733,0.91234505,0.9138552,0.9165598
2025-01-01 00:39:00,0.91427505,0.91668725,0.90454614,0.904719,0.9124269,0.91393226,0.9166417
2025-01-01 00:40:00,0.9143174,0.9167287,0.9045841,0.904746,0.9124791,0.9139807,0.9166926
2025-01-01 00:41:00,0.91434705,0.9167569,0.9046094,0.9047633,0.91251206,0.91401047,0.9167233
2025-01-01 00:42:00,0.9143684,0.9167766,0.90462637,0.9047743,0.9125325,0.9140281,0.9167408
2025-01-01 00:43:00,0.9143843,0.9167907,0.904638,0.9047813,0.91254485,0.9140378,0.9167498
2025-01-01 00:44:00,0.91439664,0.91680115,0.90464604,0.9047855,0.91255176,0.9140423,0.9167532
2025-01-01 00:45:00,0.91440666,0.9168092,0.90465176,0.904788,0.9125553,0.9140435,0.9167528
2025-01-01 00:46:00,0.9144152,0.9168157,0.904656,0.90478927,0.91255647,0.9140424,0.91675013
2025-01-01 00:47:00,0.91442263,0.9168211,0.90465915,0.9047898,0.9125562,0.91403997,0.91674584
2025-01-01 00:48:00,0.9144294,0.9168259,0.90466166,0.9047898,0.91255486,0.91403645,0.91674054
2025-01-01 00:49:00,0.9144358,0.9168302,0.90466374,0.90478945,0.91255283,0.91403234,0.9167346
2025-01-01 00:50:00,0.91444176,0.91683406,0.90466547,0.90478885,0.91255045,0.91402775,0.91672814
2025-01-01 00:51:00,0.91444755,0.9168378,0.90466696,0.9047881,0.9125477,0.9140229,0.91672134
2025-01-01 00:52:00,0.9144532,0.9168414,0.9046684,0.9047871,0.9125447,0.91401786,0.9167144
2025-01-01 00:53:00,0.91445875,0.9168448,0.9046696,0.9047861,0.9125416,0.9140126,0.91670716
2025-01-01 00:54:00,0.9144641,0.91684806,0.90467066,0.904785,0.91253835,0.91400725,0.9166999
2025-01-01 00:55:00,0.9144694,0.9168513,0.90467167,0.9047838,0.91253495,0.91400176,0.9166925
2025-01-01 00:56:00,0.9144747,0.91685444,0.9046726,0.9047825,0.91253155,0.9139962,0.91668504
2025-01-01 00:57:00,0.91447985,0.91685754,0.9046735,0.9047811,0.91252804,0.9139906,0.91667753
2025-01-01 00:58:00,0.914485,0.9168605,0.9046743,0.9047797,0.9125244,0.91398495,0.91666996
2025-01-01 00:59:00,0.91449004,0.91686344,0.90467507,0.9047782,0.91252077,0.9139792,0.9166623
2025-01-01 01:00:00,0.9177401,0.9201622,0.90763086,0.90705067,0.9169861,0.91824555,0.921206
2025-01-01 01:01:00,0.9198544,0.9223073,0.90955234,0.9085272,0.91988724,0.92101663,0.92415667
2025-01-01 01:02:00,0.9212303,0.9237026,0.9108014,0.9094863,0.92177165,0.92281574,0.9260718
2025-01-01 01:03:00,0.9221263,0.92461044,0.91161346,0.91010916,0.9229951,0.9239831,0.927314
2025-01-01 01:04:00,0.9227103,0.9252015,0.9121414,0.9105133,0.92378885,0.9247397,0.9281186
2025-01-01 01:05:00,0.9230916,0.9255865,0.9124847,0.9107753,0.9243034,0.9252293,0.9286387
2025-01-01 01:06:00,0.92334104,0.92583764,0.9127079,0.91094494,0.9246364,0.92554545,0.92897403
2025-01-01 01:07:00,0.92350477,0.92600167,0.912853,0.91105443,0.9248515,0.92574877,0.9291891
2025-01-01 01:08:00,0.9236127,0.92610914,0.9129474,0.91112494,0.9249897,0.9258787,0.92932606
2025-01-01 01:09:00,0.9236845,0.92617977,0.9130088,0.91116995,0.92507803,0.9259609,0.92941225
2025-01-01 01:10:00,0.9237327,0.92622644,0.9130487,0.9111985,0.9251339,0.9260121,0.92946535
2025-01-01 01:11:00,0.9237655,0.92625755,0.9130746,0.91121626,0.9251687,0.9260431,0.92949694
2025-01-01 01:12:00,0.9237883,0.9262786,0.91309136,0.9112269,0.9251898,0.92606103,0.9295146
2025-01-01 01:13:00,0.9238046,0.9262929,0.9131022,0.91123307,0.92520183,0.9260704,0.9295231
2025-01-01 01:14:00,0.9238167,0.9263029,0.9131092,0.9112362,0.9252081,0.92607415,0.92952573
2025-01-01 01:15:00,0.9238259,0.92631006,0.91311365,0.9112374,0.92521054,0.92607427,0.9295245
2025-01-01 01:16:00,0.9238334,0.9263154,0.91311646,0.91123724,0.9252105,0.926072,0.92952067
