TIME,R_001_v000,R_004_v000,R_005_v000,R_006_v000,R_007_v000,R_008_v000,R_010_v000
2025-01-01 00:01:00,0.8950851,0.89700705,0.89901537,0.9011097,0.90328735,0.8915432,0.89386994
2025-01-01 00:02:00,0.89508206,0.8970062,0.89901674,0.9011132,0.90329295,0.8915507,0.8938792
2025-01-01 00:03:00,0.895079,0.8970054,0.8990181,0.9011168,0.9032987,0.89155835,0.8938885
2025-01-01 00:04:00,0.89507604,0.8970046,0.8990196,0.9011204,0.9033044,0.891566,0.8938978
2025-01-01 00:05:00,0.8950732,0.89700395,0.89902115,0.9011242,0.9033102,0.89157367,0.8939071
2025-01-01 00:06:00,0.8950703,0.8970033,0.8990227,0.90112793,0.90331596,0.89158136,0.89391655
2025-01-01 00:07:00,0.8950675,0.8970027,0.89902437,0.90113175,0.90332186,0.89158916,0.893926
2025-01-01 00:08:00,0.8950648,0.89700216,0.89902604,0.9011356,0.9033278,0.891597,0.8939355
2025-01-01 00:09:00,0.8950621,0.8970017,0.89902776,0.9011395,0.9033338,0.89160484,0.89394504
2025-01-01 00:10:00,0.89505947,0.89700127,0.8990296,0.9011435,0.9033398,0.89161277,0.89395463
2025-01-01 00:11:00,0.8950569,0.8970009,0.89903146,0.90114754,0.9033459,0.89162076,0.89396423
2025-01-01 00:12:00,0.8950544,0.8970006,0.89903337,0.9011516,0.903352,0.89162874,0.8939739
2025-01-01 00:13:00,0.89505196,0.8970004,0.89903533,0.90115577,0.9033582,0.8916368,0.89398354
2025-01-01 00:14:00,0.8950495,0.8970002,0.8990374,0.90115994,0.9033645,0.8916449,0.89399326
2025-01-01 00:15:00,0.8950472,0.8970001,0.8990395,0.90116423,0.90337074,0.891653,0.89400303
2025-01-01 00:16:00,0.8950449,0.897,0.89904165,0.9011685,0.90337706,0.8916612,0.8940128
2025-01-01 00:17:00,0.89504266,0.89699996,0.89904386,0.9011729,0.9033835,0.89166945,0.89402264
