TIME,TE_001_v000,TE_002_v000,TE_005_v000,TE_008_v000,TE_014_v000,TE_016_v000,TE_017_v000,TE_019_v000,TE_021_v000,TE_022_v000,TE_023_v000
2025-01-01 00:01:00,0.7532137,0.7471342,0.74232966,0.7522681,0.7480873,0.756978,0.7505439,0.7569781,0.74897724,0.7414314,0.74902815
2025-01-01 00:02:00,0.7532089,0.74713814,0.74234056,0.7522811,0.7480967,0.7569795,0.7505369,0.7569657,0.74896497,0.7414246,0.74902993
2025-01-01 00:03:00,0.75320405,0.7471421,0.7423515,0.7522941,0.748106,0.756981,0.7505299,0.7569533,0.7489527,0.74141794,0.74903184
2025-01-01 00:04:00,0.75319934,0.7471461,0.74236244,0.7523072,0.74811536,0.75698245,0.75052285,0.75694084,0.7489404,0.74141127,0.74903375
2025-01-01 00:05:00,0.7531947,0.7471502,0.74237347,0.75232023,0.7481246,0.7569839,0.7505157,0.7569284,0.7489281,0.7414047,0.7490357
2025-01-01 00:06:00,0.75319004,0.7471543,0.7423845,0.7523333,0.74813384,0.7569852,0.75050855,0.7569159,0.7489159,0.74139816,0.7490378
2025-01-01 00:07:00,0.7531855,0.74715847,0.7423955,0.7523463,0.748143,0.75698644,0.75050133,0.7569034,0.7489037,0.74139166,0.7490399
2025-01-01 00:08:00,0.753181,0.7471627,0.7424066,0.75235933,0.7481522,0.7569877,0.75049406,0.7568909,0.7488915,0.74138516,0.74904203
2025-01-01 00:09:00,0.7531765,0.747167,0.74241775,0.7523723,0.7481613,0.7569888,0.75048673,0.7568784,0.7488793,0.7413788,0.74904424
2025-01-01 00:10:00,0.7531721,0.74717134,0.7424289,0.7523853,0.7481704,0.75698996,0.7504794,0.75686586,0.74886715,0.74137247,0.74904656
2025-01-01 00:11:00,0.75316775,0.74717575,0.7424401,0.7523983,0.74817944,0.75699097,0.750472,0.7568533,0.74885505,0.74136615,0.7490489
2025-01-01 00:12:00,0.75316346,0.74718016,0.7424513,0.7524113,0.7481884,0.756992,0.75046456,0.7568407,0.74884295,0.7413599,0.7490513
2025-01-01 00:13:00,0.7531592,0.7471847,0.7424625,0.7524243,0.7481973,0.7569929,0.75045705,0.7568281,0.74883085,0.7413537,0.7490537
2025-01-01 00:14:00,0.75315505,0.7471892,0.7424738,0.75243723,0.74820626,0.7569938,0.7504495,0.7568155,0.7488188,0.74134755,0.7490562
2025-01-01 00:15:00,0.75315094,0.7471939,0.7424851,0.7524502,0.7482151,0.7569946,0.7504419,0.7568029,0.7488068,0.7413414,0.7490587
2025-01-01 00:16:00,0.7531468,0.7471985,0.74249643,0.75246316,0.74822396,0.7569953,0.7504343,0.7567902,0.74879473,0.7413354,0.74906135
2025-01-01 00:17:00,0.75314283,0.74720323,0.74250776,0.7524761,0.7482327,0.75699604,0.7504266,0.7567776,0.74878275,0.7413294,0.749064
2025-01-01 00:18:00,0.75313884,0.747208,0.7425192,0.7524891,0.7482414,0.7569967,0.75041884,0.75676495,0.7487708,0.7413235,0.74906677
2025-01-01 00:19:00,0.7531349,0.7472128,0.7425306,0.752502,0.7482501,0.7569973,0.7504111,0.75675225,0.74875885,0.7413176,0.7490695
2025-01-01 00:20:00,0.7531311,0.74721766,0.742542,0.7525149,0.74825877,0.7569978,0.7504033,0.75673956,0.74874693,0.7413117,0.7490724
2025-01-01 00:21:00,0.7531273,0.7472226,0.7425535,0.75252783,0.74826735,0.7569983,0.7503954,0.75672686,0.748735,0.74130595,0.74907523
2025-01-01 00:22:00,0.7531235,0.7472276,0.742565,0.7525407,0.74827594,0.7569987,0.7503875,0.7567141,0.74872315,0.74130017,0.7490782
2025-01-01 00:23:00,0.7531198,0.7472326,0.74257654,0.75255364,0.74828446,0.7569991,0.7503795,0.75670135,0.7487113,0.7412945,0.7490812
2025-01-01 00:24:00,0.7531162,0.74723774,0.74258804,0.75256646,0.7482929,0.7569994,0.7503715,0.75668865,0.7486995,0.74128884,0.74908423
2025-01-01 00:25:00,0.7531126,0.74724287,0.74259967,0.75257933,0.7483014,0.7569996,0.75036347,0.75667584,0.7486877,0.74128324,0.74908733
2025-01-01 00:26:00,0.75310904,0.74724805,0.7426113,0.7525922,0.74830973,0.7569998,0.75035536,0.7566631,0.7486759,0.74127775,0.74909055
2025-01-01 00:27:00,0.7531056,0.7472533,0.7426229,0.752605,0.7483181,0.7569999,0.7503472,0.7566503,0.74866414,0.7412723,0.7490938
2025-01-01 00:28:00,0.7531022,0.7472586,0.74263453,0.7526179,0.7483264,0.75699997,0.75033903,0.7566375,0.7486524,0.74126685,0.74909705
2025-01-01 00:29:00,0.7530988,0.74726397,0.7426462,0.7526307,0.74833465,0.757,0.7503308,0.7566247,0.7486407,0.7412614,0.7491004
2025-01-01 00:30:00,0.7536741,0.7476787,0.7432463,0.7526592,0.7488911,0.7574605,0.7504424,0.75689435,0.7489787,0.7414564,0.74923396
2025-01-01 00:31:00,0.7541337,0.74801165,0.74372876,0.75268453,0.7493379,0.7578288,0.75052994,0.75710744,0.7492467,0.74161136,0.7493415
2025-01-01 00:32:00,0.75450087,0.74827915,0.7441171,0.7527074,0.7496969,0.7581234,0.75059825,0.75727534,0.74945885,0.74173427,0.74942833
2025-01-01 00:33:00,0.75479394,0.7484943,0.7444301,0.7527282,0.74998575,0.75835896,0.7506512,0.7574071,0.7496262,0.7418316,0.74949855
2025-01-01 00:34:00,0.75502783,0.7486676,0.7446829,0.7527474,0.75021833,0.75854725,0.75069183,0.75750995,0.7497579,0.7419085,0.74955547
2025-01-01 00:35:00,0.7552144,0.74880743,0.7448876,0.7527653,0.75040597,0.75869787,0.75072265,0.75758964,0.74986094,0.74196905,0.74960184
2025-01-01 00:36:00,0.7553631,0.7489204,0.7450537,0.75278217,0.7505576,0.75881815,0.75074553,0.75765073,0.74994105,0.74201655,0.74963963
2025-01-01 00:37:00,0.75548154,0.749012,0.74518895,0.75279814,0.7506805,0.7589143,0.7507621,0.7576971,0.7500029,0.7420536,0.74967074
2025-01-01 00:38:00,0.7555757,0.7490865,0.7452996,0.75281346,0.7507803,0.75899106,0.75077355,0.75773156,0.7500501,0.74208236,0.7496964
2025-01-01 00:39:00,0.7556506,0.7491473,0.7453905,0.75282824,0.7508617,0.7590523,0.75078094,0.75775653,0.7500856,0.7421044,0.7497177
2025-01-01 00:40:00,0.75570995,0.7491972,0.7454656,0.7528426,0.75092834,0.75910115,0.7507851,0.757774,0.75011176,0.7421211,0.74973565
2025-01-01 00:41:00,0.755757,0.7492384,0.7455281,0.7528566,0.7509832,0.7591401,0.7507867,0.75778526,0.7501304,0.74213356,0.74975085
2025-01-01 00:42:00,0.75579405,0.7492725,0.74558055,0.7528703,0.7510285,0.759171,0.7507861,0.7577917,0.7501431,0.7421426,0.74976385
2025-01-01 00:43:00,0.7558233,0.74930114,0.74562496,0.75288385,0.75106627,0.7591955,0.75078386,0.7577942,0.750151,0.742149,0.7497751
2025-01-01 00:44:00,0.75584626,0.7493252,0.74566287,0.7528972,0.7510979,0.75921494,0.7507802,0.75779366,0.75015503,0.7421532,0.749785
2025-01-01 00:45:00,0.7558641,0.74934584,0.7456956,0.7529103,0.75112474,0.75923026,0.7507755,0.7577906,0.7501561,0.74215573,0.74979377
