TIME,R_001_v000,R_004_v000,R_005_v000,R_006_v000,R_007_v000,R_008_v000,R_010_v000
2025-01-01 00:01:00,0.89542854,0.89785427,0.9002265,0.90253454,0.9047696,0.9069247,0.90899557
2025-01-01 00:02:00,0.89544004,0.8978646,0.9002353,0.9025415,0.9047746,0.9069276,0.9089962
2025-01-01 00:03:00,0.8954515,0.8978748,0.900244,0.9025485,0.90477955,0.90693045,0.9089969
2025-01-01 00:04:00,0.895463,0.897885,0.90025264,0.90255535,0.90478444,0.9069332,0.9089975
2025-01-01 00:05:00,0.8954744,0.8978952,0.9002613,0.9025622,0.9047893,0.90693593,0.90899795
2025-01-01 00:06:00,0.8954858,0.89790535,0.90026987,0.902569,0.9047941,0.9069386,0.9089984
2025-01-01 00:07:00,0.89549714,0.8979154,0.90027845,0.90257573,0.90479887,0.9069412,0.90899885
2025-01-01 00:08:00,0.8955085,0.8979255,0.900287,0.90258247,0.9048036,0.90694374,0.90899915
2025-01-01 00:09:00,0.89551985,0.89793557,0.90029544,0.9025891,0.90480816,0.90694624,0.90899944
2025-01-01 00:10:00,0.8955311,0.8979455,0.90030384,0.9025957,0.90481275,0.9069487,0.9089997
2025-01-01 00:11:00,0.8955424,0.8979555,0.9003122,0.90260226,0.9048173,0.90695107,0.90899986
2025-01-01 00:12:00,0.8955536,0.89796543,0.90032053,0.90260875,0.90482175,0.9069534,0.909
2025-01-01 00:13:00,0.8955648,0.8979753,0.9003288,0.9026152,0.9048262,0.90695566,0.90900004
2025-01-01 00:14:00,0.895576,0.89798516,0.90033704,0.90262157,0.9048306,0.9069579,0.90900004
2025-01-01 00:15:00,0.89558715,0.897995,0.90034527,0.90262794,0.90483487,0.90696007,0.909
2025-01-01 00:16:00,0.89559823,0.8980048,0.90035343,0.9026342,0.90483916,0.90696216,0.90899986
2025-01-01 00:17:00,0.8956093,0.8980145,0.90036154,0.90264046,0.90484333,0.9069642,0.9089997
2025-01-01 00:18:00,0.89562035,0.89802414,0.9003696,0.90264666,0.9048475,0.9069662,0.90899944
2025-01-01 00:19:00,0.8956314,0.8980338,0.90037763,0.9026528,0.9048516,0.9069681,0.90899915
2025-01-01 00:20:00,0.89564234,0.89804345,0.90038556,0.9026589,0.90485567,0.90697,0.9089988
2025-01-01 00:21:00,0.8956533,0.898053,0.9003935,0.90266496,0.90485966,0.9069718,0.90899837
2025-01-01 00:22:00,0.8956642,0.8980626,0.90040135,0.902671,0.9048636,0.9069736,0.90899795
2025-01-01 00:23:00,0.8956751,0.89807206,0.9004092,0.9026769,0.9048675,0.9069753,0.9089974
2025-01-01 00:24:00,0.895686,0.8980815,0.900417,0.9026828,0.9048713,0.90697694,0.9089968
2025-01-01 00:25:00,0.8956968,0.89809096,0.9004247,0.9026886,0.90487504,0.90697855,0.9089962
2025-01-01 00:26:00,0.8957076,0.8981003,0.9004324,0.9026944,0.9048788,0.9069801,0.9089955
2025-01-01 00:27:00,0.89571834,0.8981097,0.90044004,0.9027001,0.90488243,0.9069815,0.9089948
