TIME,P_001_v000,P_001_v001,P_002_v000,P_002_v001
2025-01-01 00:01:00,0.9990877,0.90100783,1.0030143,0.8911068
2025-01-01 00:02:00,0.99908453,0.90100694,1.0030156,0.8911103
2025-01-01 00:03:00,0.9990815,0.90100604,1.003017,0.8911138
2025-01-01 00:04:00,0.9990785,0.90100527,1.0030184,0.89111745
2025-01-01 00:05:00,0.99907553,0.9010045,1.0030199,0.8911211
2025-01-01 00:06:00,0.9990726,0.90100384,1.0030215,0.8911248
2025-01-01 00:07:00,0.9990698,0.9010032,1.003023,0.89112854
2025-01-01 00:08:00,0.999067,0.9010026,1.0030247,0.8911324
2025-01-01 00:09:00,0.99906427,0.9010021,1.0030264,0.8911363
2025-01-01 00:10:00,0.99906164,0.90100163,1.0030282,0.8911402
2025-01-01 00:11:00,0.999059,0.9010012,1.00303,0.8911442
2025-01-01 00:12:00,0.99905646,0.90100086,1.0030318,0.8911482
2025-01-01 00:13:00,0.99905396,0.90100056,1.0030338,0.8911523
2025-01-01 00:14:00,0.9990515,0.9010003,1.0030358,0.8911565
2025-01-01 00:15:00,0.9990491,0.9010002,1.0030378,0.89116067
2025-01-01 00:16:00,0.99904674,0.9010001,1.0030398,0.89116496
2025-01-01 00:17:00,0.9990445,0.901,1.003042,0.89116925
2025-01-01 00:18:00,0.9990423,0.90099996,1.0030442,0.8911736
2025-01-01 00:19:00,0.9990401,0.901,1.0030465,0.8911781
2025-01-01 00:20:00,0.999038,0.90100014,1.0030489,0.89118254
2025-01-01 00:21:00,0.99903595,0.9010003,1.0030513,0.8911871
2025-01-01 00:22:00,0.9990339,0.90100056,1.0030537,0.89119166
2025-01-01 00:23:00,0.999032,0.90100086,1.0030562,0.89119625
2025-01-01 00:24:00,0.9990301,0.90100116,1.0030587,0.89120096
2025-01-01 00:25:00,0.9990283,0.9010016,1.0030613,0.8912057
2025-01-01 00:26:00,0.99902654,0.90100205,1.003064,0.8912105
2025-01-01 00:27:00,0.9990248,0.9010025,1.0030667,0.8912153
2025-01-01 00:28:00,0.99902314,0.9010031,1.0030695,0.8912203
2025-01-01 00:29:00,0.9990216,0.9010037,1.0030723,0.8912252
2025-01-01 00:30:00,0.9913957,0.9054786,0.99596006,0.8960948
2025-01-01 00:31:00,0.98529476,0.90838754,0.9902709,0.89926183
2025-01-01 00:32:00,0.9804138,0.9102787,0.9857202,0.90132225
2025-01-01 00:33:00,0.9765088,0.91150826,0.9820803,0.90266335
2025-01-01 00:34:00,0.97338456,0.9123078,0.9791691,0.903537
