TIME,P_001_v000,P_001_v001,P_002_v000,P_002_v001
2025-01-01 00:01:00,1.0069925,0.90898526,0.996892,0.8987153
2025-01-01 00:02:00,1.0069933,0.90898395,0.99688846,0.8987097
2025-01-01 00:03:00,1.0069941,0.9089826,0.9968849,0.89870405
2025-01-01 00:04:00,1.006995,0.90898114,0.99688125,0.89869833
2025-01-01 00:05:00,1.0069957,0.9089796,0.99687755,0.8986926
2025-01-01 00:06:00,1.0069964,0.90897804,0.99687386,0.89868677
2025-01-01 00:07:00,1.006997,0.90897644,0.99687004,0.8986809
2025-01-01 00:08:00,1.0069975,0.90897477,0.9968662,0.898675
2025-01-01 00:09:00,1.0069981,0.90897304,0.9968623,0.89866906
2025-01-01 00:10:00,1.0069984,0.90897125,0.99685836,0.89866304
2025-01-01 00:11:00,1.0069989,0.90896946,0.99685436,0.89865696
2025-01-01 00:12:00,1.0069991,0.90896755,0.9968503,0.8986509
2025-01-01 00:13:00,1.0069995,0.9089656,0.9968462,0.8986447
2025-01-01 00:14:00,1.0069996,0.90896356,0.996842,0.8986385
2025-01-01 00:15:00,1.0069999,0.90896153,0.9968378,0.8986322
2025-01-01 00:16:00,1.0069999,0.9089594,0.9968335,0.8986259
2025-01-01 00:17:00,1.007,0.90895724,0.99682915,0.89861953
2025-01-01 00:18:00,1.007,0.908955,0.9968248,0.89861315
2025-01-01 00:19:00,1.0069999,0.9089527,0.99682033,0.89860666
2025-01-01 00:20:00,1.0069997,0.9089503,0.99681586,0.89860016
2025-01-01 00:21:00,1.0069995,0.90894794,0.9968113,0.8985936
2025-01-01 00:22:00,1.0069993,0.9089455,0.9968067,0.898587
2025-01-01 00:23:00,1.006999,0.908943,0.99680203,0.8985803
2025-01-01 00:24:00,1.0069987,0.9089404,0.9967973,0.89857364
2025-01-01 00:25:00,1.0069982,0.90893775,0.99679255,0.89856684
2025-01-01 00:26:00,1.0069977,0.90893507,0.9967877,0.89856005
2025-01-01 00:27:00,1.0069972,0.9089323,0.9967829,0.8985532
2025-01-01 00:28:00,1.0069966,0.9089295,0.99677795,0.8985463
2025-01-01 00:29:00,1.0069959,0.90892667,0.996773,0.8985393
2025-01-01 00:30:00,1.0076424,0.90456325,0.9973902,0.8936078
2025-01-01 00:31:00,1.0081594,0.9017259,0.99788296,0.8903998
2025-01-01 00:32:00,1.0085728,0.8998805,0.99827605,0.88831204
2025-01-01 00:33:00,1.0089034,0.89868,0.99858946,0.8869525
2025-01-01 00:34:00,1.0091676,0.89789844,0.9988391,0.8860663
2025-01-01 00:35:00,1.0093787,0.8973893,0.9990377,0.8854876
2025-01-01 00:36:00,1.0095472,0.8970572,0.99919546,0.88510895
2025-01-01 00:37:00,1.0096818,0.89684016,0.99932057,0.8848602
2025-01-01 00:38:00,1.0097892,0.8966979,0.99941945,0.8846959
2025-01-01 00:39:00,1.0098749,0.8966042,0.9994975,0.88458645
2025-01-01 00:40:00,1.0099431,0.89654195,0.99955875,0.88451266
2025-01-01 00:41:00,1.0099974,0.89650023,0.9996066,0.88446206
2025-01-01 00:42:00,1.0100404,0.89647186,0.9996437,0.8844265
2025-01-01 00:43:00,1.0100745,0.8964521,0.9996722,0.8844006
2025-01-01 00:44:00,1.0101016,0.89643794,0.9996938,0.8843812
2025-01-01 00:45:00,1.0101227,0.8964274,0.99970984,0.88436574
2025-01-01 00:46:00,1.0101393,0.89641917,0.9997215,0.884353
2025-01-01 00:47:00,1.0101522,0.8964125,0.99972963,0.8843419
2025-01-01 00:48:00,1.0101621,0.8964067,0.9997349,0.88433194
2025-01-01 00:49:00,1.0101696,0.8964015,0.99973786,0.8843227
2025-01-01 00:50:00,1.0101753,0.89639676,0.99973893,0.8843138
2025-01-01 00:51:00,1.0101794,0.8963921,0.9997385,0.88430524
2025-01-01 00:52:00,1.0101823,0.89638764,0.99973696,0.88429683
2025-01-01 00:53:00,1.010184,0.8963833,0.9997344,0.88428855
2025-01-01 00:54:00,1.010185,0.89637893,0.99973106,0.88428026
2025-01-01 00:55:00,1.0101852,0.8963745,0.99972713,0.884272
2025-01-01 00:56:00,1.010185,0.8963701,0.99972266,0.8842637
2025-01-01 00:57:00,1.0101843,0.8963657,0.9997178,0.88425535
2025-01-01 00:58:00,1.0101833,0.89636123,0.99971247,0.88424706
2025-01-01 00:59:00,1.0101819,0.89635676,0.9997069,0.8842387
2025-01-01 01:00:00,1.011835,0.891501,1.0012631,0.8787771
2025-01-01 01:01:00,1.0131569,0.88834316,1.0025067,0.87522405
2025-01-01 01:02:00,1.0142139,0.8862889,1.0035002,0.87291163
2025-01-01 01:03:00,1.015059,0.8849519,1.0042937,0.87140554
2025-01-01 01:04:00,1.0157344,0.8840811,1.004927,0.8704235
2025-01-01 01:05:00,1.0162741,0.88351345,1.0054324,0.8697822
2025-01-01 01:06:00,1.0167053,0.8831427,1.005835,0.8693623
2025-01-01 01:07:00,1.0170496,0.88289994,1.0061558,0.86908627
2025-01-01 01:08:00,1.0173244,0.88274044,1.0064111,0.86890376
2025-01-01 01:09:00,1.0175438,0.8826349,1.0066139,0.86878204
2025-01-01 01:10:00,1.0177186,0.8825645,1.0067747,0.8686998
2025-01-01 01:11:00,1.0178578,0.8825169,1.0069017,0.86864316
2025-01-01 01:12:00,1.0179684,0.88248414,1.007002,0.8686033
2025-01-01 01:13:00,1.0180564,0.88246095,1.0070808,0.86857414
2025-01-01 01:14:00,1.018126,0.88244396,1.0071422,0.8685521
2025-01-01 01:15:00,1.0181811,0.88243103,1.0071899,0.8685345
2025-01-01 01:16:00,1.0182244,0.88242066,1.0072265,0.8685199
2025-01-01 01:17:00,1.0182583,0.882412,1.0072542,0.86850715
2025-01-01 01:18:00,1.0182847,0.88240445,1.007275,0.86849564
2025-01-01 01:19:00,1.0183051,0.88239753,1.00729,0.8684849
2025-01-01 01:20:00,1.0183206,0.88239104,1.0073005,0.8684747
2025-01-01 01:21:00,1.0183322,0.88238484,1.0073073,0.86846477
2025-01-01 01:22:00,1.0183408,0.88237876,1.0073112,0.86845505
2025-01-01 01:23:00,1.0183469,0.8823728,1.0073128,0.8684454
2025-01-01 01:24:00,1.0183511,0.8823668,1.0073124,0.8684358
2025-01-01 01:25:00,1.0183535,0.8823608,1.0073106,0.86842626
2025-01-01 01:26:00,1.0183545,0.8823548,1.0073075,0.8684167
2025-01-01 01:27:00,1.0183548,0.8823488,1.0073035,0.86840713
2025-01-01 01:28:00,1.0183539,0.88234276,1.0072986,0.8683976
2025-01-01 01:29:00,1.0183525,0.8823367,1.007293,0.868388
2025-01-01 01:30:00,1.020983,0.87707555,1.0097607,0.8624938
2025-01-01 01:31:00,1.0230865,0.8736536,1.0117334,0.85865927
2025-01-01 01:32:00,1.0247685,0.8714272,1.0133098,0.8561633
2025-01-01 01:33:00,1.0261132,0.8699777,1.0145693,0.85453755
2025-01-01 01:34:00,1.027188,0.86903334,1.0155752,0.85347736
2025-01-01 01:35:00,1.028047,0.8684172,1.0163782,0.85278475
2025-01-01 01:36:00,1.0287333,0.8680145,1.0170189,0.85233104
2025-01-01 01:37:00,1.0292814,0.8677504,1.0175298,0.85203266
2025-01-01 01:38:00,1.0297189,0.8675765,1.0179368,0.8518352
2025-01-01 01:39:00,1.0300679,0.867461,1.0182608,0.85170335
2025-01-01 01:40:00,1.0303462,0.86738366,1.0185182,0.8516141
2025-01-01 01:41:00,1.0305678,0.86733097,1.0187224,0.85155255
2025-01-01 01:42:00,1.0307441,0.8672944,1.018884,0.85150903
2025-01-01 01:43:00,1.0308841,0.86726815,1.0190115,0.85147715
2025-01-01 01:44:00,1.0309952,0.8672487,1.0191118,0.8514529
2025-01-01 01:45:00,1.0310831,0.8672336,1.0191903,0.8514335
2025-01-01 01:46:00,1.0311522,0.86722136,1.0192513,0.8514173
2025-01-01 01:47:00,1.0312066,0.867211,1.0192983,0.8514032
2025-01-01 01:48:00,1.031249,0.8672017,1.0193342,0.8513903
2025-01-01 01:49:00,1.0312818,0.8671931,1.019361,0.85137826
2025-01-01 01:50:00,1.0313071,0.86718506,1.0193806,0.8513668
2025-01-01 01:51:00,1.0313263,0.8671773,1.0193945,0.8513557
2025-01-01 01:52:00,1.0313405,0.8671697,1.0194038,0.8513448
2025-01-01 01:53:00,1.0313506,0.86716217,1.0194095,0.85133404
2025-01-01 01:54:00,1.0313576,0.8671547,1.0194122,0.85132337
2025-01-01 01:55:00,1.0313623,0.86714727,1.0194124,0.8513127
2025-01-01 01:56:00,1.0313648,0.8671398,1.0194107,0.8513021
2025-01-01 01:57:00,1.0313656,0.8671323,1.0194075,0.85129136
2025-01-01 01:58:00,1.0313652,0.8671248,1.0194031,0.8512807
2025-01-01 01:59:00,1.0313636,0.8671173,1.0193977,0.85127
2025-01-01 02:00:00,1.034925,0.8615447,1.0227331,0.8450486
2025-01-01 02:01:00,1.0377728,0.8579199,1.0253996,0.84100085
2025-01-01 02:02:00,1.0400498,0.8555611,1.0275308,0.8383661
2025-01-01 02:03:00,1.0418702,0.85402507,1.0292338,0.83664966
2025-01-01 02:04:00,1.0433254,0.85302395,1.0305943,0.83553016
2025-01-01 02:05:00,1.0444884,0.8523704,1.0316808,0.8347987
2025-01-01 02:06:00,1.0454174,0.85194284,1.0325482,0.83431935
2025-01-01 02:07:00,1.0461595,0.8516621,1.03324,0.8340039
2025-01-01 02:08:00,1.0467519,0.8514768,1.0337915,0.8337951
2025-01-01 02:09:00,1.0472245,0.8513535,1.0342308,0.8336554
2025-01-01 02:10:00,1.0476013,0.85127056,1.0345803,0.83356076
2025-01-01 02:11:00,1.0479014,0.8512138,1.0348579,0.8334954
2025-01-01 02:12:00,1.0481403,0.851174,1.0350779,0.8334489
2025-01-01 02:13:00,1.0483301,0.85114527,1.0352521,0.83341485
2025-01-01 02:14:00,1.0484805,0.8511237,1.0353894,0.8333888
2025-01-01 02:15:00,1.0485996,0.8511067,1.0354972,0.8333679
2025-01-01 02:16:00,1.0486935,0.85109276,1.0355815,0.83335036
2025-01-01 02:17:00,1.0487673,0.8510807,1.0356468,0.833335
2025-01-01 02:18:00,1.048825,0.8510699,1.0356971,0.8333211
2025-01-01 02:19:00,1.0488697,0.8510599,1.0357352,0.83330804
2025-01-01 02:20:00,1.0489042,0.85105044,1.0357637,0.8332956
2025-01-01 02:21:00,1.0489304,0.8510412,1.0357846,0.8332835
2025-01-01 02:22:00,1.04895,0.85103226,1.0357991,0.8332716
2025-01-01 02:23:00,1.0489643,0.8510233,1.0358087,0.83325994
2025-01-01 02:24:00,1.0489742,0.8510145,1.0358143,0.8332483
2025-01-01 02:25:00,1.0489807,0.8510057,1.0358167,0.8332367
2025-01-01 02:26:00,1.0489845,0.85099685,1.0358166,0.8332251
2025-01-01 02:27:00,1.0489861,0.850988,1.0358143,0.8332135
2025-01-01 02:28:00,1.048986,0.85097915,1.0358105,0.8332019
2025-01-01 02:29:00,1.0489843,0.85097027,1.0358051,0.8331903
2025-01-01 02:30:00,1.0534124,0.84518546,1.0399486,0.8267525
2025-01-01 02:31:00,1.0569534,0.8414221,1.0432612,0.8225638
2025-01-01 02:32:00,1.0597849,0.83897275,1.0459093,0.81983703
2025-01-01 02:33:00,1.0620484,0.83737755,1.0480255,0.8180605
2025-01-01 02:34:00,1.0638579,0.8363374,1.0497165,0.8169017
2025-01-01 02:35:00,1.0653039,0.8356581,1.051067,0.8161443
2025-01-01 02:36:00,1.0664591,0.83521336,1.0521452,0.8156479
2025-01-01 02:37:00,1.0673817,0.83492094,1.0530058,0.8153211
2025-01-01 02:38:00,1.0681183,0.83472764,1.053692,0.8151045
2025-01-01 02:39:00,1.068706,0.8345987,1.0542388,0.8149595
2025-01-01 02:40:00,1.0691746,0.8345117,1.054674,0.8148612
2025-01-01 02:41:00,1.069548,0.8344518,1.05502,0.81479305
2025-01-01 02:42:00,1.0698451,0.83440953,1.0552948,0.8147446
2025-01-01 02:43:00,1.0700811,0.8343787,1.0555123,0.8147089
2025-01-01 02:44:00,1.0702683,0.83435535,1.055684,0.8146815
2025-01-01 02:45:00,1.0704165,0.83433676,1.0558193,0.8146595
2025-01-01 02:46:00,1.0705334,0.8343214,1.0559253,0.8146409
2025-01-01 02:47:00,1.0706253,0.83430797,1.0560079,0.81462467
2025-01-01 02:48:00,1.0706972,0.8342958,1.0560718,0.8146098
2025-01-01 02:49:00,1.070753,0.8342845,1.0561205,0.814596
2025-01-01 02:50:00,1.070796,0.83427376,1.0561574,0.8145827
2025-01-01 02:51:00,1.0708288,0.83426327,1.0561845,0.8145698
2025-01-01 02:52:00,1.0708535,0.8342531,1.0562041,0.8145572
2025-01-01 02:53:00,1.0708715,0.83424294,1.0562174,0.81454474
2025-01-01 02:54:00,1.0708841,0.83423287,1.0562258,0.81453234
2025-01-01 02:55:00,1.0708925,0.83422285,1.0562303,0.81452006
2025-01-01 02:56:00,1.0708975,0.83421284,1.0562316,0.81450766
2025-01-01 02:57:00,1.0708998,0.8342028,1.0562303,0.8144954
2025-01-01 02:58:00,1.0709,0.83419275,1.056227,0.81448305
2025-01-01 02:59:00,1.0708984,0.8341827,1.0562221,0.81447077
2025-01-01 03:00:00,1.0761147,0.8282889,1.0610998,0.80793154
2025-01-01 03:01:00,1.0802859,0.8244544,1.0649995,0.80367666
2025-01-01 03:02:00,1.0836213,0.8219585,1.068117,0.80090666
2025-01-01 03:03:00,1.0862877,0.82033247,1.0706087,0.79910177
2025-01-01 03:04:00,1.0884191,0.819272,1.0725998,0.79792434
2025-01-01 03:05:00,1.0901225,0.818579,1.0741904,0.79715455
2025-01-01 03:06:00,1.0914834,0.81812495,1.0754604,0.7966499
2025-01-01 03:07:00,1.0925703,0.8178262,1.0764742,0.79631746
2025-01-01 03:08:00,1.0934379,0.8176284,1.0772829,0.79609704
2025-01-01 03:09:00,1.0941303,0.81749606,1.0779274,0.7959494
2025-01-01 03:10:00,1.0946823,0.8174064,1.0784408,0.7958491
2025-01-01 03:11:00,1.0951222,0.8173444,1.0788491,0.79577947
2025-01-01 03:12:00,1.0954722,0.81730044,1.0791733,0.7957298
2025-01-01 03:13:00,1.0957503,0.81726813,1.0794303,0.7956931
2025-01-01 03:14:00,1.095971,0.8172434,1.0796337,0.79566485
2025-01-01 03:15:00,1.0961456,0.8172236,1.0797939,0.7956421
2025-01-01 03:16:00,1.0962836,0.817207,1.0799197,0.7956229
2025-01-01 03:17:00,1.0963919,0.81719244,1.0800179,0.795606
2025-01-01 03:18:00,1.0964767,0.81717914,1.0800942,0.7955906
2025-01-01 03:19:00,1.0965427,0.81716675,1.0801528,0.7955761
2025-01-01 03:20:00,1.0965935,0.8171549,1.0801973,0.79556227
2025-01-01 03:21:00,1.0966322,0.8171433,1.0802305,0.7955488
2025-01-01 03:22:00,1.0966613,0.81713206,1.0802546,0.7955356
2025-01-01 03:23:00,1.0966828,0.8171209,1.0802715,0.7955226
2025-01-01 03:24:00,1.0966979,0.8171098,1.0802827,0.79550964
2025-01-01 03:25:00,1.096708,0.81709874,1.0802891,0.7954968
2025-01-01 03:26:00,1.0967143,0.8170877,1.0802919,0.795484
2025-01-01 03:27:00,1.0967172,0.8170766,1.0802916,0.7954712
2025-01-01 03:28:00,1.0967177,0.81706554,1.0802889,0.7954584
2025-01-01 03:29:00,1.096716,0.81705445,1.0802844,0.79544556
2025-01-01 03:30:00,1.1026272,0.81115705,1.0858089,0.78892154
2025-01-01 03:31:00,1.1073542,0.8073198,1.090226,0.78467643
2025-01-01 03:32:00,1.1111337,0.8048217,1.0937574,0.7819126
2025-01-01 03:33:00,1.1141554,0.803194,1.09658,0.7801117
2025-01-01 03:34:00,1.1165706,0.80213207,1.0988357,0.7789365
2025-01-01 03:35:00,1.1185008,0.8014378,1.1006377,0.7781682
2025-01-01 03:36:00,1.1200429,0.8009826,1.1020768,0.77766424
2025-01-01 03:37:00,1.1212746,0.8006827,1.1032257,0.7773322
2025-01-01 03:38:00,1.122258,0.8004838,1.1041422,0.7771118
2025-01-01 03:39:00,1.1230425,0.80035055,1.1048731,0.77696407
2025-01-01 03:40:00,1.1236681,0.8002599,1.1054553,0.77686346
2025-01-01 03:41:00,1.1241665,0.80019695,1.1059185,0.77679354
2025-01-01 03:42:00,1.1245632,0.800152,1.1062866,0.77674365
2025-01-01 03:43:00,1.1248785,0.80011874,1.1065787,0.77670664
2025-01-01 03:44:00,1.1251286,0.8000931,1.1068099,0.776678
2025-01-01 03:45:00,1.1253266,0.80007243,1.1069921,0.7766549
2025-01-01 03:46:00,1.1254829,0.8000549,1.1071355,0.77663535
2025-01-01 03:47:00,1.1256058,0.8000394,1.1072477,0.77661806
2025-01-01 03:48:00,1.1257021,0.8000253,1.1073351,0.7766023
2025-01-01 03:49:00,1.125777,0.80001193,1.1074023,0.77658755
2025-01-01 03:50:00,1.1258348,0.7999992,1.1074537,0.77657336
2025-01-01 03:51:00,1.1258789,0.7999868,1.1074922,0.7765596
2025-01-01 03:52:00,1.125912,0.7999747,1.1075206,0.77654606
2025-01-01 03:53:00,1.1259363,0.79996264,1.1075406,0.7765327
2025-01-01 03:54:00,1.1259537,0.79995066,1.1075542,0.77651954
2025-01-01 03:55:00,1.1259655,0.79993874,1.1075625,0.77650636
2025-01-01 03:56:00,1.1259726,0.7999269,1.1075667,0.7764932
2025-01-01 03:57:00,1.1259762,0.79991496,1.1075674,0.77648014
2025-01-01 03:58:00,1.1259769,0.79990304,1.1075655,0.776467
2025-01-01 03:59:00,1.1259754,0.7998911,1.1075613,0.776454
2025-01-01 04:00:00,1.132476,0.7940952,1.1136345,0.77006155
2025-01-01 04:01:00,1.1376743,0.7903236,1.1184905,0.7659019
2025-01-01 04:02:00,1.1418307,0.7878679,1.1223725,0.7631935
2025-01-01 04:03:00,1.1451538,0.7862675,1.1254758,0.7614285
2025-01-01 04:04:00,1.1478099,0.78522307,1.1279557,0.7602767
2025-01-01 04:05:00,1.1499326,0.7845399,1.129937,0.7595234
