TIME,N_001_v000,N_002_v000,N_003_v000
2025-01-01 00:01:00,0.9930814,0.9952409,0.9974799
2025-01-01 00:02:00,0.99308443,0.99524605,0.99748707
2025-01-01 00:03:00,0.99308753,0.9952513,0.9974942
2025-01-01 00:04:00,0.99309075,0.9952566,0.99750143
2025-01-01 00:05:00,0.99309397,0.9952619,0.99750876
2025-01-01 00:06:00,0.99309725,0.9952673,0.9975161
2025-01-01 00:07:00,0.9931006,0.9952727,0.9975234
2025-01-01 00:08:00,0.993104,0.99527824,0.9975309
2025-01-01 00:09:00,0.99310744,0.9952838,0.9975383
2025-01-01 00:10:00,0.9931109,0.9952893,0.99754584
2025-01-01 00:11:00,0.9931145,0.995295,0.9975534
2025-01-01 00:12:00,0.9931181,0.99530065,0.99756104
2025-01-01 00:13:00,0.99312174,0.99530643,0.99756867
2025-01-01 00:14:00,0.9931255,0.9953122,0.99757636
2025-01-01 00:15:00,0.99312925,0.99531806,0.9975841
2025-01-01 00:16:00,0.9931331,0.99532396,0.9975919
2025-01-01 00:17:00,0.993137,0.9953299,0.9975998
2025-01-01 00:18:00,0.99314094,0.99533594,0.99760765
2025-01-01 00:19:00,0.9931449,0.99534196,0.9976156
2025-01-01 00:20:00,0.993149,0.9953481,0.99762356
2025-01-01 00:21:00,0.9931531,0.99535424,0.9976316
2025-01-01 00:22:00,0.99315727,0.99536043,0.99763966
2025-01-01 00:23:00,0.99316144,0.9953667,0.99764776
2025-01-01 00:24:00,0.99316573,0.995373,0.9976559
2025-01-01 00:25:00,0.9931701,0.9953793,0.99766415
2025-01-01 00:26:00,0.99317443,0.99538577,0.9976724
2025-01-01 00:27:00,0.99317884,0.9953922,0.99768066
2025-01-01 00:28:00,0.9931834,0.9953987,0.997689
2025-01-01 00:29:00,0.9931879,0.99540526,0.9976974
2025-01-01 00:30:00,0.9978652,1.0008589,1.0016329
2025-01-01 00:31:00,1.001608,1.0052232,1.0047832
2025-01-01 00:32:00,1.0046033,1.0087159,1.007305
2025-01-01 00:33:00,1.0070004,1.0115116,1.0093243
2025-01-01 00:34:00,1.0089194,1.0137495,1.0109415
2025-01-01 00:35:00,1.0104553,1.0155412,1.0122371
2025-01-01 00:36:00,1.0116853,1.016976,1.0132753
2025-01-01 00:37:00,1.01267,1.0181252,1.0141076
2025-01-01 00:38:00,1.013459,1.0190461,1.0147752
2025-01-01 00:39:00,1.0140913,1.0197842,1.015311
2025-01-01 00:40:00,1.0145981,1.0203761,1.0157416
2025-01-01 00:41:00,1.0150046,1.0208511,1.0160878
2025-01-01 00:42:00,1.015331,1.0212327,1.0163666
2025-01-01 00:43:00,1.0155932,1.0215393,1.0165915
2025-01-01 00:44:00,1.015804,1.0217863,1.0167732
2025-01-01 00:45:00,1.0159738,1.0219853,1.0169204
2025-01-01 00:46:00,1.0161108,1.022146,1.0170401
2025-01-01 00:47:00,1.0162215,1.022276,1.0171376
2025-01-01 00:48:00,1.0163113,1.0223817,1.0172175
2025-01-01 00:49:00,1.0163842,1.0224676,1.0172834
2025-01-01 00:50:00,1.0164437,1.0225381,1.017338
2025-01-01 00:51:00,1.0164926,1.0225958,1.0173836
2025-01-01 00:52:00,1.0165328,1.0226437,1.0174218
2025-01-01 00:53:00,1.0165662,1.0226835,1.0174544
