TIME,H_001_v000,H_002_v000
2025-01-01 00:01:00,1.0445061,1.046999
2025-01-01 00:02:00,1.044519,1.0470114
2025-01-01 00:03:00,1.0445318,1.0470237
2025-01-01 00:04:00,1.0445448,1.0470359
2025-01-01 00:05:00,1.0445577,1.0470483
2025-01-01 00:06:00,1.0445706,1.0470606
2025-01-01 00:07:00,1.0445833,1.0470728
2025-01-01 00:08:00,1.0445962,1.047085
2025-01-01 00:09:00,1.0446091,1.0470972
2025-01-01 00:10:00,1.044622,1.0471095
2025-01-01 00:11:00,1.0446347,1.0471216
2025-01-01 00:12:00,1.0446476,1.0471338
2025-01-01 00:13:00,1.0446603,1.0471458
2025-01-01 00:14:00,1.0446731,1.047158
2025-01-01 00:15:00,1.0446858,1.04717
2025-01-01 00:16:00,1.0446986,1.0471821
2025-01-01 00:17:00,1.0447114,1.0471941
2025-01-01 00:18:00,1.0447241,1.0472062
2025-01-01 00:19:00,1.0447369,1.0472182
2025-01-01 00:20:00,1.0447495,1.0472301
2025-01-01 00:21:00,1.0447621,1.047242
2025-01-01 00:22:00,1.0447749,1.047254
2025-01-01 00:23:00,1.0447875,1.0472659
2025-01-01 00:24:00,1.0448002,1.0472778
2025-01-01 00:25:00,1.0448128,1.0472896
2025-01-01 00:26:00,1.0448254,1.0473014
2025-01-01 00:27:00,1.044838,1.0473132
2025-01-01 00:28:00,1.0448506,1.047325
2025-01-01 00:29:00,1.0448631,1.0473367
2025-01-01 00:30:00,1.0446432,1.0467314
2025-01-01 00:31:00,1.0444326,1.0461507
2025-01-01 00:32:00,1.0442309,1.0455936
2025-01-01 00:33:00,1.0440377,1.0450593
2025-01-01 00:34:00,1.0438528,1.0445467
2025-01-01 00:35:00,1.0436758,1.0440551
2025-01-01 00:36:00,1.0435063,1.0435836
2025-01-01 00:37:00,1.043344,1.0431315
2025-01-01 00:38:00,1.0431888,1.0426978
2025-01-01 00:39:00,1.0430403,1.042282
2025-01-01 00:40:00,1.0428982,1.0418832
2025-01-01 00:41:00,1.0427622,1.0415008
2025-01-01 00:42:00,1.0426321,1.041134
2025-01-01 00:43:00,1.0425076,1.0407825
2025-01-01 00:44:00,1.0423887,1.0404453
2025-01-01 00:45:00,1.042275,1.0401222
2025-01-01 00:46:00,1.0421662,1.0398122
2025-01-01 00:47:00,1.0420623,1.0395153
2025-01-01 00:48:00,1.0419631,1.0392305
2025-01-01 00:49:00,1.0418682,1.0389576
2025-01-01 00:50:00,1.0417776,1.038696
2025-01-01 00:51:00,1.0416912,1.0384454
2025-01-01 00:52:00,1.0416087,1.038205
2025-01-01 00:53:00,1.0415299,1.0379748
2025-01-01 00:54:00,1.0414548,1.0377543
2025-01-01 00:55:00,1.041383,1.0375428
2025-01-01 00:56:00,1.0413146,1.0373403
2025-01-01 00:57:00,1.0412493,1.0371463
2025-01-01 00:58:00,1.0411872,1.0369605
2025-01-01 00:59:00,1.0411279,1.0367824
2025-01-01 01:00:00,1.0411297,1.0366336
2025-01-01 01:01:00,1.0411316,1.0364913
2025-01-01 01:02:00,1.0411341,1.0363549
2025-01-01 01:03:00,1.041137,1.0362246
2025-01-01 01:04:00,1.0411401,1.0360997
2025-01-01 01:05:00,1.0411435,1.0359803
2025-01-01 01:06:00,1.0411474,1.0358661
2025-01-01 01:07:00,1.0411514,1.0357568
