TIME,N_001_v000,N_002_v000,N_003_v000
2025-01-01 00:01:00,1.0089966,0.99697775,0.9988731
2025-01-01 00:02:00,1.0089972,0.99697614,0.9988693
2025-01-01 00:03:00,1.0089977,0.99697447,0.9988655
2025-01-01 00:04:00,1.0089982,0.99697274,0.99886155
2025-01-01 00:05:00,1.0089986,0.99697095,0.9988576
2025-01-01 00:06:00,1.008999,0.9969691,0.99885356
2025-01-01 00:07:00,1.0089993,0.9969672,0.9988495
2025-01-01 00:08:00,1.0089996,0.9969652,0.9988454
2025-01-01 00:09:00,1.0089998,0.9969632,0.99884117
2025-01-01 00:10:00,1.009,0.9969611,0.99883693
2025-01-01 00:11:00,1.0090001,0.996959,0.99883264
2025-01-01 00:12:00,1.0090001,0.9969568,0.99882835
2025-01-01 00:13:00,1.0090001,0.99695456,0.99882394
2025-01-01 00:14:00,1.009,0.99695224,0.9988195
2025-01-01 00:15:00,1.0089998,0.9969499,0.99881494
2025-01-01 00:16:00,1.0089996,0.99694747,0.9988104
2025-01-01 00:17:00,1.0089993,0.996945,0.9988058
2025-01-01 00:18:00,1.008999,0.9969425,0.9988011
2025-01-01 00:19:00,1.0089986,0.9969399,0.9987964
2025-01-01 00:20:00,1.0089983,0.9969373,0.99879164
2025-01-01 00:21:00,1.0089977,0.9969346,0.9987868
2025-01-01 00:22:00,1.0089972,0.99693185,0.9987819
2025-01-01 00:23:00,1.0089966,0.996929,0.998777
2025-01-01 00:24:00,1.0089959,0.9969261,0.998772
2025-01-01 00:25:00,1.0089952,0.9969232,0.99876696
2025-01-01 00:26:00,1.0089945,0.9969203,0.9987619
2025-01-01 00:27:00,1.0089936,0.99691725,0.99875677
2025-01-01 00:28:00,1.0089927,0.99691415,0.9987515
2025-01-01 00:29:00,1.0089918,0.996911,0.9987463
2025-01-01 00:30:00,1.0029501,0.9870755,0.9884133
2025-01-01 00:31:00,0.99811643,0.9792064,0.9801458
2025-01-01 00:32:00,0.9942492,0.97291034,0.97353065
2025-01-01 00:33:00,0.99115515,0.96787286,0.9682374
2025-01-01 00:34:00,0.98867965,0.96384215,0.9640017
2025-01-01 00:35:00,0.9866989,0.96061677,0.96061194
2025-01-01 00:36:00,0.98511404,0.95803577,0.957899
2025-01-01 00:37:00,0.98384583,0.9559702,0.95572746
2025-01-01 00:38:00,0.98283094,0.954317,0.953989
2025-01-01 00:39:00,0.9820186,0.95299363,0.9525971
2025-01-01 00:40:00,0.9813684,0.95193416,0.95148236
2025-01-01 00:41:00,0.9808479,0.95108575,0.9505893
2025-01-01 00:42:00,0.9804311,0.95040625,0.9498737
2025-01-01 00:43:00,0.98009723,0.94986176,0.94929993
2025-01-01 00:44:00,0.9798298,0.94942534,0.9488397
2025-01-01 00:45:00,0.9796154,0.9490754,0.9484703
2025-01-01 00:46:00,0.97944343,0.94879454,0.94817346
2025-01-01 00:47:00,0.97930545,0.948569,0.9479347
2025-01-01 00:48:00,0.9791946,0.9483877,0.94774246
2025-01-01 00:49:00,0.9791055,0.9482418,0.9475874
2025-01-01 00:50:00,0.9790337,0.9481241,0.9474619
2025-01-01 00:51:00,0.9789758,0.9480291,0.9473603
2025-01-01 00:52:00,0.9789289,0.94795215,0.94727767
2025-01-01 00:53:00,0.978891,0.9478896,0.9472102
2025-01-01 00:54:00,0.9788601,0.94783866,0.9471549
2025-01-01 00:55:00,0.97883487,0.947797,0.9471093
2025-01-01 00:56:00,0.9788141,0.9477626,0.94707143
2025-01-01 00:57:00,0.978797,0.9477342,0.9470398
2025-01-01 00:58:00,0.9787827,0.94771045,0.9470131
2025-01-01 00:59:00,0.97877073,0.9476905,0.9469903
2025-01-01 01:00:00,0.977924,0.94665575,0.94603133
2025-01-01 01:01:00,0.97724605,0.945827,0.94526273
2025-01-01 01:02:00,0.9767031,0.94516295,0.94464636
2025-01-01 01:03:00,0.9762681,0.9446307,0.9441519
2025-01-01 01:04:00,0.9759195,0.9442038,0.9437549
2025-01-01 01:05:00,0.97563994,0.94386125,0.9434358
2025-01-01 01:06:00,0.97541565,0.9435861,0.9431791
2025-01-01 01:07:00,0.9752356,0.9433649,0.94297224
2025-01-01 01:08:00,0.9750908,0.9431869,0.9428053
2025-01-01 01:09:00,0.9749744,0.94304335,0.9426702
2025-01-01 01:10:00,0.9748805,0.9429274,0.9425607
2025-01-01 01:11:00,0.9748047,0.94283354,0.94247156
2025-01-01 01:12:00,0.97474337,0.94275737,0.9423987
