TIME,N_001_v000,N_002_v000,N_003_v000
2025-01-01 00:01:00,0.99972254,1.0012821,1.0028048
2025-01-01 00:02:00,0.9997118,1.0012703,1.0027921
2025-01-01 00:03:00,0.999701,1.0012584,1.0027795
2025-01-01 00:04:00,0.9996902,1.0012465,1.0027668
2025-01-01 00:05:00,0.9996793,1.0012345,1.0027541
2025-01-01 00:06:00,0.9996685,1.0012226,1.0027415
2025-01-01 00:07:00,0.9996576,1.0012106,1.0027287
2025-01-01 00:08:00,0.9996466,1.0011986,1.0027161
2025-01-01 00:09:00,0.99963564,1.0011866,1.0027033
2025-01-01 00:10:00,0.99962467,1.0011746,1.0026906
2025-01-01 00:11:00,0.9996136,1.0011624,1.0026778
2025-01-01 00:12:00,0.99960256,1.0011504,1.002665
2025-01-01 00:13:00,0.99959147,1.0011382,1.0026522
2025-01-01 00:14:00,0.9995803,1.001126,1.0026394
2025-01-01 00:15:00,0.9995692,1.0011139,1.0026265
2025-01-01 00:16:00,0.999558,1.0011017,1.0026138
2025-01-01 00:17:00,0.99954677,1.0010896,1.0026009
2025-01-01 00:18:00,0.9995355,1.0010773,1.002588
2025-01-01 00:19:00,0.99952424,1.0010651,1.0025753
2025-01-01 00:20:00,0.9995129,1.0010529,1.0025624
2025-01-01 00:21:00,0.9995016,1.0010406,1.0025494
2025-01-01 00:22:00,0.99949026,1.0010282,1.0025365
2025-01-01 00:23:00,0.9994789,1.0010159,1.0025237
2025-01-01 00:24:00,0.99946743,1.0010035,1.0025108
2025-01-01 00:25:00,0.999456,1.0009912,1.0024978
2025-01-01 00:26:00,0.9994445,1.0009788,1.0024849
2025-01-01 00:27:00,0.999433,1.0009664,1.0024719
2025-01-01 00:28:00,0.9994215,1.000954,1.002459
2025-01-01 00:29:00,0.9994099,1.0009415,1.002446
2025-01-01 00:30:00,1.0027027,1.0048578,1.0054932
2025-01-01 00:31:00,1.0053345,1.0079882,1.0079283
2025-01-01 00:32:00,1.0074377,1.0104902,1.0098739
2025-01-01 00:33:00,1.0091178,1.0124891,1.0114276
2025-01-01 00:34:00,1.0104597,1.0140858,1.0126681
2025-01-01 00:35:00,1.0115308,1.0153605,1.0136578
2025-01-01 00:36:00,1.0123852,1.0163778,1.014447
2025-01-01 00:37:00,1.0130664,1.0171891,1.0150758
2025-01-01 00:38:00,1.0136092,1.0178356,1.0155762
2025-01-01 00:39:00,1.0140407,1.0183502,1.0159738
2025-01-01 00:40:00,1.0143837,1.0187595,1.0162894
2025-01-01 00:41:00,1.0146557,1.0190843,1.0165392
2025-01-01 00:42:00,1.0148709,1.0193417,1.0167364
2025-01-01 00:43:00,1.0150406,1.0195451,1.0168916
2025-01-01 00:44:00,1.015174,1.0197052,1.0170131
2025-01-01 00:45:00,1.0152782,1.0198306,1.0171077
2025-01-01 00:46:00,1.0153593,1.0199285,1.0171808
2025-01-01 00:47:00,1.0154216,1.0200043,1.0172366
2025-01-01 00:48:00,1.0154692,1.0200623,1.0172788
2025-01-01 00:49:00,1.0155048,1.0201062,1.0173098
2025-01-01 00:50:00,1.015531,1.0201387,1.017332
2025-01-01 00:51:00,1.0155493,1.0201622,1.0173471
2025-01-01 00:52:00,1.0155616,1.0201783,1.0173565
2025-01-01 00:53:00,1.015569,1.0201887,1.0173616
2025-01-01 00:54:00,1.0155724,1.0201944,1.017363
2025-01-01 00:55:00,1.0155728,1.0201964,1.0173614
2025-01-01 00:56:00,1.0155705,1.0201955,1.0173576
2025-01-01 00:57:00,1.0155663,1.0201921,1.0173519
2025-01-01 00:58:00,1.0155604,1.0201869,1.0173447
2025-01-01 00:59:00,1.0155532,1.0201802,1.0173364
2025-01-01 01:00:00,1.0182872,1.0234038,1.0198473
2025-01-01 01:01:00,1.0204719,1.0259801,1.0218533
2025-01-01 01:02:00,1.0222172,1.0280386,1.0234556
2025-01-01 01:03:00,1.023611,1.0296829,1.0247349
2025-01-01 01:04:00,1.0247234,1.0309956,1.0257555
2025-01-01 01:05:00,1.0256109,1.0320433,1.0265695
2025-01-01 01:06:00,1.0263184,1.0328788,1.0272181
2025-01-01 01:07:00,1.0268819,1.0335447,1.0277343
2025-01-01 01:08:00,1.0273303,1.0340747,1.0281446
2025-01-01 01:09:00,1.0276864,1.0344961,1.0284703
2025-01-01 01:10:00,1.0279689,1.0348306,1.0287282
2025-01-01 01:11:00,1.0281923,1.0350956,1.028932
2025-01-01 01:12:00,1.0283685,1.035305,1.0290923
2025-01-01 01:13:00,1.028507,1.03547,1.029218
2025-01-01 01:14:00,1.0286152,1.0355994,1.0293158
2025-01-01 01:15:00,1.0286993,1.0357002,1.0293915
2025-01-01 01:16:00,1.028764,1.0357783,1.0294496
2025-01-01 01:17:00,1.0288132,1.0358381,1.0294933
2025-01-01 01:18:00,1.0288501,1.0358833,1.0295256
2025-01-01 01:19:00,1.028877,1.0359169,1.0295489
2025-01-01 01:20:00,1.0288961,1.0359411,1.029565
2025-01-01 01:21:00,1.0289087,1.035958,1.0295751
2025-01-01 01:22:00,1.0289164,1.0359689,1.0295806
2025-01-01 01:23:00,1.0289199,1.0359749,1.0295825
2025-01-01 01:24:00,1.0289202,1.035977,1.0295813
2025-01-01 01:25:00,1.0289178,1.0359763,1.0295779
2025-01-01 01:26:00,1.0289135,1.035973,1.0295724
2025-01-01 01:27:00,1.0289074,1.0359677,1.0295655
2025-01-01 01:28:00,1.0288999,1.035961,1.0295573
2025-01-01 01:29:00,1.0288914,1.0359529,1.0295482
2025-01-01 01:30:00,1.0310135,1.0384214,1.0314738
2025-01-01 01:31:00,1.0327085,1.0403936,1.0330117
2025-01-01 01:32:00,1.034062,1.0419687,1.0342394
2025-01-01 01:33:00,1.0351422,1.0432262,1.035219
2025-01-01 01:34:00,1.0360038,1.0442296,1.036
2025-01-01 01:35:00,1.0366905,1.0450296,1.0366223
2025-01-01 01:36:00,1.0372373,1.045667,1.0371175
2025-01-01 01:37:00,1.0376722,1.0461744,1.037511
2025-01-01 01:38:00,1.0380175,1.0465776,1.0378233
2025-01-01 01:39:00,1.0382912,1.0468975,1.0380706
2025-01-01 01:40:00,1.0385076,1.0471509,1.0382657
2025-01-01 01:41:00,1.038678,1.0473509,1.0384194
2025-01-01 01:42:00,1.0388119,1.0475084,1.0385396
2025-01-01 01:43:00,1.0389162,1.0476316,1.0386333
2025-01-01 01:44:00,1.0389973,1.0477277,1.0387057
2025-01-01 01:45:00,1.0390594,1.0478019,1.038761
2025-01-01 01:46:00,1.0391066,1.0478586,1.0388027
2025-01-01 01:47:00,1.0391417,1.0479014,1.0388335
2025-01-01 01:48:00,1.0391672,1.047933,1.0388556
2025-01-01 01:49:00,1.0391849,1.0479558,1.0388706
2025-01-01 01:50:00,1.0391965,1.0479712,1.0388801
2025-01-01 01:51:00,1.0392032,1.047981,1.0388852
2025-01-01 01:52:00,1.0392059,1.0479863,1.0388867
2025-01-01 01:53:00,1.0392056,1.0479878,1.0388854
2025-01-01 01:54:00,1.0392027,1.0479864,1.0388817
2025-01-01 01:55:00,1.0391978,1.0479827,1.0388762
2025-01-01 01:56:00,1.0391911,1.0479772,1.0388693
2025-01-01 01:57:00,1.0391833,1.04797,1.0388612
2025-01-01 01:58:00,1.0391744,1.0479617,1.0388522
2025-01-01 01:59:00,1.0391647,1.0479525,1.0388424
2025-01-01 02:00:00,1.0406364,1.0496213,1.0401483
2025-01-01 02:01:00,1.0418111,1.0509539,1.0411903
2025-01-01 02:02:00,1.0427483,1.0520173,1.0420214
2025-01-01 02:03:00,1.0434954,1.0528654,1.0426837
2025-01-01 02:04:00,1.0440906,1.0535413,1.043211
2025-01-01 02:05:00,1.044564,1.0540793,1.0436304
2025-01-01 02:06:00,1.0449401,1.0545073,1.0439633
2025-01-01 02:07:00,1.0452384,1.054847,1.0442272
2025-01-01 02:08:00,1.0454745,1.055116,1.0444359
2025-01-01 02:09:00,1.0456607,1.0553288,1.0446002
2025-01-01 02:10:00,1.045807,1.0554965,1.0447292
2025-01-01 02:11:00,1.0459214,1.055628,1.04483
2025-01-01 02:12:00,1.0460104,1.0557306,1.044908
2025-01-01 02:13:00,1.0460789,1.0558101,1.044968
2025-01-01 02:14:00,1.0461313,1.055871,1.0450134
2025-01-01 02:15:00,1.0461704,1.0559171,1.0450473
2025-01-01 02:16:00,1.0461991,1.0559515,1.045072
2025-01-01 02:17:00,1.0462193,1.0559764,1.0450892
2025-01-01 02:18:00,1.0462329,1.0559938,1.0451005
2025-01-01 02:19:00,1.0462413,1.056005,1.0451071
2025-01-01 02:20:00,1.0462453,1.0560116,1.04511
2025-01-01 02:21:00,1.0462459,1.0560141,1.0451099
2025-01-01 02:22:00,1.0462438,1.0560136,1.0451072
2025-01-01 02:23:00,1.0462394,1.0560106,1.0451027
2025-01-01 02:24:00,1.0462333,1.0560057,1.0450965
2025-01-01 02:25:00,1.0462258,1.0559992,1.0450892
2025-01-01 02:26:00,1.0462172,1.0559914,1.0450809
2025-01-01 02:27:00,1.0462077,1.0559826,1.045072
2025-01-01 02:28:00,1.0461974,1.0559729,1.0450622
2025-01-01 02:29:00,1.0461866,1.0559627,1.045052
2025-01-01 02:30:00,1.0469822,1.0568024,1.0457145
2025-01-01 02:31:00,1.0476159,1.0574714,1.0462421
2025-01-01 02:32:00,1.0481203,1.0580041,1.0466619
2025-01-01 02:33:00,1.0485212,1.0584277,1.0469953
2025-01-01 02:34:00,1.0488392,1.0587641,1.0472596
2025-01-01 02:35:00,1.049091,1.0590307,1.0474687
2025-01-01 02:36:00,1.04929,1.0592414,1.0476335
2025-01-01 02:37:00,1.0494463,1.0594075,1.047763
2025-01-01 02:38:00,1.0495689,1.0595378,1.0478642
2025-01-01 02:39:00,1.0496644,1.0596396,1.0479429
2025-01-01 02:40:00,1.049738,1.0597184,1.0480033
2025-01-01 02:41:00,1.0497946,1.0597789,1.0480493
2025-01-01 02:42:00,1.049837,1.0598248,1.0480838
2025-01-01 02:43:00,1.0498685,1.059859,1.0481089
2025-01-01 02:44:00,1.0498909,1.0598837,1.0481268
2025-01-01 02:45:00,1.0499064,1.0599012,1.0481386
2025-01-01 02:46:00,1.049916,1.0599126,1.0481458
2025-01-01 02:47:00,1.0499213,1.0599191,1.0481491
2025-01-01 02:48:00,1.0499228,1.059922,1.0481496
2025-01-01 02:49:00,1.0499215,1.0599216,1.0481476
2025-01-01 02:50:00,1.0499178,1.0599189,1.0481436
2025-01-01 02:51:00,1.0499123,1.0599142,1.0481381
2025-01-01 02:52:00,1.0499053,1.059908,1.0481315
2025-01-01 02:53:00,1.0498971,1.0599005,1.0481237
2025-01-01 02:54:00,1.0498879,1.0598922,1.0481154
2025-01-01 02:55:00,1.049878,1.0598829,1.0481063
2025-01-01 02:56:00,1.0498674,1.0598731,1.0480968
2025-01-01 02:57:00,1.0498564,1.0598627,1.0480869
2025-01-01 02:58:00,1.049845,1.059852,1.0480766
2025-01-01 02:59:00,1.0498334,1.0598409,1.0480663
2025-01-01 03:00:00,1.0499383,1.0598363,1.0480741
2025-01-01 03:01:00,1.0500197,1.0598301,1.0480781
2025-01-01 03:02:00,1.0500823,1.0598227,1.0480791
2025-01-01 03:03:00,1.0501298,1.0598143,1.0480776
2025-01-01 03:04:00,1.050165,1.0598053,1.0480741
2025-01-01 03:05:00,1.0501909,1.0597955,1.0480691
2025-01-01 03:06:00,1.0502089,1.0597852,1.0480629
2025-01-01 03:07:00,1.0502207,1.0597748,1.0480556
2025-01-01 03:08:00,1.0502276,1.0597638,1.0480477
2025-01-01 03:09:00,1.0502307,1.0597527,1.0480391
2025-01-01 03:10:00,1.0502305,1.0597414,1.04803
2025-01-01 03:11:00,1.0502279,1.0597298,1.0480205
2025-01-01 03:12:00,1.0502231,1.0597181,1.0480107
2025-01-01 03:13:00,1.0502168,1.0597066,1.0480007
2025-01-01 03:14:00,1.0502092,1.0596949,1.0479906
2025-01-01 03:15:00,1.0502006,1.059683,1.0479802
2025-01-01 03:16:00,1.0501912,1.0596713,1.0479698
2025-01-01 03:17:00,1.0501812,1.0596594,1.0479593
2025-01-01 03:18:00,1.0501705,1.0596474,1.0479488
2025-01-01 03:19:00,1.0501595,1.0596356,1.0479382
2025-01-01 03:20:00,1.0501481,1.0596238,1.0479276
2025-01-01 03:21:00,1.0501366,1.059612,1.0479169
2025-01-01 03:22:00,1.0501248,1.0596001,1.0479062
2025-01-01 03:23:00,1.0501128,1.0595883,1.0478956
2025-01-01 03:24:00,1.0501008,1.0595764,1.047885
2025-01-01 03:25:00,1.0500886,1.0595646,1.0478745
2025-01-01 03:26:00,1.0500764,1.0595528,1.0478637
2025-01-01 03:27:00,1.0500641,1.059541,1.0478531
2025-01-01 03:28:00,1.0500518,1.0595293,1.0478425
2025-01-01 03:29:00,1.0500394,1.0595176,1.047832
2025-01-01 03:30:00,1.0494518,1.0586689,1.0471846
2025-01-01 03:31:00,1.0489793,1.0579875,1.0466646
