TIME,H_001_v000,H_002_v000
2025-01-01 00:01:00,1.0464218,1.0486864
2025-01-01 00:02:00,1.0464295,1.0486922
2025-01-01 00:03:00,1.0464371,1.048698
2025-01-01 00:04:00,1.0464448,1.0487037
2025-01-01 00:05:00,1.0464524,1.0487093
2025-01-01 00:06:00,1.0464599,1.048715
2025-01-01 00:07:00,1.0464673,1.0487205
2025-01-01 00:08:00,1.0464748,1.048726
2025-01-01 00:09:00,1.0464822,1.0487314
2025-01-01 00:10:00,1.0464895,1.0487368
2025-01-01 00:11:00,1.0464969,1.0487422
2025-01-01 00:12:00,1.046504,1.0487474
2025-01-01 00:13:00,1.0465113,1.0487527
2025-01-01 00:14:00,1.0465184,1.0487579
2025-01-01 00:15:00,1.0465255,1.048763
2025-01-01 00:16:00,1.0465325,1.048768
2025-01-01 00:17:00,1.0465395,1.0487732
2025-01-01 00:18:00,1.0465465,1.048778
2025-01-01 00:19:00,1.0465534,1.0487831
2025-01-01 00:20:00,1.0465603,1.0487878
2025-01-01 00:21:00,1.0465671,1.0487927
2025-01-01 00:22:00,1.0465739,1.0487975
2025-01-01 00:23:00,1.0465806,1.0488021
2025-01-01 00:24:00,1.0465872,1.0488068
2025-01-01 00:25:00,1.0465938,1.0488114
2025-01-01 00:26:00,1.0466003,1.048816
2025-01-01 00:27:00,1.0466069,1.0488205
2025-01-01 00:28:00,1.0466133,1.0488249
2025-01-01 00:29:00,1.0466198,1.0488293
2025-01-01 00:30:00,1.0459788,1.0489371
2025-01-01 00:31:00,1.0453637,1.0490407
2025-01-01 00:32:00,1.0447735,1.0491402
2025-01-01 00:33:00,1.044207,1.0492359
2025-01-01 00:34:00,1.0436634,1.049328
2025-01-01 00:35:00,1.0431417,1.0494163
2025-01-01 00:36:00,1.0426412,1.0495013
2025-01-01 00:37:00,1.0421607,1.049583
2025-01-01 00:38:00,1.0416998,1.0496614
2025-01-01 00:39:00,1.0412575,1.049737
2025-01-01 00:40:00,1.040833,1.0498095
2025-01-01 00:41:00,1.0404257,1.0498793
2025-01-01 00:42:00,1.0400349,1.0499464
2025-01-01 00:43:00,1.0396599,1.0500108
2025-01-01 00:44:00,1.0393,1.0500728
2025-01-01 00:45:00,1.0389547,1.0501323
2025-01-01 00:46:00,1.0386233,1.0501895
2025-01-01 00:47:00,1.0383054,1.0502446
2025-01-01 00:48:00,1.0380005,1.0502975
2025-01-01 00:49:00,1.0377078,1.0503484
2025-01-01 00:50:00,1.0374271,1.0503974
2025-01-01 00:51:00,1.0371577,1.0504444
2025-01-01 00:52:00,1.0368992,1.0504897
2025-01-01 00:53:00,1.0366514,1.050533
2025-01-01 00:54:00,1.0364136,1.050575
2025-01-01 00:55:00,1.0361853,1.0506152
2025-01-01 00:56:00,1.0359664,1.0506539
2025-01-01 00:57:00,1.0357563,1.0506911
2025-01-01 00:58:00,1.0355549,1.0507269
2025-01-01 00:59:00,1.0353616,1.0507613
2025-01-01 01:00:00,1.0358255,1.0514123
2025-01-01 01:01:00,1.0362707,1.0520375
2025-01-01 01:02:00,1.0366985,1.0526377
