TIME,R_001_v000,R_004_v000,R_005_v000,R_006_v000,R_007_v000,R_008_v000,R_010_v000
2025-01-01 00:01:00,0.89414203,0.8957703,0.89746284,0.89922863,0.90107423,0.9030042,0.89102054
2025-01-01 00:02:00,0.8941318,0.89576155,0.8974559,0.8992236,0.9010713,0.9030036,0.8910221
2025-01-01 00:03:00,0.8941215,0.89575285,0.89744896,0.8992187,0.9010685,0.9030029,0.8910237
2025-01-01 00:04:00,0.89411134,0.8957442,0.8974421,0.8992138,0.90106577,0.9030024,0.89102536
2025-01-01 00:05:00,0.89410114,0.89573556,0.89743525,0.89920896,0.9010631,0.9030019,0.8910271
2025-01-01 00:06:00,0.894091,0.895727,0.8974285,0.8992042,0.9010604,0.9030015,0.8910289
2025-01-01 00:07:00,0.89408094,0.89571846,0.8974218,0.8991994,0.90105784,0.90300107,0.8910307
2025-01-01 00:08:00,0.89407086,0.89571,0.8974151,0.8991948,0.9010553,0.9030008,0.89103264
2025-01-01 00:09:00,0.89406085,0.8957015,0.8974085,0.8991901,0.90105283,0.9030005,0.8910346
2025-01-01 00:10:00,0.8940509,0.8956931,0.89740187,0.8991856,0.9010504,0.9030003,0.8910366
2025-01-01 00:11:00,0.89404094,0.8956848,0.8973953,0.89918107,0.901048,0.9030001,0.8910387
2025-01-01 00:12:00,0.894031,0.89567643,0.8973889,0.8991766,0.90104574,0.90300006,0.8910408
2025-01-01 00:13:00,0.89402115,0.8956682,0.89738244,0.89917225,0.9010435,0.903,0.891043
2025-01-01 00:14:00,0.8940113,0.89566,0.89737606,0.8991679,0.90104127,0.90300006,0.8910452
2025-01-01 00:15:00,0.89400154,0.89565176,0.89736974,0.89916354,0.9010391,0.9030001,0.89104754
2025-01-01 00:16:00,0.89399177,0.89564365,0.8973634,0.8991593,0.90103704,0.90300024,0.89104986
2025-01-01 00:17:00,0.89398205,0.89563555,0.8973572,0.89915514,0.901035,0.9030005,0.8910523
2025-01-01 00:18:00,0.89397234,0.8956275,0.897351,0.899151,0.90103304,0.9030007,0.89105475
2025-01-01 00:19:00,0.89396274,0.8956195,0.8973449,0.8991469,0.90103114,0.903001,0.89105725
2025-01-01 00:20:00,0.89395314,0.8956116,0.8973388,0.8991429,0.9010293,0.90300137,0.8910599
2025-01-01 00:21:00,0.89394355,0.89560366,0.8973328,0.8991389,0.9010275,0.9030018,0.8910625
2025-01-01 00:22:00,0.893934,0.8955958,0.8973268,0.899135,0.9010258,0.90300226,0.8910652
2025-01-01 00:23:00,0.89392453,0.895588,0.8973209,0.8991312,0.90102404,0.9030028,0.8910679
2025-01-01 00:24:00,0.8939151,0.8955802,0.897315,0.89912736,0.90102243,0.9030034,0.8910707
2025-01-01 00:25:00,0.8939057,0.8955725,0.8973092,0.8991236,0.9010209,0.90300405,0.8910736
2025-01-01 00:26:00,0.89389634,0.8955648,0.89730346,0.8991199,0.90101933,0.90300477,0.8910765
2025-01-01 00:27:00,0.893887,0.89555717,0.89729774,0.8991163,0.9010179,0.90300554,0.8910795
2025-01-01 00:28:00,0.89387774,0.8955496,0.8972921,0.8991127,0.9010165,0.9030064,0.89108247
2025-01-01 00:29:00,0.89386845,0.895542,0.8972864,0.8991091,0.90101516,0.90300727,0.89108557
2025-01-01 00:30:00,0.88898486,0.89073086,0.8938242,0.89627737,0.8958295,0.8982884,0.8863744
2025-01-01 00:31:00,0.88580734,0.88760114,0.8915719,0.8944356,0.8924584,0.89522165,0.8833133
2025-01-01 00:32:00,0.8837388,0.88556415,0.89010596,0.89323723,0.89026684,0.89322865,0.88132477
2025-01-01 00:33:00,0.88239115,0.8842376,0.8891513,0.89245725,0.888842,0.89193356,0.8800334
2025-01-01 00:34:00,0.881512,0.88337284,0.8885289,0.8919491,0.8879155,0.89109224,0.8791952
2025-01-01 00:35:00,0.8809374,0.8828082,0.88812256,0.8916177,0.88731295,0.89054585,0.8786516
2025-01-01 00:36:00,0.8805608,0.8824387,0.88785654,0.89140135,0.88692105,0.8901912,0.87829953
2025-01-01 00:37:00,0.880313,0.88219607,0.8876819,0.8912596,0.886666,0.8899611,0.87807196
2025-01-01 00:38:00,0.88014877,0.8820359,0.8875666,0.89116645,0.88649994,0.8898122,0.87792534
2025-01-01 00:39:00,0.880039,0.88192934,0.8874899,0.8911049,0.8863918,0.88971585,0.87783134
2025-01-01 00:40:00,0.87996453,0.88185763,0.88743836,0.89106387,0.8863213,0.8896538,0.87777156
2025-01-01 00:41:00,0.8799132,0.88180864,0.88740313,0.8910363,0.8862753,0.8896141,0.87773407
2025-01-01 00:42:00,0.87987673,0.8817744,0.8873785,0.8910174,0.8862452,0.8895889,0.87771106
2025-01-01 00:43:00,0.8798501,0.8817498,0.8873608,0.8910042,0.8862254,0.8895731,0.8776974
2025-01-01 00:44:00,0.87982976,0.88173145,0.88734776,0.89099467,0.88621247,0.8895635,0.87769
2025-01-01 00:45:00,0.87981355,0.88171715,0.8873375,0.89098763,0.88620394,0.8895579,0.87768656
2025-01-01 00:46:00,0.8798001,0.8817055,0.8873293,0.8909822,0.88619834,0.8895549,0.87768584
2025-01-01 00:47:00,0.8797884,0.8816957,0.88732237,0.89097774,0.8861946,0.8895537,0.8776868
2025-01-01 00:48:00,0.87977785,0.881687,0.8873162,0.8909741,0.88619214,0.88955367,0.8776889
2025-01-01 00:49:00,0.8797681,0.8816791,0.88731074,0.8909709,0.8861905,0.8895544,0.8776918
2025-01-01 00:50:00,0.87975883,0.88167167,0.88730556,0.890968,0.88618934,0.88955563,0.8776952
2025-01-01 00:51:00,0.87974995,0.8816647,0.8873007,0.89096534,0.8861887,0.88955724,0.8776989
2025-01-01 00:52:00,0.8797414,0.8816579,0.8872961,0.89096284,0.8861882,0.88955903,0.87770295
2025-01-01 00:53:00,0.8797329,0.8816513,0.88729155,0.8909606,0.88618803,0.88956106,0.87770706
2025-01-01 00:54:00,0.87972456,0.8816448,0.88728714,0.89095837,0.8861879,0.8895632,0.87771136
2025-01-01 00:55:00,0.8797163,0.8816384,0.88728285,0.8909562,0.886188,0.8895654,0.87771577
2025-01-01 00:56:00,0.8797081,0.8816321,0.8872786,0.89095414,0.8861881,0.8895678,0.87772024
2025-01-01 00:57:00,0.87970006,0.8816259,0.88727444,0.89095217,0.88618827,0.8895702,0.87772477
2025-01-01 00:58:00,0.879692,0.88161975,0.8872704,0.89095026,0.8861886,0.8895727,0.8777295
2025-01-01 00:59:00,0.8796841,0.8816137,0.88726634,0.8909484,0.886189,0.8895753,0.8777342
2025-01-01 01:00:00,0.8746745,0.87670124,0.88386667,0.88813496,0.88110495,0.88499624,0.8732283
2025-01-01 01:01:00,0.8714156,0.8735061,0.8816556,0.88630563,0.8778005,0.88202083,0.87030125
2025-01-01 01:02:00,0.8692945,0.8714273,0.880217,0.88511604,0.8756529,0.88008785,0.8684004
2025-01-01 01:03:00,0.8679132,0.870074,0.8792806,0.8843422,0.8742572,0.87883246,0.8671666
2025-01-01 01:04:00,0.8670127,0.86919236,0.8786707,0.8838387,0.87335026,0.8780175,0.8663663
2025-01-01 01:05:00,0.8664247,0.8686173,0.878273,0.883511,0.872761,0.8774888,0.86584806
2025-01-01 01:06:00,0.8660398,0.86824155,0.87801325,0.88329744,0.87237835,0.8771462,0.86551297
2025-01-01 01:07:00,0.865787,0.8679954,0.8778432,0.88315827,0.8721299,0.87692463,0.86529696
2025-01-01 01:08:00,0.8656201,0.86783344,0.8777315,0.88306737,0.8719688,0.8767817,0.8651585
2025-01-01 01:09:00,0.86550903,0.86772627,0.8776577,0.8830078,0.87186444,0.87669,0.8650703
2025-01-01 01:10:00,0.8654343,0.8676547,0.87760854,0.8829688,0.871797,0.87663144,0.86501485
2025-01-01 01:11:00,0.86538315,0.8676063,0.8775755,0.882943,0.8717535,0.8765946,0.8649807
2025-01-01 01:12:00,0.8653474,0.86757296,0.8775529,0.88292587,0.87172574,0.87657183,0.86496043
2025-01-01 01:13:00,0.8653216,0.8675494,0.8775371,0.8829144,0.87170815,0.8765583,0.8649492
2025-01-01 01:14:00,0.8653023,0.8675323,0.8775257,0.8829067,0.8716971,0.8765507,0.86494386
2025-01-01 01:15:00,0.8652873,0.86751944,0.8775173,0.8829013,0.8716905,0.87654704,0.86494243
2025-01-01 01:16:00,0.8652751,0.86750925,0.8775107,0.88289756,0.87168664,0.8765459,0.86494344
2025-01-01 01:17:00,0.8652646,0.8675009,0.8775055,0.8828949,0.87168473,0.87654644,0.8649461
2025-01-01 01:18:00,0.8652554,0.86749375,0.87750113,0.88289297,0.87168396,0.8765481,0.86494994
2025-01-01 01:19:00,0.865247,0.8674873,0.87749726,0.8828915,0.8716841,0.87655056,0.8649544
2025-01-01 01:20:00,0.86523914,0.8674814,0.8774938,0.8828903,0.87168473,0.8765535,0.8649594
2025-01-01 01:21:00,0.8652317,0.8674759,0.8774906,0.88288933,0.87168574,0.87655675,0.8649648
2025-01-01 01:22:00,0.86522436,0.8674707,0.8774875,0.8828886,0.87168705,0.8765602,0.8649703
2025-01-01 01:23:00,0.8652173,0.8674656,0.8774846,0.88288796,0.87168854,0.8765639,0.8649761
2025-01-01 01:24:00,0.86521035,0.86746067,0.8774819,0.8828874,0.87169015,0.8765678,0.864982
2025-01-01 01:25:00,0.86520356,0.86745584,0.87747926,0.882887,0.8716919,0.87657166,0.86498797
2025-01-01 01:26:00,0.8651968,0.86745113,0.8774767,0.88288665,0.87169373,0.8765757,0.86499405
2025-01-01 01:27:00,0.86519015,0.8674464,0.8774742,0.8828864,0.87169564,0.87657976,0.8650002
2025-01-01 01:28:00,0.8651836,0.8674419,0.8774718,0.8828862,0.87169766,0.87658393,0.8650064
2025-01-01 01:29:00,0.86517704,0.86743736,0.8774694,0.88288605,0.87169975,0.87658817,0.8650127
2025-01-01 01:30:00,0.86013037,0.8625108,0.87419266,0.8801408,0.8668077,0.87223023,0.8607921
2025-01-01 01:31:00,0.85684776,0.859307,0.87206197,0.87835634,0.8636287,0.86939913,0.85805094
2025-01-01 01:32:00,0.8547119,0.85722303,0.8706763,0.87719655,0.86156315,0.8675605,0.85627156
2025-01-01 01:33:00,0.85332143,0.855867,0.86977494,0.8764427,0.8602213,0.86636704,0.8551172
