TIME,C_001_v000,C_001_v001,C_001_v002,C_002_v000,C_002_v001,C_002_v002,C_005_v000,C_005_v001,C_005_v002,C_008_v000,C_008_v001,C_008_v002,C_014_v000,C_014_v001,C_014_v002,C_016_v000,C_016_v001,C_016_v002,C_017_v000,C_017_v001,C_017_v002,C_019_v000,C_019_v001,C_019_v002,C_021_v000,C_021_v001,C_021_v002,C_022_v000,C_022_v001,C_022_v002,C_023_v000,C_023_v001,C_023_v002
2025-01-01 00:01:00,0.8562328,0.9585396,0.99677324,0.850996,0.9529789,1.0048758,0.85842645,0.94609296,0.99769914,0.8507774,0.952276,1.0037665,0.8427825,0.9443362,0.9959379,0.8493293,0.9511366,1.0030265,0.8430641,0.9452108,0.9974379,0.85210496,0.9545257,0.99298906,0.84798884,0.95049655,1.0029899,0.85787773,0.9462465,0.9985505,0.85293126,0.95499706,1.0069764
2025-01-01 00:02:00,0.8562416,0.9585466,0.9967782,0.8509967,0.9529773,1.0048721,0.8584187,0.94608355,0.99768835,0.85076475,0.95226294,1.0037534,0.8427705,0.94432527,0.99592835,0.84932333,0.9511327,1.0030248,0.8430668,0.94521564,0.99744475,0.85211515,0.95453715,0.99300146,0.84800196,0.9505095,1.0030023,0.8578879,0.94625515,0.9985574,0.852934,0.9549976,1.0069747
2025-01-01 00:03:00,0.8562503,0.9585535,0.99678314,0.85099727,0.9529757,1.0048683,0.8584109,0.9460741,0.9976775,0.85075206,0.9522499,1.0037404,0.8427586,0.9443144,0.9959189,0.84931743,0.95112884,1.0030231,0.8430696,0.94522053,0.9974516,0.85212535,0.9545486,0.9930138,0.84801507,0.95052236,1.0030147,0.85789806,0.9462638,0.9985642,0.85293674,0.9549981,1.0069729
2025-01-01 00:04:00,0.8562589,0.95856035,0.996788,0.8509978,0.95297396,1.0048643,0.8584031,0.9460646,0.9976666,0.85073936,0.9522368,1.0037273,0.8427467,0.9443036,0.9959095,0.8493116,0.9511251,1.0030216,0.8430725,0.94522554,0.9974586,0.8521356,0.9545601,0.9930262,0.8480282,0.9505353,1.003027,0.85790825,0.9462724,0.998571,0.85293937,0.95499855,1.0069711
2025-01-01 00:05:00,0.8562675,0.95856714,0.9967928,0.8509983,0.95297223,1.0048605,0.8583952,0.94605505,0.9976557,0.85072666,0.9522237,1.0037143,0.84273475,0.9442928,0.9959001,0.8493058,0.9511214,1.00302,0.84307534,0.94523054,0.99746555,0.8521459,0.9545716,0.9930386,0.8480413,0.9505482,1.0030392,0.8579183,0.9462809,0.9985777,0.852942,0.9549989,1.0069693
2025-01-01 00:06:00,0.8562761,0.95857394,0.99679756,0.8509987,0.9529704,1.0048565,0.8583873,0.9460455,0.9976447,0.8507139,0.95221066,1.0037012,0.8427229,0.944282,0.99589074,0.8493,0.9511177,1.0030185,0.8430783,0.9452356,0.9974726,0.8521562,0.95458317,0.99305105,0.8480544,0.9505611,1.0030516,0.8579284,0.94628936,0.9985844,0.8529445,0.95499927,1.0069674
2025-01-01 00:07:00,0.8562846,0.9585806,0.9968023,0.85099906,0.95296854,1.0048524,0.85837936,0.9460359,0.99763376,0.8507012,0.95219755,1.0036882,0.84271103,0.9442713,0.99588144,0.84929436,0.9511141,1.0030171,0.8430813,0.94524074,0.9974797,0.85216653,0.95459473,0.99306345,0.8480675,0.9505739,1.0030638,0.8579384,0.9462978,0.998591,0.852947,0.9549995,1.0069655
2025-01-01 00:08:00,0.8562931,0.9585873,0.9968069,0.85099936,0.95296663,1.0048484,0.8583713,0.94602627,0.9976227,0.85068846,0.9521845,1.0036752,0.8426992,0.9442606,0.9958722,0.8492887,0.95111054,1.0030158,0.84308434,0.94524586,0.99748677,0.85217696,0.9546063,0.9930759,0.84808064,0.9505868,1.0030761,0.85794836,0.9463062,0.9985976,0.85294944,0.95499974,1.0069635
2025-01-01 00:09:00,0.8563015,0.9585939,0.9968115,0.8509996,0.95296466,1.0048442,0.8583633,0.94601655,0.9976117,0.85067564,0.9521714,1.0036621,0.8426874,0.9442499,0.99586296,0.84928316,0.9511071,1.0030144,0.8430875,0.9452511,0.997494,0.8521874,0.954618,0.9930884,0.8480937,0.9505997,1.0030884,0.8579583,0.9463146,0.9986041,0.8529518,0.95499986,1.0069615
2025-01-01 00:10:00,0.8563099,0.95860046,0.9968161,0.8509998,0.95296264,1.00484,0.85835516,0.94600683,0.9976006,0.8506629,0.95215833,1.0036491,0.8426757,0.9442393,0.9958538,0.8492776,0.9511036,1.0030131,0.84309065,0.94525635,0.9975012,0.8521978,0.9546296,0.9931009,0.8481068,0.9506125,1.0031005,0.8579683,0.9463229,0.9986106,0.8529541,0.955,1.0069593
