TIME,P_001_v000,P_001_v001,P_002_v000,P_002_v001
2025-01-01 00:01:00,1.0013839,0.9038143,1.0061923,0.9085072
2025-01-01 00:02:00,1.0013956,0.90382475,1.0062013,0.9085144
2025-01-01 00:03:00,1.0014071,0.9038351,1.0062101,0.90852153
2025-01-01 00:04:00,1.0014187,0.9038455,1.0062189,0.9085286
2025-01-01 00:05:00,1.0014303,0.9038558,1.0062277,0.90853566
2025-01-01 00:06:00,1.0014418,0.9038661,1.0062366,0.90854263
2025-01-01 00:07:00,1.0014533,0.9038763,1.0062453,0.90854955
2025-01-01 00:08:00,1.0014647,0.90388656,1.006254,0.90855646
2025-01-01 00:09:00,1.0014762,0.9038967,1.0062625,0.90856326
2025-01-01 00:10:00,1.0014875,0.9039068,1.0062711,0.90857005
2025-01-01 00:11:00,1.0014989,0.90391695,1.0062797,0.9085768
2025-01-01 00:12:00,1.0015103,0.903927,1.0062882,0.90858346
2025-01-01 00:13:00,1.0015216,0.90393704,1.0062966,0.90859014
2025-01-01 00:14:00,1.0015328,0.90394706,1.006305,0.9085967
2025-01-01 00:15:00,1.0015441,0.903957,1.0063134,0.90860325
2025-01-01 00:16:00,1.0015553,0.9039669,1.0063218,0.90860975
2025-01-01 00:17:00,1.0015665,0.9039768,1.00633,0.9086162
2025-01-01 00:18:00,1.0015776,0.90398663,1.0063382,0.90862256
2025-01-01 00:19:00,1.0015888,0.9039964,1.0063465,0.90862894
2025-01-01 00:20:00,1.0015999,0.9040062,1.0063546,0.9086352
2025-01-01 00:21:00,1.001611,0.9040159,1.0063627,0.90864146
2025-01-01 00:22:00,1.0016221,0.9040256,1.0063708,0.90864766
2025-01-01 00:23:00,1.001633,0.9040353,1.0063788,0.9086538
2025-01-01 00:24:00,1.001644,0.90404487,1.0063868,0.9086599
2025-01-01 00:25:00,1.001655,0.90405446,1.0063946,0.9086659
2025-01-01 00:26:00,1.0016658,0.904064,1.0064025,0.90867186
2025-01-01 00:27:00,1.0016768,0.9040735,1.0064104,0.9086778
