管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,646.88
陕京二线,北京,通州南分输站,通州热电,505.313
陕京二线,北京,通州南分输站,通州工业园,346.923
陕京二线,北京,通州南分输站,通州医院,169.414
中俄东线,北京,宝坻站,北京燃气,563.613
中俄东线,北京,永清站,北京燃气,425.817
川气东送,湖南,湘潭分输站,湘潭钢铁,480.23
川气东送,湖南,湘潭分输站,湘潭城市燃气,397.201
川气东送,湖南,湘潭分输站,湘潭化工,276.141
川气东送,湖南,湘潭分输站,湘潭医院,117.123
陕京二线,山西,阳曲压气站,太原城市燃气,559.962
陕京二线,山西,阳曲压气站,山西电力,407.919
陕京二线,山西,阳曲压气站,山西代输-工业用户,246.947
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,686.831
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,602.588
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,416.408
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,652.514
陕京二线,河北,石家庄压气站,石家庄燃气,543.494
陕京二线,河北,石家庄压气站,河北化工,386.714
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,715.018
川气东送,上海,上海白鹤末站,上海电力,528.642
川气东送,上海,上海白鹤末站,白鹤工业园,358.129
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,467.786
西气东输一线,新疆,王家沟末站,王家沟工业,300.595
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,596.554
西气东输二线,甘肃,兰州分输站,兰州石化,457.474
西气东输三线,甘肃,武威分输站,甘肃工业集团,377.276
西气东输三线,甘肃,张掖分输站,河西城市燃气,259.745
川气东送,贵州,贵阳北站,贵州管网,437.89
川气东送,贵州,遵义站,贵州管网,369.513
川气东送,贵州,安顺站,贵州管网,283.414
川气东送,广西,南宁站,广西管网,454.749
川气东送,广西,柳州站,广西管网,351.669
川气东送,广西,桂林站,广西管网,285.886
川气东送,上海,甪直站,上海管网,472.828
中俄东线,上海,南通站,上海管网,311.407
中俄东线,江苏,南通站,江苏城市燃气,674.082
冀宁线,江苏,南京站,江苏电力,544.84
中俄东线,江苏,海安站,江苏化工,434.445
川气东送,江苏,甪直站,苏州工业园,402.219
中俄东线,江苏,如皋站,江苏交通能源,263.948
冀宁线,河北,安平站,河北城市燃气,422.509
西气东输一线,新疆,昌吉站,昌吉工业,336.599
西气东输一线,新疆,精河站,伊犁能源,304.968
