管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,606.242
陕京二线,北京,通州南分输站,通州热电,460.496
陕京二线,北京,通州南分输站,通州工业园,368.713
陕京二线,北京,通州南分输站,通州医院,171.468
中俄东线,北京,宝坻站,北京燃气,536.097
中俄东线,北京,永清站,北京燃气,423.318
川气东送,湖南,湘潭分输站,湘潭钢铁,492.664
川气东送,湖南,湘潭分输站,湘潭城市燃气,438.068
川气东送,湖南,湘潭分输站,湘潭化工,274.632
川气东送,湖南,湘潭分输站,湘潭医院,114.121
陕京二线,山西,阳曲压气站,太原城市燃气,582.09
陕京二线,山西,阳曲压气站,山西电力,449.664
陕京二线,山西,阳曲压气站,山西代输-工业用户,256.38
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,717.426
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,607.542
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,428.772
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,710.193
陕京二线,河北,石家庄压气站,石家庄燃气,574.304
陕京二线,河北,石家庄压气站,河北化工,404.734
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,705.782
川气东送,上海,上海白鹤末站,上海电力,504.609
川气东送,上海,上海白鹤末站,白鹤工业园,353.265
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,455.542
西气东输一线,新疆,王家沟末站,王家沟工业,312.179
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,613.694
西气东输二线,甘肃,兰州分输站,兰州石化,452.911
西气东输三线,甘肃,武威分输站,甘肃工业集团,390.614
西气东输三线,甘肃,张掖分输站,河西城市燃气,254.405
川气东送,贵州,贵阳北站,贵州管网,449.906
川气东送,贵州,遵义站,贵州管网,356.033
川气东送,贵州,安顺站,贵州管网,307.044
川气东送,广西,南宁站,广西管网,468.533
川气东送,广西,柳州站,广西管网,333.779
川气东送,广西,桂林站,广西管网,278.996
川气东送,上海,甪直站,上海管网,468.211
中俄东线,上海,南通站,上海管网,334.645
中俄东线,江苏,南通站,江苏城市燃气,650.69
冀宁线,江苏,南京站,江苏电力,511.579
中俄东线,江苏,海安站,江苏化工,437.289
川气东送,江苏,甪直站,苏州工业园,387.998
中俄东线,江苏,如皋站,江苏交通能源,270.255
冀宁线,河北,安平站,河北城市燃气,424.495
西气东输一线,新疆,昌吉站,昌吉工业,330.513
西气东输一线,新疆,精河站,伊犁能源,291.581
