管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,667.468
陕京二线,北京,通州南分输站,通州热电,554.89
陕京二线,北京,通州南分输站,通州工业园,383.729
陕京二线,北京,通州南分输站,通州医院,203.011
中俄东线,北京,宝坻站,北京燃气,603.918
中俄东线,北京,永清站,北京燃气,471.803
川气东送,湖南,湘潭分输站,湘潭钢铁,598.131
川气东送,湖南,湘潭分输站,湘潭城市燃气,460.986
川气东送,湖南,湘潭分输站,湘潭化工,308.354
川气东送,湖南,湘潭分输站,湘潭医院,133.452
陕京二线,山西,阳曲压气站,太原城市燃气,632.604
陕京二线,山西,阳曲压气站,山西电力,482.828
陕京二线,山西,阳曲压气站,山西代输-工业用户,279.397
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,796.323
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,671.569
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,481.746
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,744.936
陕京二线,河北,石家庄压气站,石家庄燃气,621.465
陕京二线,河北,石家庄压气站,河北化工,423.009
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,842.703
川气东送,上海,上海白鹤末站,上海电力,617.524
川气东送,上海,上海白鹤末站,白鹤工业园,391.511
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,506.511
西气东输一线,新疆,王家沟末站,王家沟工业,349.545
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,717.298
西气东输二线,甘肃,兰州分输站,兰州石化,511.214
西气东输三线,甘肃,武威分输站,甘肃工业集团,402.486
西气东输三线,甘肃,张掖分输站,河西城市燃气,289.169
川气东送,贵州,贵阳北站,贵州管网,456.365
川气东送,贵州,遵义站,贵州管网,405.635
川气东送,贵州,安顺站,贵州管网,319.305
川气东送,广西,南宁站,广西管网,477.252
川气东送,广西,柳州站,广西管网,397.452
川气东送,广西,桂林站,广西管网,305.452
川气东送,上海,甪直站,上海管网,569.619
中俄东线,上海,南通站,上海管网,388.442
中俄东线,江苏,南通站,江苏城市燃气,691.69
冀宁线,江苏,南京站,江苏电力,622.465
中俄东线,江苏,海安站,江苏化工,462.878
川气东送,江苏,甪直站,苏州工业园,451.787
中俄东线,江苏,如皋站,江苏交通能源,307.17
冀宁线,河北,安平站,河北城市燃气,507.436
西气东输一线,新疆,昌吉站,昌吉工业,395.262
西气东输一线,新疆,精河站,伊犁能源,337.489
