管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,710.536
陕京二线,北京,通州南分输站,通州热电,534.928
陕京二线,北京,通州南分输站,通州工业园,413.033
陕京二线,北京,通州南分输站,通州医院,194.362
中俄东线,北京,宝坻站,北京燃气,589.301
中俄东线,北京,永清站,北京燃气,474.92
川气东送,湖南,湘潭分输站,湘潭钢铁,589.583
川气东送,湖南,湘潭分输站,湘潭城市燃气,448.527
川气东送,湖南,湘潭分输站,湘潭化工,323.038
川气东送,湖南,湘潭分输站,湘潭医院,134.501
陕京二线,山西,阳曲压气站,太原城市燃气,632.819
陕京二线,山西,阳曲压气站,山西电力,460.208
陕京二线,山西,阳曲压气站,山西代输-工业用户,299.14
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,827.102
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,685.687
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,465.581
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,748.529
陕京二线,河北,石家庄压气站,石家庄燃气,655.947
陕京二线,河北,石家庄压气站,河北化工,458.312
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,830.455
川气东送,上海,上海白鹤末站,上海电力,623.683
川气东送,上海,上海白鹤末站,白鹤工业园,371.441
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,522.378
西气东输一线,新疆,王家沟末站,王家沟工业,363.758
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,712.868
西气东输二线,甘肃,兰州分输站,兰州石化,517.242
西气东输三线,甘肃,武威分输站,甘肃工业集团,405.924
西气东输三线,甘肃,张掖分输站,河西城市燃气,295.904
川气东送,贵州,贵阳北站,贵州管网,470.04
川气东送,贵州,遵义站,贵州管网,396.145
川气东送,贵州,安顺站,贵州管网,318.701
川气东送,广西,南宁站,广西管网,519.74
川气东送,广西,柳州站,广西管网,387.849
川气东送,广西,桂林站,广西管网,297.156
川气东送,上海,甪直站,上海管网,522.981
中俄东线,上海,南通站,上海管网,391.056
中俄东线,江苏,南通站,江苏城市燃气,757.228
冀宁线,江苏,南京站,江苏电力,605.229
中俄东线,江苏,海安站,江苏化工,490.796
川气东送,江苏,甪直站,苏州工业园,454.558
中俄东线,江苏,如皋站,江苏交通能源,301.762
冀宁线,河北,安平站,河北城市燃气,491.749
西气东输一线,新疆,昌吉站,昌吉工业,391.011
西气东输一线,新疆,精河站,伊犁能源,349.881
