管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,618.894
陕京二线,北京,通州南分输站,通州热电,455.463
陕京二线,北京,通州南分输站,通州工业园,378.788
陕京二线,北京,通州南分输站,通州医院,178.966
中俄东线,北京,宝坻站,北京燃气,560.223
中俄东线,北京,永清站,北京燃气,401.281
川气东送,湖南,湘潭分输站,湘潭钢铁,511.029
川气东送,湖南,湘潭分输站,湘潭城市燃气,443.148
川气东送,湖南,湘潭分输站,湘潭化工,296.716
川气东送,湖南,湘潭分输站,湘潭医院,126.485
陕京二线,山西,阳曲压气站,太原城市燃气,580.102
陕京二线,山西,阳曲压气站,山西电力,453.86
陕京二线,山西,阳曲压气站,山西代输-工业用户,260.393
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,715.604
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,599.999
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,415.871
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,713.76
陕京二线,河北,石家庄压气站,石家庄燃气,555.916
陕京二线,河北,石家庄压气站,河北化工,370.954
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,743.572
川气东送,上海,上海白鹤末站,上海电力,509.458
川气东送,上海,上海白鹤末站,白鹤工业园,326.982
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,488.595
西气东输一线,新疆,王家沟末站,王家沟工业,316.223
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,617.846
西气东输二线,甘肃,兰州分输站,兰州石化,446.013
西气东输三线,甘肃,武威分输站,甘肃工业集团,392.342
西气东输三线,甘肃,张掖分输站,河西城市燃气,255.964
川气东送,贵州,贵阳北站,贵州管网,441.667
川气东送,贵州,遵义站,贵州管网,341.659
川气东送,贵州,安顺站,贵州管网,280.026
川气东送,广西,南宁站,广西管网,466.913
川气东送,广西,柳州站,广西管网,352.47
川气东送,广西,桂林站,广西管网,285.539
川气东送,上海,甪直站,上海管网,501.817
中俄东线,上海,南通站,上海管网,338.93
中俄东线,江苏,南通站,江苏城市燃气,612.902
冀宁线,江苏,南京站,江苏电力,540.63
中俄东线,江苏,海安站,江苏化工,426.675
川气东送,江苏,甪直站,苏州工业园,394.774
中俄东线,江苏,如皋站,江苏交通能源,255.095
冀宁线,河北,安平站,河北城市燃气,427.587
西气东输一线,新疆,昌吉站,昌吉工业,348.68
西气东输一线,新疆,精河站,伊犁能源,314.435
