管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,588.821
陕京二线,北京,通州南分输站,通州热电,452.966
陕京二线,北京,通州南分输站,通州工业园,342.151
陕京二线,北京,通州南分输站,通州医院,185.157
中俄东线,北京,宝坻站,北京燃气,526.809
中俄东线,北京,永清站,北京燃气,407.968
川气东送,湖南,湘潭分输站,湘潭钢铁,523.519
川气东送,湖南,湘潭分输站,湘潭城市燃气,428.722
川气东送,湖南,湘潭分输站,湘潭化工,299.797
川气东送,湖南,湘潭分输站,湘潭医院,126.129
陕京二线,山西,阳曲压气站,太原城市燃气,534.15
陕京二线,山西,阳曲压气站,山西电力,449.336
陕京二线,山西,阳曲压气站,山西代输-工业用户,270.997
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,668.688
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,603.915
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,415.258
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,652.607
陕京二线,河北,石家庄压气站,石家庄燃气,564.524
陕京二线,河北,石家庄压气站,河北化工,384.383
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,744.952
川气东送,上海,上海白鹤末站,上海电力,514.888
川气东送,上海,上海白鹤末站,白鹤工业园,322.965
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,481.256
西气东输一线,新疆,王家沟末站,王家沟工业,306.669
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,640.964
西气东输二线,甘肃,兰州分输站,兰州石化,442.865
西气东输三线,甘肃,武威分输站,甘肃工业集团,369.256
西气东输三线,甘肃,张掖分输站,河西城市燃气,256.603
川气东送,贵州,贵阳北站,贵州管网,426.054
川气东送,贵州,遵义站,贵州管网,379.892
川气东送,贵州,安顺站,贵州管网,305.849
川气东送,广西,南宁站,广西管网,435.099
川气东送,广西,柳州站,广西管网,353.308
川气东送,广西,桂林站,广西管网,291.116
川气东送,上海,甪直站,上海管网,462.326
中俄东线,上海,南通站,上海管网,338.751
中俄东线,江苏,南通站,江苏城市燃气,684.803
冀宁线,江苏,南京站,江苏电力,555.944
中俄东线,江苏,海安站,江苏化工,419.712
川气东送,江苏,甪直站,苏州工业园,367.878
中俄东线,江苏,如皋站,江苏交通能源,252.319
冀宁线,河北,安平站,河北城市燃气,414.148
西气东输一线,新疆,昌吉站,昌吉工业,368.737
西气东输一线,新疆,精河站,伊犁能源,306.504
