管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,629.267
陕京二线,北京,通州南分输站,通州热电,476.979
陕京二线,北京,通州南分输站,通州工业园,376.799
陕京二线,北京,通州南分输站,通州医院,189.216
中俄东线,北京,宝坻站,北京燃气,509.275
中俄东线,北京,永清站,北京燃气,422.932
川气东送,湖南,湘潭分输站,湘潭钢铁,492.321
川气东送,湖南,湘潭分输站,湘潭城市燃气,427.66
川气东送,湖南,湘潭分输站,湘潭化工,298.069
川气东送,湖南,湘潭分输站,湘潭医院,121.835
陕京二线,山西,阳曲压气站,太原城市燃气,558.471
陕京二线,山西,阳曲压气站,山西电力,442.746
陕京二线,山西,阳曲压气站,山西代输-工业用户,272.593
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,724.107
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,613.24
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,388.675
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,642.811
陕京二线,河北,石家庄压气站,石家庄燃气,573.943
陕京二线,河北,石家庄压气站,河北化工,375.69
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,754.11
川气东送,上海,上海白鹤末站,上海电力,534.758
川气东送,上海,上海白鹤末站,白鹤工业园,339.679
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,464.843
西气东输一线,新疆,王家沟末站,王家沟工业,323.42
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,591.595
西气东输二线,甘肃,兰州分输站,兰州石化,457.568
西气东输三线,甘肃,武威分输站,甘肃工业集团,381.412
西气东输三线,甘肃,张掖分输站,河西城市燃气,254.388
川气东送,贵州,贵阳北站,贵州管网,440.177
川气东送,贵州,遵义站,贵州管网,349.997
川气东送,贵州,安顺站,贵州管网,285.616
川气东送,广西,南宁站,广西管网,434.262
川气东送,广西,柳州站,广西管网,330.878
川气东送,广西,桂林站,广西管网,281.161
川气东送,上海,甪直站,上海管网,470.543
中俄东线,上海,南通站,上海管网,345.882
中俄东线,江苏,南通站,江苏城市燃气,619.098
冀宁线,江苏,南京站,江苏电力,567.843
中俄东线,江苏,海安站,江苏化工,413.253
川气东送,江苏,甪直站,苏州工业园,411.477
中俄东线,江苏,如皋站,江苏交通能源,271.395
冀宁线,河北,安平站,河北城市燃气,455.609
西气东输一线,新疆,昌吉站,昌吉工业,341.742
西气东输一线,新疆,精河站,伊犁能源,285.01
