管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,627.653
陕京二线,北京,通州南分输站,通州热电,469.359
陕京二线,北京,通州南分输站,通州工业园,373.817
陕京二线,北京,通州南分输站,通州医院,188.026
中俄东线,北京,宝坻站,北京燃气,524.328
中俄东线,北京,永清站,北京燃气,413.327
川气东送,湖南,湘潭分输站,湘潭钢铁,525.682
川气东送,湖南,湘潭分输站,湘潭城市燃气,420.595
川气东送,湖南,湘潭分输站,湘潭化工,273.966
川气东送,湖南,湘潭分输站,湘潭医院,125.159
陕京二线,山西,阳曲压气站,太原城市燃气,560.476
陕京二线,山西,阳曲压气站,山西电力,404.923
陕京二线,山西,阳曲压气站,山西代输-工业用户,262.687
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,689.387
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,609.197
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,391.509
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,704.477
陕京二线,河北,石家庄压气站,石家庄燃气,534.424
陕京二线,河北,石家庄压气站,河北化工,406.152
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,713.611
川气东送,上海,上海白鹤末站,上海电力,525.666
川气东送,上海,上海白鹤末站,白鹤工业园,360.043
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,474.855
西气东输一线,新疆,王家沟末站,王家沟工业,328.246
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,591.794
西气东输二线,甘肃,兰州分输站,兰州石化,474.308
西气东输三线,甘肃,武威分输站,甘肃工业集团,363.067
西气东输三线,甘肃,张掖分输站,河西城市燃气,253.749
川气东送,贵州,贵阳北站,贵州管网,412.365
川气东送,贵州,遵义站,贵州管网,352.913
川气东送,贵州,安顺站,贵州管网,272.771
川气东送,广西,南宁站,广西管网,453.406
川气东送,广西,柳州站,广西管网,343.305
川气东送,广西,桂林站,广西管网,280.483
川气东送,上海,甪直站,上海管网,465.321
中俄东线,上海,南通站,上海管网,346.548
中俄东线,江苏,南通站,江苏城市燃气,654.285
冀宁线,江苏,南京站,江苏电力,543.584
中俄东线,江苏,海安站,江苏化工,424.191
川气东送,江苏,甪直站,苏州工业园,376.616
中俄东线,江苏,如皋站,江苏交通能源,254.588
冀宁线,河北,安平站,河北城市燃气,413.972
西气东输一线,新疆,昌吉站,昌吉工业,349.75
西气东输一线,新疆,精河站,伊犁能源,287.189
