管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,667.483
陕京二线,北京,通州南分输站,通州热电,542.063
陕京二线,北京,通州南分输站,通州工业园,413.403
陕京二线,北京,通州南分输站,通州医院,196.224
中俄东线,北京,宝坻站,北京燃气,627.305
中俄东线,北京,永清站,北京燃气,464.754
川气东送,湖南,湘潭分输站,湘潭钢铁,587.524
川气东送,湖南,湘潭分输站,湘潭城市燃气,466.515
川气东送,湖南,湘潭分输站,湘潭化工,315.458
川气东送,湖南,湘潭分输站,湘潭医院,136.507
陕京二线,山西,阳曲压气站,太原城市燃气,619.406
陕京二线,山西,阳曲压气站,山西电力,462.875
陕京二线,山西,阳曲压气站,山西代输-工业用户,302.782
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,742.683
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,679.598
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,476.648
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,720.017
陕京二线,河北,石家庄压气站,石家庄燃气,631.045
陕京二线,河北,石家庄压气站,河北化工,421.632
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,765.813
川气东送,上海,上海白鹤末站,上海电力,624.829
川气东送,上海,上海白鹤末站,白鹤工业园,380.322
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,548.904
西气东输一线,新疆,王家沟末站,王家沟工业,339.651
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,703.234
西气东输二线,甘肃,兰州分输站,兰州石化,512.031
西气东输三线,甘肃,武威分输站,甘肃工业集团,448.305
西气东输三线,甘肃,张掖分输站,河西城市燃气,307.843
川气东送,贵州,贵阳北站,贵州管网,475.557
川气东送,贵州,遵义站,贵州管网,412.191
川气东送,贵州,安顺站,贵州管网,324.888
川气东送,广西,南宁站,广西管网,481.03
川气东送,广西,柳州站,广西管网,404.458
川气东送,广西,桂林站,广西管网,314.859
川气东送,上海,甪直站,上海管网,522.546
中俄东线,上海,南通站,上海管网,369.162
中俄东线,江苏,南通站,江苏城市燃气,688.978
冀宁线,江苏,南京站,江苏电力,568.513
中俄东线,江苏,海安站,江苏化工,456.033
川气东送,江苏,甪直站,苏州工业园,445.497
中俄东线,江苏,如皋站,江苏交通能源,303.375
冀宁线,河北,安平站,河北城市燃气,512.016
西气东输一线,新疆,昌吉站,昌吉工业,368.841
西气东输一线,新疆,精河站,伊犁能源,316.863
