管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,651.152
陕京二线,北京,通州南分输站,通州热电,488.256
陕京二线,北京,通州南分输站,通州工业园,372.417
陕京二线,北京,通州南分输站,通州医院,173.441
中俄东线,北京,宝坻站,北京燃气,520.185
中俄东线,北京,永清站,北京燃气,406.125
川气东送,湖南,湘潭分输站,湘潭钢铁,512.582
川气东送,湖南,湘潭分输站,湘潭城市燃气,399.063
川气东送,湖南,湘潭分输站,湘潭化工,281.524
川气东送,湖南,湘潭分输站,湘潭医院,125.622
陕京二线,山西,阳曲压气站,太原城市燃气,552.245
陕京二线,山西,阳曲压气站,山西电力,444.348
陕京二线,山西,阳曲压气站,山西代输-工业用户,268.873
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,676.33
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,581.993
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,428.046
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,670.109
陕京二线,河北,石家庄压气站,石家庄燃气,583.642
陕京二线,河北,石家庄压气站,河北化工,402.848
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,718.353
川气东送,上海,上海白鹤末站,上海电力,512.858
川气东送,上海,上海白鹤末站,白鹤工业园,328.12
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,482.269
西气东输一线,新疆,王家沟末站,王家沟工业,313.372
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,628.18
西气东输二线,甘肃,兰州分输站,兰州石化,464.854
西气东输三线,甘肃,武威分输站,甘肃工业集团,385.531
西气东输三线,甘肃,张掖分输站,河西城市燃气,269.593
川气东送,贵州,贵阳北站,贵州管网,441.886
川气东送,贵州,遵义站,贵州管网,377.353
川气东送,贵州,安顺站,贵州管网,286.739
川气东送,广西,南宁站,广西管网,426.983
川气东送,广西,柳州站,广西管网,343.677
川气东送,广西,桂林站,广西管网,290.461
川气东送,上海,甪直站,上海管网,488.971
中俄东线,上海,南通站,上海管网,326.621
中俄东线,江苏,南通站,江苏城市燃气,679.328
冀宁线,江苏,南京站,江苏电力,524.535
中俄东线,江苏,海安站,江苏化工,430.551
川气东送,江苏,甪直站,苏州工业园,392.158
中俄东线,江苏,如皋站,江苏交通能源,268.313
冀宁线,河北,安平站,河北城市燃气,436.77
西气东输一线,新疆,昌吉站,昌吉工业,339.817
西气东输一线,新疆,精河站,伊犁能源,308.642
