管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,652.021
陕京二线,北京,通州南分输站,通州热电,500.382
陕京二线,北京,通州南分输站,通州工业园,372.897
陕京二线,北京,通州南分输站,通州医院,184.385
中俄东线,北京,宝坻站,北京燃气,570.344
中俄东线,北京,永清站,北京燃气,406.569
川气东送,湖南,湘潭分输站,湘潭钢铁,535.677
川气东送,湖南,湘潭分输站,湘潭城市燃气,425.013
川气东送,湖南,湘潭分输站,湘潭化工,278.048
川气东送,湖南,湘潭分输站,湘潭医院,118.124
陕京二线,山西,阳曲压气站,太原城市燃气,530.931
陕京二线,山西,阳曲压气站,山西电力,453.46
陕京二线,山西,阳曲压气站,山西代输-工业用户,248.898
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,698.465
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,566.492
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,425.923
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,639.39
陕京二线,河北,石家庄压气站,石家庄燃气,550.136
陕京二线,河北,石家庄压气站,河北化工,408.501
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,720.443
川气东送,上海,上海白鹤末站,上海电力,541.672
川气东送,上海,上海白鹤末站,白鹤工业园,320.664
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,469.114
西气东输一线,新疆,王家沟末站,王家沟工业,294.495
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,619.516
西气东输二线,甘肃,兰州分输站,兰州石化,450.124
西气东输三线,甘肃,武威分输站,甘肃工业集团,384.461
西气东输三线,甘肃,张掖分输站,河西城市燃气,261.43
川气东送,贵州,贵阳北站,贵州管网,410.569
川气东送,贵州,遵义站,贵州管网,346.978
川气东送,贵州,安顺站,贵州管网,278.074
川气东送,广西,南宁站,广西管网,450.647
川气东送,广西,柳州站,广西管网,355.953
川气东送,广西,桂林站,广西管网,292.622
川气东送,上海,甪直站,上海管网,504.214
中俄东线,上海,南通站,上海管网,346.645
中俄东线,江苏,南通站,江苏城市燃气,656.637
冀宁线,江苏,南京站,江苏电力,526.189
中俄东线,江苏,海安站,江苏化工,430.339
川气东送,江苏,甪直站,苏州工业园,409.482
中俄东线,江苏,如皋站,江苏交通能源,260.531
冀宁线,河北,安平站,河北城市燃气,447.854
西气东输一线,新疆,昌吉站,昌吉工业,359.122
西气东输一线,新疆,精河站,伊犁能源,291.192
