管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,699.135
陕京二线,北京,通州南分输站,通州热电,559.143
陕京二线,北京,通州南分输站,通州工业园,426.05
陕京二线,北京,通州南分输站,通州医院,200.776
中俄东线,北京,宝坻站,北京燃气,626.832
中俄东线,北京,永清站,北京燃气,467.969
川气东送,湖南,湘潭分输站,湘潭钢铁,567.664
川气东送,湖南,湘潭分输站,湘潭城市燃气,466.85
川气东送,湖南,湘潭分输站,湘潭化工,316.386
川气东送,湖南,湘潭分输站,湘潭医院,132.126
陕京二线,山西,阳曲压气站,太原城市燃气,620.54
陕京二线,山西,阳曲压气站,山西电力,486.937
陕京二线,山西,阳曲压气站,山西代输-工业用户,287.818
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,762.671
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,630.148
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,471.088
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,770.228
陕京二线,河北,石家庄压气站,石家庄燃气,625.099
陕京二线,河北,石家庄压气站,河北化工,425.865
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,788.189
川气东送,上海,上海白鹤末站,上海电力,576.877
川气东送,上海,上海白鹤末站,白鹤工业园,401.177
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,544.633
西气东输一线,新疆,王家沟末站,王家沟工业,349.526
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,692.807
西气东输二线,甘肃,兰州分输站,兰州石化,511.212
西气东输三线,甘肃,武威分输站,甘肃工业集团,419.065
西气东输三线,甘肃,张掖分输站,河西城市燃气,281.972
川气东送,贵州,贵阳北站,贵州管网,502.313
川气东送,贵州,遵义站,贵州管网,419.413
川气东送,贵州,安顺站,贵州管网,340.99
川气东送,广西,南宁站,广西管网,488.853
川气东送,广西,柳州站,广西管网,396.594
川气东送,广西,桂林站,广西管网,304.161
川气东送,上海,甪直站,上海管网,547.317
中俄东线,上海,南通站,上海管网,388.653
中俄东线,江苏,南通站,江苏城市燃气,733.116
冀宁线,江苏,南京站,江苏电力,602.63
中俄东线,江苏,海安站,江苏化工,466.747
川气东送,江苏,甪直站,苏州工业园,456.366
中俄东线,江苏,如皋站,江苏交通能源,301.797
冀宁线,河北,安平站,河北城市燃气,484.079
西气东输一线,新疆,昌吉站,昌吉工业,415.062
西气东输一线,新疆,精河站,伊犁能源,350.925
