管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,611.447
陕京二线,北京,通州南分输站,通州热电,488.641
陕京二线,北京,通州南分输站,通州工业园,338.594
陕京二线,北京,通州南分输站,通州医院,170.045
中俄东线,北京,宝坻站,北京燃气,562.967
中俄东线,北京,永清站,北京燃气,407.333
川气东送,湖南,湘潭分输站,湘潭钢铁,508.561
川气东送,湖南,湘潭分输站,湘潭城市燃气,412.93
川气东送,湖南,湘潭分输站,湘潭化工,301.709
川气东送,湖南,湘潭分输站,湘潭医院,123.067
陕京二线,山西,阳曲压气站,太原城市燃气,537.194
陕京二线,山西,阳曲压气站,山西电力,433.938
陕京二线,山西,阳曲压气站,山西代输-工业用户,255.325
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,695.315
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,598.172
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,401.783
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,698.255
陕京二线,河北,石家庄压气站,石家庄燃气,541.08
陕京二线,河北,石家庄压气站,河北化工,387.496
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,761.753
川气东送,上海,上海白鹤末站,上海电力,516.277
川气东送,上海,上海白鹤末站,白鹤工业园,329.983
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,463.978
西气东输一线,新疆,王家沟末站,王家沟工业,313.049
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,596.464
西气东输二线,甘肃,兰州分输站,兰州石化,481.055
西气东输三线,甘肃,武威分输站,甘肃工业集团,380.215
西气东输三线,甘肃,张掖分输站,河西城市燃气,250.286
川气东送,贵州,贵阳北站,贵州管网,405.284
川气东送,贵州,遵义站,贵州管网,366.303
川气东送,贵州,安顺站,贵州管网,287.908
川气东送,广西,南宁站,广西管网,474.751
川气东送,广西,柳州站,广西管网,352.116
川气东送,广西,桂林站,广西管网,277.587
川气东送,上海,甪直站,上海管网,504.231
中俄东线,上海,南通站,上海管网,341.477
中俄东线,江苏,南通站,江苏城市燃气,619.844
冀宁线,江苏,南京站,江苏电力,512.776
中俄东线,江苏,海安站,江苏化工,443.332
川气东送,江苏,甪直站,苏州工业园,397.784
中俄东线,江苏,如皋站,江苏交通能源,263.937
冀宁线,河北,安平站,河北城市燃气,457.3
西气东输一线,新疆,昌吉站,昌吉工业,364.444
西气东输一线,新疆,精河站,伊犁能源,305.228
