管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,675.35
陕京二线,北京,通州南分输站,通州热电,554.43
陕京二线,北京,通州南分输站,通州工业园,380.074
陕京二线,北京,通州南分输站,通州医院,199.302
中俄东线,北京,宝坻站,北京燃气,569.94
中俄东线,北京,永清站,北京燃气,452.833
川气东送,湖南,湘潭分输站,湘潭钢铁,569.532
川气东送,湖南,湘潭分输站,湘潭城市燃气,443.762
川气东送,湖南,湘潭分输站,湘潭化工,333.244
川气东送,湖南,湘潭分输站,湘潭医院,128.628
陕京二线,山西,阳曲压气站,太原城市燃气,593.839
陕京二线,山西,阳曲压气站,山西电力,477.589
陕京二线,山西,阳曲压气站,山西代输-工业用户,276.949
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,784.282
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,695.523
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,432.933
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,766.942
陕京二线,河北,石家庄压气站,石家庄燃气,608.421
陕京二线,河北,石家庄压气站,河北化工,421.303
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,799.166
川气东送,上海,上海白鹤末站,上海电力,565.588
川气东送,上海,上海白鹤末站,白鹤工业园,376.726
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,533.238
西气东输一线,新疆,王家沟末站,王家沟工业,366.324
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,674.825
西气东输二线,甘肃,兰州分输站,兰州石化,547.217
西气东输三线,甘肃,武威分输站,甘肃工业集团,415.825
西气东输三线,甘肃,张掖分输站,河西城市燃气,297.755
川气东送,贵州,贵阳北站,贵州管网,496.283
川气东送,贵州,遵义站,贵州管网,382.18
川气东送,贵州,安顺站,贵州管网,323.94
川气东送,广西,南宁站,广西管网,505.199
川气东送,广西,柳州站,广西管网,382.382
川气东送,广西,桂林站,广西管网,297.322
川气东送,上海,甪直站,上海管网,569.571
中俄东线,上海,南通站,上海管网,353.351
中俄东线,江苏,南通站,江苏城市燃气,730.944
冀宁线,江苏,南京站,江苏电力,630.987
中俄东线,江苏,海安站,江苏化工,457.744
川气东送,江苏,甪直站,苏州工业园,452.346
中俄东线,江苏,如皋站,江苏交通能源,299.815
冀宁线,河北,安平站,河北城市燃气,480.612
西气东输一线,新疆,昌吉站,昌吉工业,392.891
西气东输一线,新疆,精河站,伊犁能源,323.951
