管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,651.122
陕京二线,北京,通州南分输站,通州热电,460.021
陕京二线,北京,通州南分输站,通州工业园,360.328
陕京二线,北京,通州南分输站,通州医院,182.932
中俄东线,北京,宝坻站,北京燃气,554.568
中俄东线,北京,永清站,北京燃气,388.796
川气东送,湖南,湘潭分输站,湘潭钢铁,522.345
川气东送,湖南,湘潭分输站,湘潭城市燃气,396.42
川气东送,湖南,湘潭分输站,湘潭化工,276.521
川气东送,湖南,湘潭分输站,湘潭医院,122.382
陕京二线,山西,阳曲压气站,太原城市燃气,529.006
陕京二线,山西,阳曲压气站,山西电力,442.592
陕京二线,山西,阳曲压气站,山西代输-工业用户,257.405
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,720.718
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,625.076
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,393.85
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,687.569
陕京二线,河北,石家庄压气站,石家庄燃气,592.988
陕京二线,河北,石家庄压气站,河北化工,412.142
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,761.253
川气东送,上海,上海白鹤末站,上海电力,534.424
川气东送,上海,上海白鹤末站,白鹤工业园,320.214
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,501.571
西气东输一线,新疆,王家沟末站,王家沟工业,315.88
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,587.782
西气东输二线,甘肃,兰州分输站,兰州石化,497.649
西气东输三线,甘肃,武威分输站,甘肃工业集团,371.351
西气东输三线,甘肃,张掖分输站,河西城市燃气,257.36
川气东送,贵州,贵阳北站,贵州管网,423.515
川气东送,贵州,遵义站,贵州管网,379.833
川气东送,贵州,安顺站,贵州管网,294.435
川气东送,广西,南宁站,广西管网,461.794
川气东送,广西,柳州站,广西管网,343.154
川气东送,广西,桂林站,广西管网,275.577
川气东送,上海,甪直站,上海管网,453.947
中俄东线,上海,南通站,上海管网,321.3
中俄东线,江苏,南通站,江苏城市燃气,611.514
冀宁线,江苏,南京站,江苏电力,560.878
中俄东线,江苏,海安站,江苏化工,437.326
川气东送,江苏,甪直站,苏州工业园,404.446
中俄东线,江苏,如皋站,江苏交通能源,252.221
冀宁线,河北,安平站,河北城市燃气,444.397
西气东输一线,新疆,昌吉站,昌吉工业,357.099
西气东输一线,新疆,精河站,伊犁能源,316.523
