管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,684.966
陕京二线,北京,通州南分输站,通州热电,559.292
陕京二线,北京,通州南分输站,通州工业园,392.816
陕京二线,北京,通州南分输站,通州医院,190.137
中俄东线,北京,宝坻站,北京燃气,591.106
中俄东线,北京,永清站,北京燃气,452.951
川气东送,湖南,湘潭分输站,湘潭钢铁,575.169
川气东送,湖南,湘潭分输站,湘潭城市燃气,457.388
川气东送,湖南,湘潭分输站,湘潭化工,340.775
川气东送,湖南,湘潭分输站,湘潭医院,136.017
陕京二线,山西,阳曲压气站,太原城市燃气,623.304
陕京二线,山西,阳曲压气站,山西电力,466.945
陕京二线,山西,阳曲压气站,山西代输-工业用户,295.681
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,804.072
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,656.746
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,479.493
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,778.023
陕京二线,河北,石家庄压气站,石家庄燃气,605.704
陕京二线,河北,石家庄压气站,河北化工,445.739
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,793.569
川气东送,上海,上海白鹤末站,上海电力,590.449
川气东送,上海,上海白鹤末站,白鹤工业园,377.014
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,509.411
西气东输一线,新疆,王家沟末站,王家沟工业,357.859
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,658.823
西气东输二线,甘肃,兰州分输站,兰州石化,527.46
西气东输三线,甘肃,武威分输站,甘肃工业集团,414.751
西气东输三线,甘肃,张掖分输站,河西城市燃气,298.345
川气东送,贵州,贵阳北站,贵州管网,502.737
川气东送,贵州,遵义站,贵州管网,384.445
川气东送,贵州,安顺站,贵州管网,331.627
川气东送,广西,南宁站,广西管网,533.514
川气东送,广西,柳州站,广西管网,383.603
川气东送,广西,桂林站,广西管网,325.171
川气东送,上海,甪直站,上海管网,529.27
中俄东线,上海,南通站,上海管网,376.808
中俄东线,江苏,南通站,江苏城市燃气,709.756
冀宁线,江苏,南京站,江苏电力,600.872
中俄东线,江苏,海安站,江苏化工,468.244
川气东送,江苏,甪直站,苏州工业园,435.142
中俄东线,江苏,如皋站,江苏交通能源,303.18
冀宁线,河北,安平站,河北城市燃气,509.698
西气东输一线,新疆,昌吉站,昌吉工业,407.489
西气东输一线,新疆,精河站,伊犁能源,345.399
