管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,626.061
陕京二线,北京,通州南分输站,通州热电,481.879
陕京二线,北京,通州南分输站,通州工业园,342.083
陕京二线,北京,通州南分输站,通州医院,179.606
中俄东线,北京,宝坻站,北京燃气,531.417
中俄东线,北京,永清站,北京燃气,388.84
川气东送,湖南,湘潭分输站,湘潭钢铁,529.925
川气东送,湖南,湘潭分输站,湘潭城市燃气,421.802
川气东送,湖南,湘潭分输站,湘潭化工,298.48
川气东送,湖南,湘潭分输站,湘潭医院,122.86
陕京二线,山西,阳曲压气站,太原城市燃气,559.652
陕京二线,山西,阳曲压气站,山西电力,435.241
陕京二线,山西,阳曲压气站,山西代输-工业用户,270.423
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,664.16
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,574.131
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,391.751
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,695.221
陕京二线,河北,石家庄压气站,石家庄燃气,536.125
陕京二线,河北,石家庄压气站,河北化工,393.684
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,723.504
川气东送,上海,上海白鹤末站,上海电力,525.295
川气东送,上海,上海白鹤末站,白鹤工业园,352.378
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,474.528
西气东输一线,新疆,王家沟末站,王家沟工业,291.602
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,636.146
西气东输二线,甘肃,兰州分输站,兰州石化,457.995
西气东输三线,甘肃,武威分输站,甘肃工业集团,392.584
西气东输三线,甘肃,张掖分输站,河西城市燃气,253.301
川气东送,贵州,贵阳北站,贵州管网,440.517
川气东送,贵州,遵义站,贵州管网,347.889
川气东送,贵州,安顺站,贵州管网,283.521
川气东送,广西,南宁站,广西管网,457.683
川气东送,广西,柳州站,广西管网,346.917
川气东送,广西,桂林站,广西管网,272.291
川气东送,上海,甪直站,上海管网,469.631
中俄东线,上海,南通站,上海管网,320.159
中俄东线,江苏,南通站,江苏城市燃气,659.534
冀宁线,江苏,南京站,江苏电力,556.547
中俄东线,江苏,海安站,江苏化工,435.929
川气东送,江苏,甪直站,苏州工业园,391.066
中俄东线,江苏,如皋站,江苏交通能源,259.296
冀宁线,河北,安平站,河北城市燃气,429.275
西气东输一线,新疆,昌吉站,昌吉工业,361.932
西气东输一线,新疆,精河站,伊犁能源,294.933
