管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,642.42
陕京二线,北京,通州南分输站,通州热电,489.254
陕京二线,北京,通州南分输站,通州工业园,379.602
陕京二线,北京,通州南分输站,通州医院,187.468
中俄东线,北京,宝坻站,北京燃气,537.531
中俄东线,北京,永清站,北京燃气,396.142
川气东送,湖南,湘潭分输站,湘潭钢铁,508.39
川气东送,湖南,湘潭分输站,湘潭城市燃气,398.585
川气东送,湖南,湘潭分输站,湘潭化工,280.601
川气东送,湖南,湘潭分输站,湘潭医院,116.978
陕京二线,山西,阳曲压气站,太原城市燃气,583.346
陕京二线,山西,阳曲压气站,山西电力,433.377
陕京二线,山西,阳曲压气站,山西代输-工业用户,254.33
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,660.533
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,621.242
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,411.11
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,655.018
陕京二线,河北,石家庄压气站,石家庄燃气,563.245
陕京二线,河北,石家庄压气站,河北化工,367.174
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,746.876
川气东送,上海,上海白鹤末站,上海电力,498.654
川气东送,上海,上海白鹤末站,白鹤工业园,344.625
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,485.531
西气东输一线,新疆,王家沟末站,王家沟工业,325.397
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,623.173
西气东输二线,甘肃,兰州分输站,兰州石化,460.54
西气东输三线,甘肃,武威分输站,甘肃工业集团,362.234
西气东输三线,甘肃,张掖分输站,河西城市燃气,257.748
川气东送,贵州,贵阳北站,贵州管网,427.948
川气东送,贵州,遵义站,贵州管网,352.053
川气东送,贵州,安顺站,贵州管网,280.846
川气东送,广西,南宁站,广西管网,450.566
川气东送,广西,柳州站,广西管网,348.067
川气东送,广西,桂林站,广西管网,275.348
川气东送,上海,甪直站,上海管网,452.734
中俄东线,上海,南通站,上海管网,347.181
中俄东线,江苏,南通站,江苏城市燃气,682.995
冀宁线,江苏,南京站,江苏电力,563.751
中俄东线,江苏,海安站,江苏化工,406.906
川气东送,江苏,甪直站,苏州工业园,388.451
中俄东线,江苏,如皋站,江苏交通能源,265.758
冀宁线,河北,安平站,河北城市燃气,431.264
西气东输一线,新疆,昌吉站,昌吉工业,367.901
西气东输一线,新疆,精河站,伊犁能源,303.14
