管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,603.096
陕京二线,北京,通州南分输站,通州热电,472.299
陕京二线,北京,通州南分输站,通州工业园,371.144
陕京二线,北京,通州南分输站,通州医院,173.457
中俄东线,北京,宝坻站,北京燃气,522.883
中俄东线,北京,永清站,北京燃气,413.299
川气东送,湖南,湘潭分输站,湘潭钢铁,497.086
川气东送,湖南,湘潭分输站,湘潭城市燃气,403.494
川气东送,湖南,湘潭分输站,湘潭化工,286.074
川气东送,湖南,湘潭分输站,湘潭医院,125.432
陕京二线,山西,阳曲压气站,太原城市燃气,582.196
陕京二线,山西,阳曲压气站,山西电力,452.088
陕京二线,山西,阳曲压气站,山西代输-工业用户,263.735
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,704.536
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,588.709
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,407.01
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,709.55
陕京二线,河北,石家庄压气站,石家庄燃气,532.419
陕京二线,河北,石家庄压气站,河北化工,396.835
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,690.081
川气东送,上海,上海白鹤末站,上海电力,515.092
川气东送,上海,上海白鹤末站,白鹤工业园,326.28
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,466.356
西气东输一线,新疆,王家沟末站,王家沟工业,325.967
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,606.72
西气东输二线,甘肃,兰州分输站,兰州石化,442.618
西气东输三线,甘肃,武威分输站,甘肃工业集团,391.033
西气东输三线,甘肃,张掖分输站,河西城市燃气,252.531
川气东送,贵州,贵阳北站,贵州管网,422.98
川气东送,贵州,遵义站,贵州管网,344.59
川气东送,贵州,安顺站,贵州管网,305.333
川气东送,广西,南宁站,广西管网,447.365
川气东送,广西,柳州站,广西管网,365.624
川气东送,广西,桂林站,广西管网,288.341
川气东送,上海,甪直站,上海管网,501.62
中俄东线,上海,南通站,上海管网,336.121
中俄东线,江苏,南通站,江苏城市燃气,651.044
冀宁线,江苏,南京站,江苏电力,551.825
中俄东线,江苏,海安站,江苏化工,441.039
川气东送,江苏,甪直站,苏州工业园,373.012
中俄东线,江苏,如皋站,江苏交通能源,272.103
冀宁线,河北,安平站,河北城市燃气,432.686
西气东输一线,新疆,昌吉站,昌吉工业,329.251
西气东输一线,新疆,精河站,伊犁能源,296.947
