管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,635.19
陕京二线,北京,通州南分输站,通州热电,495.634
陕京二线,北京,通州南分输站,通州工业园,338.993
陕京二线,北京,通州南分输站,通州医院,170.68
中俄东线,北京,宝坻站,北京燃气,571.194
中俄东线,北京,永清站,北京燃气,413.374
川气东送,湖南,湘潭分输站,湘潭钢铁,538.917
川气东送,湖南,湘潭分输站,湘潭城市燃气,427.378
川气东送,湖南,湘潭分输站,湘潭化工,299.157
川气东送,湖南,湘潭分输站,湘潭医院,121.804
陕京二线,山西,阳曲压气站,太原城市燃气,543.819
陕京二线,山西,阳曲压气站,山西电力,405.626
陕京二线,山西,阳曲压气站,山西代输-工业用户,250.469
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,738.738
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,559.269
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,429.763
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,694.257
陕京二线,河北,石家庄压气站,石家庄燃气,559.636
陕京二线,河北,石家庄压气站,河北化工,387.709
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,706.169
川气东送,上海,上海白鹤末站,上海电力,519.603
川气东送,上海,上海白鹤末站,白鹤工业园,352.754
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,453.292
西气东输一线,新疆,王家沟末站,王家沟工业,325.722
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,590.064
西气东输二线,甘肃,兰州分输站,兰州石化,496.418
西气东输三线,甘肃,武威分输站,甘肃工业集团,369.478
西气东输三线,甘肃,张掖分输站,河西城市燃气,257.216
川气东送,贵州,贵阳北站,贵州管网,435.65
川气东送,贵州,遵义站,贵州管网,351.121
川气东送,贵州,安顺站,贵州管网,281.33
川气东送,广西,南宁站,广西管网,434.471
川气东送,广西,柳州站,广西管网,338.593
川气东送,广西,桂林站,广西管网,266.687
川气东送,上海,甪直站,上海管网,506.06
中俄东线,上海,南通站,上海管网,322.143
中俄东线,江苏,南通站,江苏城市燃气,678.562
冀宁线,江苏,南京站,江苏电力,555.587
中俄东线,江苏,海安站,江苏化工,428.146
川气东送,江苏,甪直站,苏州工业园,370.076
中俄东线,江苏,如皋站,江苏交通能源,269.159
冀宁线,河北,安平站,河北城市燃气,434.643
西气东输一线,新疆,昌吉站,昌吉工业,346.368
西气东输一线,新疆,精河站,伊犁能源,294.356
