管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,612.706
陕京二线,北京,通州南分输站,通州热电,464.473
陕京二线,北京,通州南分输站,通州工业园,350.048
陕京二线,北京,通州南分输站,通州医院,190.719
中俄东线,北京,宝坻站,北京燃气,565.605
中俄东线,北京,永清站,北京燃气,419.139
川气东送,湖南,湘潭分输站,湘潭钢铁,498.629
川气东送,湖南,湘潭分输站,湘潭城市燃气,397.135
川气东送,湖南,湘潭分输站,湘潭化工,275.651
川气东送,湖南,湘潭分输站,湘潭医院,119.375
陕京二线,山西,阳曲压气站,太原城市燃气,566.99
陕京二线,山西,阳曲压气站,山西电力,455.106
陕京二线,山西,阳曲压气站,山西代输-工业用户,260.805
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,668.469
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,566.624
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,423.924
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,655.649
陕京二线,河北,石家庄压气站,石家庄燃气,589.145
陕京二线,河北,石家庄压气站,河北化工,406.214
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,761.254
川气东送,上海,上海白鹤末站,上海电力,526.112
川气东送,上海,上海白鹤末站,白鹤工业园,328.752
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,506.169
西气东输一线,新疆,王家沟末站,王家沟工业,315.904
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,631.439
西气东输二线,甘肃,兰州分输站,兰州石化,485.62
西气东输三线,甘肃,武威分输站,甘肃工业集团,395.201
西气东输三线,甘肃,张掖分输站,河西城市燃气,247.771
川气东送,贵州,贵阳北站,贵州管网,423.333
川气东送,贵州,遵义站,贵州管网,381.377
川气东送,贵州,安顺站,贵州管网,288.637
川气东送,广西,南宁站,广西管网,426.126
川气东送,广西,柳州站,广西管网,336.674
川气东送,广西,桂林站,广西管网,284.269
川气东送,上海,甪直站,上海管网,456.261
中俄东线,上海,南通站,上海管网,344.502
中俄东线,江苏,南通站,江苏城市燃气,651.134
冀宁线,江苏,南京站,江苏电力,519.692
中俄东线,江苏,海安站,江苏化工,407.003
川气东送,江苏,甪直站,苏州工业园,383.211
中俄东线,江苏,如皋站,江苏交通能源,258.594
冀宁线,河北,安平站,河北城市燃气,455.053
西气东输一线,新疆,昌吉站,昌吉工业,335.505
西气东输一线,新疆,精河站,伊犁能源,291.401
